match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated
12709446,home,Millwall,Liam Roberts,,,liam-roberts,L. Roberts,G,1,183.0,46,M,879657,EUR,785376000.0,G,13,13,False,33.0,16.0,25.0,8.0,0.0,12.0,15.0,4.0,18.0,11.0,1.0,1.0,1.0,90.0,45.0,6.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12709446,home,Millwall,Danny McNamara,,,mcnamara-danny,D. McNamara,D,2,180.0,106,M,995670,EUR,914716800.0,D,2,2,False,44.0,32.0,8.0,4.0,0.0,18.0,21.0,15.0,26.0,4.0,,,,90.0,58.0,6.8,17.0,1,3.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12709446,home,Millwall,Shaun Hutchinson,,,shaun-hutchinson,S. Hutchinson,D,,186.0,24,M,37961,EUR,659318400.0,D,4,4,False,56.0,45.0,9.0,3.0,0.0,40.0,43.0,5.0,13.0,9.0,,,,90.0,66.0,6.8,12.0,0,,,5.0,5.0,10.0,,2.0,,1.0,2.0,,True,2.0,1.0,4.0,3.0,,,,,,,,,,
12709446,home,Millwall,Murray Wallace,,,murray-wallace,M. Wallace,D,3,181.0,31,M,164285,EUR,726624000.0,D,3,3,False,49.0,37.0,10.0,7.0,0.0,27.0,34.0,10.0,15.0,4.0,,,,90.0,65.0,7.5,13.0,1,,,9.0,3.0,17.0,1.0,3.0,1.0,5.0,1.0,1.0,,2.0,,3.0,2.0,1.0,,,,,,,,,
12709446,home,Millwall,Joe Bryan,,,joe-bryan,J. Bryan,D,23,170.0,93,M,205028,EUR,748224000.0,D,15,15,False,38.0,23.0,10.0,5.0,0.0,14.0,20.0,9.0,19.0,5.0,,,,64.0,64.0,6.2,20.0,0,1.0,,1.0,9.0,6.0,,,,1.0,3.0,,,1.0,,4.0,1.0,,5.0,1.0,2.0,,,,,,
12709446,home,Millwall,Daniel Kelly,Daniel Kelly,,daniel-kelly,D. Kelly,M,16,180.0,85,M,1149244,EUR,1128297600.0,M,16,16,False,9.0,6.0,2.0,1.0,0.0,3.0,5.0,3.0,4.0,2.0,,,,45.0,17.0,6.8,5.0,0,,,2.0,1.0,5.0,,,2.0,1.0,,,,1.0,,2.0,1.0,1.0,,,1.0,,,,,,
12709446,home,Millwall,George Saville,,,george-saville,G. Saville,M,23,176.0,124,M,287897,EUR,738892800.0,M,23,23,False,43.0,37.0,3.0,,0.0,24.0,26.0,13.0,20.0,4.0,,,,90.0,55.0,6.4,11.0,1,3.0,,,8.0,4.0,1.0,,,2.0,3.0,,,2.0,1.0,2.0,1.0,,2.0,,,,,,,,
12709446,home,Millwall,Femi Azeez,,,femi-azeez,F. Azeez,M,11,181.0,330,M,1007093,EUR,991699200.0,M,11,11,False,18.0,9.0,2.0,,0.0,6.0,7.0,3.0,12.0,,,,,73.0,36.0,6.3,16.0,0,1.0,,3.0,7.0,7.0,,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,5.0,1.0,1.0,,,,,
12709446,home,Millwall,George Honeyman,,,george-honeyman,G. C. Honeyman,M,10,173.0,116,M,789859,EUR,778982400.0,M,39,39,False,8.0,6.0,3.0,1.0,0.0,2.0,2.0,4.0,7.0,1.0,,,,45.0,16.0,6.5,6.0,0,1.0,,,2.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
12709446,home,Millwall,Aidomo Emakhu,,,aidomo-emakhu,A. Emakhu,F,10,172.0,178,M,1065019,EUR,1067126400.0,M,22,22,False,12.0,6.0,,,0.0,2.0,7.0,4.0,5.0,2.0,,,,64.0,25.0,6.1,14.0,0,,,1.0,8.0,4.0,,1.0,3.0,1.0,3.0,,,1.0,3.0,,,,,4.0,,2.0,,,,,
