match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,from,playerName,reason,rescinded,length,injury,confirmed
11401917,FT,3.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11401917,,3.0,3.0,,90,8.0,,1,,,goal,174185131.0,True,regular,831860.0,Koki Ogawa,,,,,,,
11401917,,2.0,3.0,,90,6.0,,1,,,goal,174185042.0,False,regular,1084944.0,Calvin Twigt,,,,,,,
11401917,,2.0,2.0,,90,1.0,,1,,,goal,174184906.0,True,penalty,896117.0,Magnus Mattsson,penalty,,,,,,
11401917,,,,,90,,,1,,,card,120992054.0,False,yellow,1083390.0,Mio Backhaus,,Mio Backhaus,Foul,False,,,
11401917,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,6.0,,
11401917,,,,,89,,,2,,,substitution,122165541.0,False,regular,,,,,,,,False,
11401917,,,,,87,,,4,,,card,120992030.0,False,yellow,1084944.0,Calvin Twigt,,Calvin Twigt,Foul,False,,,
11401917,,,,,86,,,5,,,card,120992011.0,True,yellow,10077.0,Lasse Schöne,,Lasse Schøne,Argument,False,,,
11401917,,,,,83,,,8,,,substitution,122165497.0,False,regular,,,,,,,,False,
11401917,,,,,83,,,8,,,substitution,122165496.0,True,regular,,,,,,,,False,
11401917,,,,,83,,,8,,,substitution,122165495.0,True,regular,,,,,,,,False,
11401917,,1.0,2.0,,78,,,13,,,goal,174184145.0,False,regular,1120949.0,Milan de Haan,,,,,,,
11401917,,,,,67,,,24,,,substitution,122165368.0,False,regular,,,,,,,,False,
11401917,,,,,67,,,24,,,substitution,122165369.0,False,regular,,,,,,,,False,
11401917,,,,,61,,,30,,,substitution,122165292.0,True,regular,,,,,,,,False,
11401917,,,,,61,,,30,,,substitution,122165306.0,True,regular,,,,,,,,False,
11401917,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11401917,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,5.0,,
11401917,,,,,41,,,5,,,card,120991631.0,True,yellow,896117.0,Magnus Mattsson,,Magnus Mattsson,Argument,False,,,
11401917,,,,,38,,,8,,,card,120991618.0,True,yellowRed,929631.0,Elayis Tavsan,,Elayis Tavsan,Foul,False,,,
11401917,,1.0,1.0,,34,,,12,,,goal,174181299.0,False,regular,156676.0,Robert Mühren,,,,,,,
11401917,,,,,23,,,23,,,varDecision,21502.0,True,goalAwarded,831860.0,Koki Ogawa,,,,,,,False
11401917,,,,,8,,,38,,,card,120991471.0,True,yellow,929631.0,Elayis Tavsan,,Elayis Tavsan,Foul,False,,,
11401917,,1.0,0.0,,6,,,40,,,goal,174180235.0,True,regular,831860.0,Koki Ogawa,,,,,,,
