match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_wonTackle,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_totalOffside,player_sofascoreId
14032424,home,Royal Antwerp FC,Taishi Brandon Nozawa,,,taishi-brandon-nozawa,T. B. Nozawa,G,41,191.0,524,M,1002358,EUR,1040774400,G,41,41,False,24.0,10.0,23.0,9.0,0.0,2.0,3.0,8.0,21.0,1.0,2.0,15.0,1.0,3.0,5.0,8.0,3.0,3.0,90.0,45.0,9.2,14.0,0.0093728,31.159322081661,6.0,2.625,4.095,0.7271,0,1.5169,0.19,0.01,0.38,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032424,home,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,26.0,19.0,8.0,3.0,0.0,6.0,6.0,13.0,20.0,3.0,4.0,1.0,,,,,,,90.0,38.0,7.1,8.0,0.0104697,36.470019049963,5.0,1.26,7.035,,0,,0.31,0.02,0.32,,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14032424,home,Royal Antwerp FC,Boubakar Kouyaté,,,boubakar-kouyate,B. Kouyaté,D,25,192.0,905,M,848537,EUR,861062400,D,25,25,False,17.0,14.0,3.0,1.0,0.0,12.0,12.0,2.0,5.0,2.0,10.0,1.0,,,,,,,90.0,33.0,7.1,4.0,0.00120319,34.89745426793,5.0,4.515,3.885,,1,,-0.02,0.02,0.64,,2.0,3.0,4.0,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0778,-0.27,,,,,,,,,,,,,,,,,
14032424,home,Royal Antwerp FC,Rosen Bozhinov,Rosen Bozhinov,,rosen-bozhinov,R. Bozhinov,D,2,195.0,619,M,1152943,EUR,1106438400,D,26,26,False,39.0,33.0,5.0,2.0,0.0,21.0,24.0,12.0,15.0,4.0,8.0,8.0,,,,,,,90.0,55.0,7.4,8.0,0.0385423,110.09507437133,15.0,36.435,10.71,,0,,0.37,0.08,0.39,,3.0,2.0,1.0,3.0,1.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14032424,home,Royal Antwerp FC,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,24,24,False,10.0,7.0,1.0,,0.0,5.0,7.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,82.0,34.0,7.8,17.0,0.305441,22.99884432612,3.0,22.575,8.925,,1,,0.34,-0.34,0.17,,,6.0,,,2.0,2.0,,,,,3.0,0.0822,0.54,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.1821,,,,,,,
14032424,home,Royal Antwerp FC,Mauricio Benitez,Mauricio Benitez,,mauricio-benitez,M. Benitez,M,16,185.0,390,M,1402224,EUR,1075766400,M,16,16,False,27.0,21.0,3.0,2.0,0.0,13.0,15.0,8.0,12.0,11.0,2.0,9.0,2.0,,,,,,90.0,58.0,8.1,12.0,0.0232918,84.947008823874,11.0,27.195,9.555,,2,,-0.09,0.09,0.29,,2.0,7.0,,6.0,5.0,1.0,,,,,1.0,0.2425,0.5,2.0,2.0,1.0,1.0,1.0,5.0,,1.0,1.0,0.6603,1.0,2.0,1.0,,,,
14032424,home,Royal Antwerp FC,Xander Dierckx,,,xander-dierckx,X. Dierckx,M,78,,206,M,2405369,EUR,1235692800,M,78,78,False,16.0,12.0,5.0,1.0,0.0,8.0,9.0,4.0,7.0,4.0,2.0,2.0,,,,,,,82.0,29.0,6.8,7.0,0.00284566,16.127199263872,2.0,15.75,11.445,,0,,0.2,0.05,0.21,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,
14032424,home,Royal Antwerp FC,Christopher Scott,,,christopher-scott,C. Scott,M,30,174.0,169,M,997118,EUR,1023408000,M,30,30,False,32.0,28.0,2.0,1.0,0.0,14.0,15.0,14.0,17.0,7.0,,8.0,1.0,,,,,,90.0,53.0,7.3,8.0,0.0840337,96.568812384814,12.0,72.87,11.76,,0,,0.35,0.14,0.14,,3.0,4.0,,2.0,2.0,,1.0,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,
14032424,home,Royal Antwerp FC,Gyrano Kerk,,,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,F,7,7,False,17.0,11.0,,,1.0,1.0,1.0,10.0,16.0,4.0,,1.0,1.0,,,,,,70.0,39.0,7.2,14.0,0.424884,89.629290294589,7.0,55.125,22.155,,3,,0.59,0.28,-0.09,,,7.0,,,2.0,,2.0,,2.0,,4.0,0.2245,-0.61,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,,0.0545,3.0,1.0,,,,,
14032424,home,Royal Antwerp FC,Vincent Janssen,,,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,24.0,17.0,4.0,1.0,1.0,3.0,7.0,14.0,17.0,5.0,1.0,6.0,2.0,,,,,,83.0,42.0,8.5,13.0,0.0607874,61.771709170621,8.0,19.11,22.155,,3,,0.38,0.05,0.18,,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,0.6857,0.47,,1.0,2.0,3.0,2.0,,,1.0,1.0,0.2567,1.0,,,True,1.0,1.0,
