match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_fouls,player_firstName,player_lastName,captain,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_punches,stat_errorLeadToAShot,stat_totalOffside,stat_errorLeadToAGoal
12117149,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,38.0,20.0,30.0,12.0,0.0,12.0,13.0,8.0,25.0,1.0,12.0,1.0,2.0,2.0,2.0,90.0,50.0,7.5,18.0,0.00146763,0,0.3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117149,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,23.0,18.0,4.0,3.0,0.0,15.0,17.0,3.0,6.0,3.0,1.0,1.0,,,,41.0,34.0,6.8,5.0,0.00315653,0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117149,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,20.0,14.0,3.0,2.0,0.0,10.0,10.0,4.0,10.0,5.0,5.0,,,,,90.0,35.0,7.2,8.0,0.0136605,1,,4.0,9.0,2.0,,7.0,3.0,,,True,4.0,1.0,1.0,2.0,1.0,1.0,0.0171,,,,,,,,,,,,,,,,
12117149,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,30.0,26.0,3.0,2.0,0.0,18.0,18.0,8.0,12.0,2.0,4.0,,,,,90.0,38.0,7.0,5.0,0.00292191,0,,1.0,6.0,,,3.0,3.0,,,,3.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12117149,home,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,,1067640,EUR,1031356800,D,6,6,False,25.0,22.0,6.0,4.0,0.0,10.0,11.0,14.0,17.0,2.0,3.0,1.0,,,,90.0,44.0,7.6,7.0,0.44597,0,,,2.0,2.0,,2.0,,Vanderlan,,,,,1.0,,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,
12117149,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,28.0,19.0,5.0,3.0,0.0,8.0,11.0,11.0,18.0,4.0,1.0,1.0,,,,90.0,39.0,6.7,14.0,0.00604558,1,,2.0,6.0,,,,1.0,,,,2.0,,,1.0,1.0,1.0,0.0469,2.0,1.0,,,,2.0,1.0,1.0,0.126,,,,,,,
12117149,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,18.0,14.0,2.0,1.0,1.0,3.0,4.0,11.0,14.0,3.0,6.0,2.0,,,,75.0,30.0,7.1,6.0,0.0176321,1,,,8.0,1.0,1.0,,1.0,,,,4.0,,,2.0,,,0.0144,,,,,2.0,1.0,2.0,1.0,0.0574,,,,,,,
12117149,home,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,7_dudu,147464,EUR,694742400,M,7,7,False,17.0,11.0,1.0,,0.0,1.0,2.0,10.0,19.0,6.0,6.0,3.0,,,,66.0,36.0,7.2,15.0,0.0130967,1,,,2.0,2.0,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.0222,4.0,4.0,,,1.0,,,,,,,,,,,
12117149,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,23.0,15.0,7.0,1.0,0.0,4.0,4.0,13.0,29.0,7.0,3.0,4.0,,,,90.0,50.0,7.0,19.0,0.100485,2,,2.0,5.0,1.0,1.0,,,,,,1.0,,,1.0,,,0.0437,,10.0,2.0,,3.0,1.0,3.0,,,2.0,,,,,,
12117149,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,9,9,False,24.0,14.0,1.0,,0.0,6.0,9.0,8.0,15.0,1.0,4.0,,,,,75.0,36.0,6.1,17.0,0.0388251,1,,,7.0,2.0,1.0,1.0,1.0,,,,,,,,,,0.0833,3.0,,,,2.0,3.0,3.0,,,1.0,1.0,,,,,
12117149,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,F,42,42,False,9.0,4.0,,,0.0,1.0,2.0,3.0,7.0,6.0,1.0,,,,,66.0,23.0,6.6,9.0,0.00181686,5,,5.0,9.0,2.0,1.0,1.0,3.0,José López,,,4.0,3.0,,,,,0.956,2.0,,,,,,1.0,1.0,0.3983,1.0,2.0,1.0,,,,
12117149,home,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,,82576,EUR,597801600,D,2,2,True,24.0,14.0,8.0,4.0,0.0,3.0,6.0,11.0,18.0,4.0,5.0,2.0,,,,49.0,41.0,7.2,14.0,0.0684411,0,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
12117149,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,True,7.0,5.0,,,0.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,,,,24.0,12.0,6.7,4.0,0.00345767,1,,1.0,2.0,,,,1.0,,,,,,,,,,0.0549,1.0,1.0,,,,1.0,,1.0,0.172,,,,,,,
12117149,home,Palmeiras,Rony,rony,Rony,F,11,167,5631,M,Rony,835260,EUR,800150400,F,10,10,True,2.0,2.0,,,0.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,24.0,6.0,6.7,2.0,0.00465319,0,,,2.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,
12117149,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,M,16,16,True,6.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,3.0,,,,,15.0,11.0,6.9,3.0,0.0148597,0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12117149,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,True,9.0,7.0,,,0.0,1.0,1.0,6.0,8.0,1.0,,,,,,15.0,13.0,7.4,2.0,0.00843028,2,,1.0,1.0,,,,1.0,,,,,,,1.0,,,0.0823,,,,,,,,1.0,0.7755,1.0,,1.0,,,,
12117149,home,Palmeiras,Marcelo Lomba,marcelo-lomba,M. Lomba,G,14,187,2235,M,,34141,EUR,535248000,G,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
