match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_penaltyWon,stat_shotOffTarget,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt
12437688,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,32.0,24.0,19.0,11.0,0.0,16.0,17.0,8.0,15.0,3.0,9.0,1.0,3.0,1.0,5.0,3.0,3.0,90.0,46.0,8.1,8.0,0.00131332,0,0.5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,,23.0,16.0,1.0,,0.0,4.0,5.0,14.0,22.0,3.0,2.0,,,,,,,90.0,56.0,6.2,15.0,0.0650638,0,,,,4.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,40.0,28.0,12.0,4.0,0.0,22.0,26.0,6.0,14.0,6.0,4.0,,,,,,,90.0,54.0,6.4,13.0,0.00228387,0,,,,,,2.0,1.0,5.0,5.0,1.0,,4.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,33.0,27.0,2.0,1.0,0.0,24.0,27.0,3.0,6.0,7.0,7.0,,,,,,,90.0,46.0,6.4,7.0,0.00101807,0,,,,,,2.0,,5.0,2.0,1.0,,1.0,,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,
12437688,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,,29.0,23.0,2.0,1.0,0.0,12.0,13.0,11.0,16.0,1.0,5.0,,,,,,,90.0,54.0,7.0,9.0,0.0033791,0,,,,,,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
12437688,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,32.0,26.0,6.0,3.0,0.0,11.0,13.0,15.0,19.0,2.0,1.0,,,,,,,66.0,39.0,7.0,6.0,0.0220947,1,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,,,1.0,0.1338,0.3193,,,,,,,,,,
12437688,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,49.0,39.0,6.0,4.0,0.0,29.0,30.0,10.0,19.0,3.0,9.0,,,,,,,90.0,69.0,6.5,12.0,0.0118617,0,,,,,,4.0,3.0,11.0,10.0,3.0,1.0,4.0,2.0,1.0,3.0,,,2.0,3.0,,,,,,1.0,,,,,,,,,
12437688,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,,32.0,24.0,2.0,2.0,0.0,7.0,10.0,17.0,22.0,,6.0,,,,,,,87.0,47.0,6.8,16.0,0.104005,0,,,,,,,2.0,2.0,6.0,1.0,1.0,2.0,,7.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
12437688,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,F,14,14,False,,22.0,16.0,,,1.0,5.0,6.0,12.0,17.0,2.0,2.0,,,,,,,66.0,29.0,7.1,8.0,0.254318,0,,,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,
12437688,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,12.0,5.0,,,0.0,2.0,2.0,3.0,10.0,,2.0,,,,,,,87.0,25.0,8.7,12.0,0.0120142,2,,,,,,4.0,4.0,8.0,8.0,,1.0,1.0,1.0,2.0,1.0,,,,2.0,3.0,1.0,2.0,0.9188,1.6769,,,budimir_ante,2.0,1.0,,,,,
12437688,home,Osasuna,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,F,19,19,False,,19.0,10.0,5.0,4.0,0.0,3.0,6.0,8.0,15.0,,3.0,,,,,,,78.0,35.0,6.8,16.0,0.00894574,0,,,,2.0,1.0,,,4.0,7.0,,7.0,2.0,2.0,2.0,,,,,2.0,,3.0,,,,,,bryanzaragoza,,,,,,,
12437688,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,True,,5.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,,3.0,,,,,,,24.0,12.0,5.9,5.0,0.00808887,0,,,,,,2.0,,5.0,,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,18,18,True,,14.0,11.0,,,0.0,8.0,9.0,3.0,5.0,,1.0,,,,,,,24.0,17.0,6.4,4.0,0.00088709,1,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,0.0291,,,,,,,1.0,1.0,,,
12437688,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,12.0,3.0,6.3,2.0,9.22e-06,0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437688,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,M,23,23,True,,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,,,,,,11.0,4.0,6.3,3.0,2.271e-05,0,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437688,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,9,9,True,,1.0,,,,0.0,,1.0,,,,,,,,,,,10.0,3.0,6.5,2.0,,0,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
12437688,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Unai,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,home,Osasuna,José Manuel Arnáiz,jose-manuel-arnaiz,J. M. Arnáiz,F,11,175,337,M,824130,EUR,797904000,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,away,Villarreal,Diego Conde,diego-conde,D. Conde,G,13,188,451,M,951008,EUR,909532800,G,13,13,False,,21.0,15.0,4.0,,0.0,15.0,18.0,,3.0,1.0,8.0,,1.0,1.0,1.0,1.0,1.0,90.0,28.0,6.5,6.0,7.253e-05,0,-0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437688,away,Villarreal,Pau Navarro,pau-navarro,P. Navarro,D,6,185,319,M,1525863,EUR,1114387200,D,26,26,False,,48.0,44.0,3.0,3.0,0.0,25.0,27.0,19.0,22.0,1.0,5.0,,,,,,,90.0,66.0,6.4,12.0,0.0110611,0,,,,1.0,,2.0,1.0,7.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,
12437688,away,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,3041,EUR,494640000,D,3,3,False,True,56.0,48.0,9.0,6.0,0.0,30.0,35.0,18.0,21.0,1.0,11.0,,,,,,,90.0,59.0,6.0,10.0,0.0072109,0,,,,,,3.0,4.0,5.0,4.0,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,
12437688,away,Villarreal,Logan Costa,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,2,2,False,,46.0,43.0,6.0,5.0,0.0,22.0,23.0,21.0,23.0,,6.0,,,,,,,90.0,57.0,7.6,4.0,0.0985798,3,,,,,,1.0,1.0,3.0,7.0,,1.0,5.0,3.0,,1.0,,,,1.0,,,1.0,0.0756,0.009,,,,,1.0,2.0,,1.0,,
12437688,away,Villarreal,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,,32.0,27.0,2.0,2.0,0.0,12.0,12.0,16.0,23.0,2.0,4.0,,,,,,,77.0,59.0,7.2,8.0,0.331816,1,,,,3.0,1.0,,2.0,1.0,5.0,,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,0.0422,,,1.0,,,,1.0,,,,
12437688,away,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,10,172,6120,M,984624,EUR,1035072000,M,21,21,False,,39.0,30.0,,,1.0,10.0,16.0,20.0,27.0,,6.0,,,,,,,86.0,59.0,7.3,18.0,0.0748337,1,,,,4.0,,1.0,,7.0,6.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,3.0,,0.0445,,,1.0,,,,1.0,,1.0,,
12437688,away,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,,74.0,61.0,8.0,5.0,0.0,27.0,33.0,34.0,42.0,,8.0,,,,,,,90.0,84.0,6.9,17.0,0.0961885,1,,,,1.0,,,2.0,3.0,5.0,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0691,,,,,,,1.0,,,,
