match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_fouls,captain,stat_goalAssist,stat_interceptionWon,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_clearanceOffLine,stat_bigChanceMissed,stat_hitWoodwork
10389813,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,False,38.0,13.0,33.0,8.0,5.0,7.0,8.0,31.0,2.0,3.0,3.0,10.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,90.0,51.0,6.6,25.0,0.0,0.0,0.00397779,0,0.2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389813,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,33.0,28.0,3.0,1.0,20.0,21.0,8.0,12.0,,,11.0,3.0,,,,,,,,90.0,46.0,6.4,5.0,0.0,0.0,0.00332705,0,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389813,home,Troyes,Adil Rami,adil-rami,A. Rami,D,3,190,278,,24057,EUR,504489600,D,23,23,False,26.0,22.0,3.0,2.0,17.0,20.0,5.0,6.0,2.0,2.0,5.0,5.0,,,,,,,,66.0,35.0,7.2,5.0,0.0,0.0,0.00317816,0,,,,,,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389813,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,44.0,30.0,9.0,2.0,19.0,25.0,11.0,19.0,1.0,6.0,5.0,8.0,1.0,,,,,,,90.0,56.0,6.8,15.0,0.0,0.0,0.00898135,0,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,
10389813,home,Troyes,Andreas Bruus,andreas-bruus,A. Bruus,D,5,183,81,M,826070,EUR,916444800,M,19,19,False,32.0,25.0,4.0,1.0,12.0,16.0,13.0,18.0,,1.0,1.0,4.0,,,,,,,,90.0,43.0,6.7,10.0,0.0309,0.0,0.0412349,1,,,,1.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10389813,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,38.0,32.0,4.0,2.0,13.0,18.0,19.0,20.0,1.0,7.0,1.0,7.0,,,,,,,,90.0,57.0,7.7,10.0,0.1121,0.1856,0.0306804,2,,,,,3.0,,,2.0,,,2.0,1.0,4.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,,,
10389813,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,False,31.0,26.0,3.0,2.0,15.0,16.0,11.0,16.0,1.0,3.0,1.0,5.0,,,,,,,,90.0,45.0,6.7,7.0,0.057,0.0,0.0145839,1,,,,2.0,5.0,2.0,,,,,4.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,
10389813,home,Troyes,Abdu Conté,abdu-conte,A. Conté,D,5,183,135,M,851276,EUR,890697600,M,12,12,False,37.0,25.0,3.0,2.0,13.0,20.0,13.0,22.0,1.0,5.0,3.0,7.0,2.0,,,,,,,90.0,63.0,7.3,22.0,0.0592,0.0,0.189934,1,,,,1.0,5.0,1.0,,2.0,,1.0,,3.0,2.0,,5.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,
10389813,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,F,11,11,False,31.0,21.0,4.0,,11.0,15.0,11.0,20.0,,2.0,,2.0,,,,,,,,89.0,48.0,6.5,16.0,0.0915,0.0294,0.0885364,3,,,,1.0,7.0,3.0,,1.0,,,,1.0,1.0,,4.0,,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,
10389813,home,Troyes,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,29,29,False,19.0,17.0,1.0,1.0,6.0,7.0,11.0,12.0,,4.0,1.0,2.0,1.0,,,,,,,66.0,32.0,7.1,4.0,0.0409,0.0562,0.0311784,2,,,,3.0,6.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,,,,,,,,,,
