match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_goalAssist,stat_aerialWon,stat_totalClearance,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
11399491,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,15.0,14.0,3.0,2.0,12.0,12.0,2.0,3.0,6.0,1.0,1.0,90.0,20.0,6.3,1.0,0.0,0.0,0.00105787,0,-0.8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399491,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,72.0,65.0,1.0,1.0,29.0,32.0,37.0,41.0,6.0,,,90.0,94.0,8.9,9.0,0.637,0.7909,0.192548,4,,1.0,1.0,1.0,6.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11399491,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,74.0,67.0,2.0,1.0,37.0,40.0,30.0,34.0,10.0,,,61.0,77.0,7.5,7.0,0.0,0.0,0.0436838,0,,,,,3.0,,,,1.0,,,,,,1.0,1.0,,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,
11399491,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,109.0,96.0,7.0,3.0,46.0,49.0,50.0,61.0,10.0,,,90.0,124.0,7.7,16.0,0.0713,0.1239,0.17041,2,,1.0,,3.0,6.0,1.0,2.0,2.0,,,2.0,,,,1.0,1.0,,2.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11399491,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,52.0,47.0,2.0,,20.0,20.0,27.0,32.0,3.0,,,77.0,63.0,7.2,5.0,0.0295,0.0,0.249366,1,,,,4.0,2.0,,2.0,2.0,1.0,,,,,,,,,2.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,
11399491,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,45.0,37.0,2.0,1.0,14.0,18.0,23.0,27.0,9.0,,,71.0,61.0,8.7,9.0,0.2656,0.1994,0.0231195,3,,,,3.0,10.0,,8.0,7.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,2.0,1.0,,2.0,,,,,,,,
11399491,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,49.0,40.0,1.0,1.0,9.0,14.0,31.0,36.0,7.0,,,90.0,73.0,9.6,16.0,0.8506,0.2828,0.539065,4,,1.0,,6.0,11.0,3.0,6.0,3.0,1.0,2.0,1.0,,1.0,,4.0,3.0,,7.0,,1.0,1.0,,,,,,1.0,3.0,,,,,,,,
11399491,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,M,19,19,False,23.0,10.0,1.0,,1.0,4.0,9.0,21.0,5.0,,,62.0,45.0,7.2,19.0,0.2102,0.4885,0.0241395,2,,2.0,,2.0,8.0,,5.0,3.0,,1.0,1.0,,,,3.0,2.0,1.0,,,,1.0,,,,,,,1.0,minteh01,1.0,,,,,,
11399491,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,42.0,28.0,3.0,1.0,6.0,10.0,23.0,34.0,3.0,,,90.0,66.0,7.9,21.0,0.0364,0.0172,0.0995993,1,,2.0,1.0,8.0,8.0,4.0,2.0,2.0,,,1.0,,,,3.0,1.0,2.0,5.0,,2.0,1.0,1.0,3.0,,1.0,,,2.0,,,,,,,,
11399491,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,15.0,12.0,,,2.0,4.0,12.0,13.0,2.0,,,71.0,31.0,7.6,7.0,0.1471,0.3341,0.0383757,3,,2.0,2.0,2.0,5.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,
