match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_keyPass,stat_fouls,stat_bigChanceCreated,stat_penaltyWon,stat_challengeLost,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,captain,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12499414,home,FC Bayern München,Jonas Urbig,Jonas Urbig,,jonas-urbig,J. Urbig,G,40,189,4842,M,1130647,EUR,1060300800,G,40,40,False,31.0,30.0,8.0,7.0,0.0,23.0,23.0,7.0,8.0,1.0,1.0,1.0,11.0,3.0,2.0,2.0,90.0,43.0,6.7,1.0,0.13207,0,-1.3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499414,home,FC Bayern München,Sacha Boey,,,boey-sacha,S. Boey,D,93,178,14393,M,980418,EUR,968803200,D,23,23,False,48.0,43.0,,,0.0,12.0,13.0,31.0,36.0,1.0,4.0,2.0,1.0,,,,63.0,69.0,6.5,10.0,0.0335455,0,,sacha_boey,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499414,home,FC Bayern München,Josip Stanišić,,,josip-stanisic,J. Stanišić,D,44,186,9022,M,927407,EUR,954633600,D,44,44,False,122.0,113.0,5.0,4.0,0.0,43.0,43.0,70.0,81.0,4.0,8.0,3.0,10.0,,,,90.0,143.0,7.0,16.0,0.0528158,0,,josip_stanisic,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499414,home,FC Bayern München,Eric Dier,,,eric-dier,E. Dier,D,3,191,4303,M,146101,EUR,758592000,D,15,15,False,111.0,108.0,4.0,4.0,0.0,57.0,59.0,51.0,52.0,2.0,5.0,4.0,8.0,,,,90.0,126.0,7.1,6.0,0.0823234,1,,ericdier,,6.0,7.0,1.0,,2.0,3.0,1.0,,,,,1.0,1.0,1.0,0.1516,0.4095,,,,,,,,,,,,,,,,
12499414,home,FC Bayern München,Hiroki Itō,,,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,64.0,57.0,4.0,1.0,0.0,25.0,26.0,33.0,39.0,,3.0,1.0,3.0,,,,76.0,79.0,6.8,8.0,0.220586,0,,hiroki_ito38,1.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
12499414,home,FC Bayern München,João Palhinha,,,joao-palhinha,J. Palhinha,M,6,189,16482,M,364612,EUR,805248000,M,16,16,False,45.0,39.0,2.0,2.0,0.0,17.0,18.0,22.0,27.0,,3.0,,,,,,42.0,54.0,5.8,7.0,0.0319963,0,,Palhinha,,1.0,3.0,,,,3.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
12499414,home,FC Bayern München,Leon Goretzka,,,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,88.0,81.0,4.0,3.0,0.0,31.0,33.0,50.0,55.0,6.0,9.0,3.0,2.0,,,,90.0,102.0,7.1,8.0,0.079073,0,,leon_goretzka,,4.0,4.0,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,
12499414,home,FC Bayern München,Leroy Sané,,,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,31.0,26.0,,,0.0,4.0,4.0,23.0,31.0,1.0,7.0,,,,,,63.0,56.0,7.2,18.0,0.358829,0,,LeroySane,4.0,,7.0,2.0,5.0,,1.0,,3.0,4.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
12499414,home,FC Bayern München,Raphaël Guerreiro,,,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,246999,EUR,756518400,M,22,22,False,66.0,58.0,1.0,,0.0,21.0,22.0,37.0,44.0,1.0,4.0,,6.0,,,,90.0,81.0,8.2,12.0,0.036985,3,,raphaelguerreiro14,,,4.0,3.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,2.0,,1.0852,1.413,,,,,,1.0,1.0,2.0,,,,,,,,
12499414,home,FC Bayern München,Serge Gnabry,,,serge-gnabry,S. Gnabry,M,7,176,19183,M,187433,EUR,805680000,M,7,7,False,24.0,20.0,,,1.0,5.0,6.0,15.0,19.0,1.0,4.0,2.0,,,,,63.0,37.0,6.7,7.0,0.0906746,3,,sergegnabry,1.0,,2.0,,1.0,,2.0,,1.0,1.0,,,1.0,,,0.8494,,,2.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,,
12499414,home,FC Bayern München,Thomas Müller,,,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,F,25,25,False,23.0,21.0,,,1.0,5.0,5.0,16.0,18.0,2.0,3.0,1.0,,,,,62.0,36.0,7.0,8.0,0.0597746,1,,esmuellert,,3.0,7.0,2.0,,,,,2.0,1.0,,,,,,0.0353,,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,True,,,
12499414,home,FC Bayern München,Harry Kane,,,harry-kane,H. Kane,F,9,188,299741,M,108579,EUR,743817600,F,9,9,True,5.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,,,,,,,,28.0,13.0,6.6,4.0,0.0173164,2,,HurriKane,,,2.0,1.0,1.0,,,,1.0,,,,,,,0.0876,,,,,,,,1.0,,1.0,,,,,,,
