match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,captain,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_fouls,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed
10407170,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,410,M,878898,EUR,889574400,G,16,16,False,33.0,20.0,19.0,6.0,16.0,18.0,4.0,15.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,90.0,44.0,7.5,13.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191,108,M,115569,EUR,702604800,D,6,6,False,36.0,29.0,9.0,5.0,25.0,30.0,4.0,6.0,,2.0,6.0,3.0,,,,,,,90.0,49.0,7.4,9.0,,0,,,True,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,45.0,39.0,5.0,2.0,36.0,41.0,3.0,4.0,1.0,3.0,3.0,6.0,,,,,,,90.0,50.0,7.1,6.0,,0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178,254,M,116604,EUR,724723200,D,8,8,False,30.0,25.0,3.0,3.0,21.0,24.0,4.0,7.0,,,,2.0,,,,,,,76.0,32.0,6.7,6.0,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Gilles Dewaele,gilles-dewaele,G. Dewaele,D,20,180,52,M,285943,EUR,824169600,M,2,2,False,25.0,20.0,3.0,1.0,9.0,13.0,11.0,14.0,,3.0,3.0,6.0,,,,,,,84.0,40.0,6.9,8.0,,0,,,,,3.0,3.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10407170,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,False,34.0,29.0,4.0,3.0,9.0,12.0,21.0,25.0,,3.0,1.0,3.0,,,,,,,90.0,56.0,8.6,13.0,3.0,1,,,,1.0,2.0,1.0,,3.0,1.0,3.0,,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
10407170,home,Standard Liège,Nicolas Raskin,nicolas-raskin,N. Raskin,M,43,179,1733,M,889378,EUR,982886400,M,26,26,False,35.0,30.0,2.0,1.0,20.0,23.0,10.0,14.0,1.0,9.0,1.0,7.0,,,,,,,90.0,56.0,7.4,14.0,3.0,0,,,,,,4.0,2.0,5.0,2.0,2.0,1.0,3.0,,1.0,,1.0,3.0,2.0,1.0,,,,,,,,
10407170,home,Standard Liège,Selim Amallah,amallah-selim,S. Amallah,M,21,187,6523,M,801211,EUR,848016000,M,19,19,False,22.0,18.0,1.0,,6.0,6.0,12.0,16.0,,7.0,,6.0,,,,,,,90.0,48.0,7.1,12.0,,3,,,,,2.0,1.0,1.0,7.0,4.0,,,6.0,,,,,3.0,2.0,,1.0,,4.0,selim_amallah,1.0,2.0,,
10407170,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,11,11,False,19.0,11.0,1.0,1.0,7.0,11.0,5.0,9.0,,4.0,,8.0,,,,,,,76.0,37.0,6.9,11.0,1.0,0,,,,,,2.0,1.0,,2.0,1.0,,2.0,,,1.0,,,,,,,2.0,,1.0,,,
10407170,home,Standard Liège,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175,1057,M,328247,EUR,787536000,F,77,77,False,19.0,16.0,,,6.0,6.0,10.0,13.0,,5.0,,5.0,,,,,,,80.0,32.0,8.7,6.0,,3,,,,,,1.0,1.0,2.0,1.0,,1.0,3.0,,,,1.0,3.0,3.0,,3.0,2.0,,,1.0,,,
10407170,home,Standard Liège,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184,2446,M,841199,EUR,931219200,F,7,7,False,14.0,9.0,1.0,,4.0,4.0,5.0,10.0,,1.0,,2.0,,,,,,,76.0,27.0,6.2,16.0,,1,,,,,,1.0,1.0,4.0,,,3.0,10.0,,,,3.0,1.0,,,,,2.0,,1.0,1.0,,
10407170,home,Standard Liège,Lucas Noubi,lucas-noubi,L. Noubi,D,4,184,322,M,1127337,EUR,1105747200,D,51,51,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,14.0,4.0,6.5,2.0,,0,Lucas Noubi,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Jacob Barrett Laursen,jacob-barrett-laursen,J. B. Laursen,D,7,179,64,M,149592,EUR,785030400,D,38,38,True,3.0,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,14.0,4.0,6.5,2.0,,0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
10407170,home,Standard Liège,Stipe Perica,stipe-perica,S. Perica,F,,192,352,M,284845,EUR,805075200,F,28,28,True,4.0,2.0,,,,1.0,2.0,3.0,,1.0,,1.0,,,,,,,14.0,5.0,6.6,2.0,,0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Osher Davida,davida-osher,O. Davida,M,77,175,195,M,1004222,EUR,982454400,F,17,17,True,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,10.0,5.0,6.6,3.0,,1,Osher,Davida,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,
10407170,home,Standard Liège,Filippo Melegoni,melegoni-filippo,F. Melegoni,M,8,186,100,M,795056,EUR,919296000,M,21,21,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,11.0,5.0,6.7,,,0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Laurent Henkinet,laurent-henkinet,L. Henkinet,G,,189,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185,956,M,1100456,EUR,1042675200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,Noah Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,away,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1214,M,10406,EUR,573609600,G,22,22,False,24.0,21.0,9.0,6.0,19.0,20.0,2.0,4.0,,,,4.0,,1.0,3.0,,,,90.0,29.0,6.1,3.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,away,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,878,M,58994,EUR,580694400,D,6,6,False,90.0,71.0,12.0,9.0,44.0,47.0,27.0,47.0,,5.0,4.0,4.0,,,,,,,90.0,110.0,6.8,23.0,,0,Denis,Odoi,,,1.0,1.0,1.0,,3.0,4.0,,4.0,,,,,1.0,1.0,,,,3.0,,1.0,,,
10407170,away,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,793,M,248331,EUR,728179200,D,44,44,False,71.0,66.0,12.0,11.0,47.0,48.0,19.0,23.0,3.0,4.0,1.0,9.0,,,,,,,90.0,79.0,6.3,8.0,,0,,,,,1.0,1.0,,1.0,,,,4.0,,,,2.0,,,,,,,,2.0,,,
10407170,away,Club Brugge KV,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,94,94,False,64.0,59.0,5.0,5.0,41.0,41.0,18.0,23.0,2.0,6.0,1.0,12.0,,,,,,,70.0,75.0,7.0,5.0,,1,Abakar Sylla,,,,4.0,1.0,1.0,,2.0,,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,
10407170,away,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,686,M,1047509,EUR,1047945600,D,14,14,False,46.0,39.0,5.0,3.0,18.0,19.0,21.0,28.0,,4.0,,3.0,,,,,,,71.0,70.0,6.7,13.0,,1,Bjorn Meijer,,,,1.0,3.0,1.0,3.0,1.0,1.0,,3.0,,,,,2.0,,,,,,,1.0,1.0,,
10407170,away,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,405,M,247471,EUR,767577600,M,27,27,False,28.0,23.0,4.0,2.0,6.0,6.0,18.0,28.0,,1.0,,4.0,,,,,,,90.0,42.0,6.8,11.0,3.0,1,,,,,2.0,1.0,,,,6.0,,3.0,,,1.0,,1.0,,,,,2.0,,,,1.0,
10407170,away,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6031,M,1129862,EUR,987638400,M,15,15,False,37.0,31.0,1.0,1.0,14.0,17.0,17.0,20.0,1.0,5.0,,8.0,,,,,,,90.0,48.0,6.8,10.0,1.0,0,,,,,,3.0,,4.0,,,,3.0,,,,,1.0,1.0,,,,2.0,,1.0,,,
10407170,away,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2896,M,118085,EUR,714614400,M,20,20,False,79.0,70.0,12.0,11.0,38.0,39.0,32.0,40.0,,,,5.0,,,,,,,90.0,88.0,6.5,11.0,,3,,,True,,,,,,,,1.0,5.0,,,,1.0,1.0,,,,,,,2.0,3.0,,1.0
10407170,away,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2521,M,888537,EUR,946425600,F,7,7,False,34.0,27.0,4.0,2.0,5.0,6.0,27.0,40.0,,4.0,,1.0,,,,,,,90.0,63.0,7.6,19.0,4.0,2,,,,,1.0,,,2.0,3.0,12.0,,4.0,,,5.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,
10407170,away,Club Brugge KV,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,11,191,4167,M,829296,EUR,817430400,F,70,70,False,22.0,19.0,3.0,1.0,7.0,7.0,12.0,15.0,,,,1.0,,,,,,,60.0,28.0,6.4,8.0,,0,,,,,,,,2.0,,,,4.0,,,,1.0,2.0,,,,,1.0,r.yaremchuk,,,,
10407170,away,Club Brugge KV,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,841,M,927440,EUR,947376000,F,19,19,False,18.0,17.0,1.0,1.0,3.0,3.0,14.0,18.0,,,,2.0,,,,,,,70.0,28.0,6.4,9.0,1.0,0,,,,,,,,3.0,,3.0,,4.0,,,,1.0,1.0,,,,,2.0,,,,,
10407170,away,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3716,M,949962,EUR,917827200,F,9,9,True,8.0,6.0,,,2.0,3.0,4.0,5.0,1.0,1.0,,,,,,,,,30.0,11.0,6.6,3.0,,2,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,2.0,,
10407170,away,Club Brugge KV,Dedryck Boyata,dedryck-boyata,D. Boyata,D,,188,345,M,103928,EUR,659750400,D,28,28,True,17.0,16.0,2.0,2.0,6.0,7.0,10.0,10.0,,,,2.0,,,,,,,20.0,17.0,6.4,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,away,Club Brugge KV,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11477,M,1121923,EUR,1113696000,F,32,32,True,9.0,9.0,1.0,1.0,3.0,3.0,6.0,6.0,,,,2.0,,,,,,,20.0,12.0,6.4,3.0,,0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,1.0,nusaantonio,,,,
10407170,away,Club Brugge KV,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,D,2,2,True,7.0,7.0,1.0,1.0,3.0,3.0,4.0,5.0,,2.0,,1.0,,,,,,,19.0,16.0,6.7,3.0,,0,,,,,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,
10407170,away,Club Brugge KV,Senne Lammens,senne-lammens,S. Lammens,G,31,193,27298,M,964753,EUR,1026000000,G,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,away,Club Brugge KV,Lynnt Audoor,lynnt-audoor,L. Audoor,M,62,184,229,M,1067539,EUR,1066003200,M,89,89,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407170,away,Club Brugge KV,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
