match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,captain,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork
14771897,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200.0,G,1,1,False,31.0,19.0,14.0,2.0,0.0,18.0,24.0,1.0,7.0,2.0,2.0,4.0,11.0,3.0,6.0,3.0,1.0,1.0,90.0,47.0,6.6,12.0,8.968e-05,0.1714,0,-0.3871,-0.01,0.01,-0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771897,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,21.0,18.0,1.0,1.0,0.0,16.0,17.0,2.0,4.0,2.0,7.0,3.0,5.0,,,,,,90.0,41.0,6.7,7.0,0.00284938,,0,,0.0,0.07,-0.24,,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14771897,home,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800.0,D,4,4,False,46.0,42.0,4.0,2.0,0.0,38.0,41.0,4.0,5.0,2.0,3.0,9.0,4.0,,,,,,90.0,61.0,6.6,6.0,0.0012714,,0,,0.06,0.06,0.18,,6.0,1.0,,,,1.0,1.0,2.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14771897,home,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600.0,D,37,37,False,41.0,38.0,4.0,2.0,0.0,31.0,34.0,7.0,7.0,,3.0,1.0,3.0,,,,,,79.0,48.0,6.8,3.0,0.00330357,,0,,0.12,0.09,-0.13,,1.0,1.0,,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14771897,home,Al-Ettifaq,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181.0,677,M,156400,EUR,710553600.0,D,5,5,False,25.0,14.0,5.0,1.0,0.0,9.0,12.0,5.0,13.0,3.0,5.0,3.0,1.0,,,,,,90.0,44.0,6.1,14.0,0.252641,,1,,0.32,-0.08,-0.4,,7.0,,,1.0,,,1.0,3.0,,,3.0,1.0,,,2.0,1.0,1.0,0.0102,0.0381,1.0,0.01,,,,,,,,,,,
14771897,home,Al-Ettifaq,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600.0,M,7,7,False,31.0,27.0,4.0,2.0,0.0,22.0,23.0,5.0,8.0,,3.0,2.0,2.0,,,,,,71.0,40.0,6.7,6.0,0.00264376,,0,,0.04,-0.05,0.14,,3.0,,,2.0,2.0,,,1.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,
14771897,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600.0,M,10,10,False,47.0,36.0,9.0,6.0,2.0,21.0,26.0,15.0,21.0,,4.0,3.0,6.0,,,,,,90.0,66.0,7.8,14.0,0.524507,,1,,0.44,0.31,0.19,,6.0,1.0,5.0,3.0,2.0,,,2.0,,,1.0,3.0,1.0,,1.0,1.0,,0.0519,,2.0,-0.22,1.0,2.0,1.0,,,,,,,,
14771897,home,Al-Ettifaq,Mohau Nkota,mohau-nkota,M. Nkota,M,15,167.0,3929,M,1890491,EUR,1099958400.0,M,15,15,False,16.0,11.0,3.0,2.0,0.0,2.0,4.0,9.0,12.0,,2.0,1.0,4.0,,,,,,84.0,31.0,6.2,12.0,0.0114197,,1,,0.06,0.12,-0.09,,6.0,,1.0,1.0,,2.0,,,Mohau,Nkota,2.0,4.0,,,1.0,,,0.505,,,-0.51,1.0,,1.0,1.0,1.0,,,,,,
14771897,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600.0,M,8,8,False,20.0,17.0,2.0,2.0,1.0,9.0,9.0,8.0,11.0,1.0,3.0,1.0,,,,,,,90.0,33.0,8.6,7.0,0.61185,,1,,0.72,-0.88,-0.07,,2.0,,,,,2.0,1.0,,,,1.0,2.0,,,1.0,,1.0,0.1598,0.8207,3.0,0.51,1.0,2.0,,,,gwijnaldum,True,1.0,,,
14771897,home,Al-Ettifaq,Majed Dawran,majed-dawran,M. Dawran,M,11,184.0,39,M,1547401,EUR,1060992000.0,M,77,77,False,22.0,19.0,1.0,,0.0,12.0,13.0,7.0,9.0,,2.0,2.0,7.0,,,,,,71.0,31.0,6.5,7.0,0.0117158,,0,,0.12,0.1,0.16,,4.0,,,1.0,,1.0,,2.0,Majed Dawran,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,
