match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalContest,stat_interceptionWon,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle
14131903,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,41.0,29.0,20.0,8.0,0.0,24.0,29.0,5.0,12.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,47.0,6.8,14.0,0.00394007,0.0481,0,0.2173,0.08,0.03,-0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,D,13,13,False,,61.0,48.0,6.0,3.0,0.0,23.0,27.0,25.0,34.0,2.0,8.0,,,,,90.0,83.0,7.3,14.0,0.0943796,,0,,0.21,0.09,-0.03,,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,88.0,83.0,4.0,1.0,0.0,51.0,52.0,32.0,36.0,2.0,8.0,,,,,90.0,96.0,7.3,7.0,0.019766,,0,,0.22,0.14,0.22,,,,4.0,6.0,7.0,,1.0,1.0,1.0,1.0,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,4,4,False,,93.0,89.0,6.0,4.0,0.0,56.0,57.0,33.0,36.0,2.0,6.0,,,,,90.0,102.0,8.1,5.0,0.0203027,,0,,0.24,0.24,0.59,,,,,,5.0,,4.0,3.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,,985138,EUR,934761600,D,74,74,False,,31.0,26.0,2.0,1.0,0.0,12.0,14.0,14.0,17.0,,,,,,,56.0,55.0,6.8,11.0,0.00940314,,0,,0.08,0.02,-0.02,,2.0,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3948,M,,1406639,EUR,1140825600,M,8,8,False,,32.0,26.0,,,0.0,9.0,9.0,17.0,23.0,1.0,6.0,,,,,90.0,47.0,6.5,12.0,0.0350686,,0,,-0.14,0.11,-0.05,,1.0,,2.0,9.0,6.0,3.0,2.0,2.0,,,,,3.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
14131903,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,32.0,26.0,2.0,1.0,0.0,11.0,12.0,15.0,20.0,1.0,5.0,,,,,56.0,39.0,6.8,7.0,0.0209968,,0,,0.17,0.03,0.16,,,,,2.0,2.0,,1.0,,,,Alan Varela,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14131903,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,,1410240,EUR,1178323200,M,86,86,False,,17.0,15.0,4.0,3.0,0.0,5.0,6.0,10.0,11.0,2.0,2.0,,,,,56.0,31.0,7.0,7.0,0.0356479,,1,,0.13,0.06,0.19,,,,,3.0,5.0,,1.0,1.0,1.0,2.0,Rodrigo Mora,,1.0,1.0,,,,3.0,1.0,1.0,1.0,0.0296,-0.19,,,,,,,,,,,,
14131903,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,F,11,11,False,,40.0,25.0,2.0,,0.0,6.0,6.0,19.0,34.0,1.0,2.0,,,,,90.0,84.0,7.3,35.0,0.0530025,,2,,-0.13,0.31,-0.07,,7.0,,4.0,12.0,16.0,2.0,3.0,2.0,4.0,5.0,,,4.0,4.0,,,,6.0,,4.0,1.0,0.699,0.06,1.0,1.0,0.7423,,,,,,,,,
14131903,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,11.0,8.0,,,0.0,4.0,5.0,4.0,6.0,,,,,,,86.0,19.0,6.9,7.0,0.0273027,,1,,-0.06,0.17,-0.01,,2.0,,2.0,4.0,3.0,,,,1.0,,Samuel,Aghehowa,1.0,,1.0,,,3.0,,2.0,,0.7884,0.32,,1.0,0.8418,1.0,,,,,,,,
