match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_fouls,stat_totalContest,stat_wonContest,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_lastManTackle,stat_errorLeadToAShot
14566637,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64485,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,31.0,24.0,11.0,5.0,0.0,23.0,25.0,1.0,6.0,11.0,2.0,1.0,2.0,1.0,1.0,90.0,41.0,6.8,7.0,0.00022158,19.836,5.60128,0.0,0.2842,0,-0.1944,0.1,0.01,-0.08,0.12,4.14,1.31,0.13,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566637,home,Liverpool,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,jeremie_frimpong,970361,EUR,976406400,D,30,30,False,21.0,20.0,,,0.0,9.0,9.0,11.0,12.0,1.0,,,,,,58.0,38.0,6.5,5.0,0.00913175,31.14,6.97838,15.0,,1,,0.0,0.25,0.14,,1.96,3.13,0.91,0.61,0.36,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,0.1223,-0.56,,,,,,,,,,,,,,,,,,,,,,,
14566637,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,69.0,67.0,2.0,,0.0,31.0,32.0,36.0,37.0,3.0,,,,,,90.0,83.0,7.3,2.0,0.0574059,30.6,9.98112,11.0,,1,,0.47,0.28,-0.11,,3.18,4.58,1.47,0.49,0.26,,1.0,2.0,1.0,4.0,1.0,1.0,7.0,2.0,1.0,,0.0964,-0.19,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14566637,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,88.0,85.0,4.0,3.0,0.0,44.0,44.0,41.0,44.0,3.0,,,,,,90.0,105.0,9.1,4.0,0.165238,27.756,9.76468,7.0,,3,,0.7,0.16,-0.04,,3.39,4.43,1.34,0.48,0.13,,1.0,6.0,1.0,7.0,,1.0,7.0,,,1.0,0.0631,0.51,,,,1.0,True,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,,,,,,,,,,,
14566637,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,57.0,51.0,8.0,5.0,0.0,24.0,25.0,27.0,32.0,8.0,,,,,,86.0,77.0,7.1,10.0,0.0924756,28.692,10.00922,7.0,,1,,0.3,0.02,-0.38,,2.92,4.84,1.47,0.6,0.17,3.0,,2.0,2.0,2.0,,,2.0,,,1.0,0.1014,0.32,,,,1.0,,,1.0,,1.0,,0.7363,,1.0,1.0,1.0,,,,,,,,
14566637,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,66.0,59.0,4.0,2.0,1.0,18.0,19.0,41.0,47.0,6.0,,,,,,90.0,78.0,7.3,10.0,0.101592,29.772,11.24425,8.0,,0,,0.19,0.36,-0.11,,3.13,5.78,1.6,0.53,0.2,1.0,,1.0,3.0,7.0,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,,,,3.0,,2.0,,1.0,1.0,2.0,1.0,,,,,,
14566637,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,79.0,72.0,5.0,4.0,1.0,21.0,25.0,51.0,54.0,10.0,,,,,,90.0,107.0,7.3,14.0,0.247695,30.708,11.59494,17.0,,3,,0.02,0.66,-0.06,,3.01,5.62,1.81,0.74,0.41,9.0,2.0,1.0,6.0,5.0,,1.0,1.0,4.0,2.0,,0.1483,-0.4,,,,1.0,,1.0,,2.0,,,,3.0,5.0,1.0,1.0,2.0,,,,,,,
14566637,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,38.0,32.0,2.0,1.0,1.0,2.0,3.0,30.0,35.0,4.0,,,,,,90.0,56.0,9.2,12.0,0.954107,31.284,10.34695,13.0,,6,,1.0,0.5,-0.06,,3.47,4.65,1.31,0.62,0.3,2.0,2.0,,6.0,3.0,2.0,2.0,1.0,,,1.0,0.9226,0.42,,,,1.0,,2.0,3.0,1.0,1.0,1.0,0.8004,3.0,,,1.0,3.0,2.0,2.0,1.0,1.0,,,
14566637,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148828,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,32.0,27.0,,,0.0,5.0,5.0,22.0,27.0,2.0,,,,,,74.0,47.0,7.0,13.0,0.752451,29.628,10.28032,15.0,,0,,0.59,0.46,-0.08,,2.06,5.34,1.8,0.73,0.35,3.0,1.0,,7.0,3.0,,,,,,1.0,,,,,,,,2.0,,,,1.0,,5.0,,1.0,1.0,5.0,2.0,1.0,,,,,
14566637,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51063,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,17.0,12.0,,,0.0,,3.0,12.0,14.0,,,,,,,58.0,26.0,6.5,11.0,0.0866714,32.04,7.09188,10.0,,0,,0.34,-0.7,-0.07,,2.0,3.27,1.07,0.47,0.27,1.0,1.0,2.0,4.0,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,3.0,1.0,1.0,,,,,
