match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialWon,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_bigChanceCreated,stat_totalCross,stat_dispossessed,stat_goals,stat_goodHighClaim,stat_shotOffTarget,stat_accurateCross
15268211,home,Arsenal,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26081,M,KepaA,232422,EUR,781142400,G,13,13,False,39.0,27.0,15.0,3.0,0.0,25.0,27.0,2.0,12.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,90.0,48.0,6.7,12.0,44.507196423378,10.0,27.585042599734,0.0534,0,0.04,-0.11,-0.1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268211,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21692,M,jurrientimber,958959,EUR,992736000,D,12,12,False,31.0,30.0,1.0,,0.0,18.0,18.0,12.0,13.0,2.0,1.0,,,,,,,90.0,48.0,6.8,3.0,106.28534362478,10.0,44.995094880625,,0,0.07,0.12,0.19,,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,26.779378946478,43.913645677063,2.0,,,,,,,,,,,,,,,,,,,
15268211,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43611,M,WSaliba4,941168,EUR,985392000,D,2,2,False,55.0,52.0,1.0,,0.0,39.0,39.0,13.0,16.0,1.0,1.0,1.0,,,,,,90.0,64.0,6.8,5.0,127.61020024482,19.0,46.351410516692,,0,0.14,0.03,-0.12,,1.0,3.0,5.0,2.0,2.0,,2.0,1.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
15268211,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49147,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,77.0,71.0,11.0,6.0,0.0,58.0,61.0,13.0,16.0,4.0,5.0,,,,,,,90.0,90.0,7.5,8.0,204.83319488459,35.0,97.052881672933,,1,0.27,0.1,0.15,,1.0,4.0,8.0,,,,2.0,2.0,1.0,2.0,3.0,,,,4.0,True,1.0,1.0,2.0,-0.34,,,,,,,,,,,,,
15268211,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31055,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,27.0,23.0,,,0.0,17.0,18.0,6.0,9.0,4.0,3.0,,,,,,,90.0,49.0,7.4,6.0,64.680073170921,8.0,25.319808067543,,1,-0.08,0.02,0.44,,1.0,2.0,8.0,1.0,1.0,,5.0,3.0,,1.0,1.0,16.220622011393,18.250836939713,1.0,1.0,,,,,-0.08,1.0,1.0,,,,,,,,,,,
15268211,home,Arsenal,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55955,M,eze,864921,EUR,899078400,M,10,10,False,26.0,21.0,1.0,,0.0,10.0,10.0,11.0,16.0,,6.0,,,,,,,90.0,32.0,6.6,6.0,59.249979705671,6.0,8.2229597265629,,0,0.0,0.1,0.14,,2.0,4.0,2.0,1.0,,,1.0,1.0,,1.0,,15.404405947839,16.350707171251,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,
15268211,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26374,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,39.0,33.0,5.0,1.0,0.0,23.0,25.0,10.0,14.0,1.0,3.0,,,,,,,90.0,46.0,6.9,8.0,134.16018511406,14.0,44.563965923902,,0,0.27,0.08,-0.02,,2.0,6.0,5.0,2.0,1.0,,2.0,,1.0,,2.0,28.787340609735,57.107370084119,2.0,2.0,,,,2.0,,,,,,1.0,1.0,2.0,,,,,,
15268211,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64677,M,DeclanRice,856714,EUR,916272000,M,41,41,False,70.0,59.0,8.0,4.0,1.0,42.0,44.0,17.0,26.0,3.0,4.0,,,,,,,90.0,83.0,7.2,16.0,175.7182759833,28.0,26.330142022068,,0,0.4,0.02,0.19,,2.0,4.0,1.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,1.0,3.0,,,,,
15268211,home,Arsenal,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40319,M,nonzinoo10,966547,EUR,1015718400,F,20,20,False,11.0,8.0,1.0,,0.0,3.0,4.0,5.0,7.0,1.0,2.0,1.0,,,,,,69.0,25.0,6.5,11.0,133.85161991618,10.0,71.041506310103,,0,-0.11,0.25,-0.09,,1.0,4.0,4.0,4.0,2.0,,,,,2.0,,26.546351816373,80.99476080713,4.0,,,,,,,,,,,,,,5.0,1.0,,,,
15268211,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,197644,M,VGyökeres,804508,EUR,896918400,F,14,14,False,2.0,1.0,,,0.0,,,1.0,2.0,,3.0,,,,,,,69.0,10.0,6.6,6.0,68.476641208895,6.0,14.241217791601,,1,-0.05,0.16,0.0,,1.0,1.0,2.0,,,,,,2.0,1.0,,19.369594818121,19.369594962208,1.0,1.0,,,1.0,,-0.17,,,,,,,,2.0,,,,,
15268211,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68679,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,15.0,9.0,2.0,,0.0,4.0,5.0,5.0,10.0,1.0,2.0,,,,,,,90.0,32.0,6.6,11.0,153.51009204371,13.0,62.541485496152,,1,-0.23,0.58,-0.02,,1.0,7.0,4.0,2.0,,1.0,1.0,,1.0,1.0,2.0,15.917526923098,26.24899699632,2.0,2.0,,,1.0,,-0.58,,,,,1.0,1.0,,1.0,1.0,,,,
15268211,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31440,M,leandrotrossard,135666,EUR,786499200,F,19,19,True,11.0,7.0,2.0,,0.0,2.0,2.0,5.0,9.0,1.0,2.0,,,,,,,21.0,19.0,6.4,7.0,76.547550897365,9.0,1.8505442289887,,0,0.02,-0.01,0.16,,,3.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
15268211,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67509,M,KaiHav,836705,EUR,929059200,F,29,29,True,8.0,6.0,1.0,,0.0,3.0,3.0,3.0,5.0,,1.0,,,,,,,21.0,13.0,7.5,3.0,5.7625724290459,1.0,-5.5510029505048,,1,0.02,-0.35,0.16,,3.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,0.52,1.0,,,,,1.0,,,,1.0,,,
15268211,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26212,M,d_raya1,581310,EUR,811123200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268211,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13872,M,benwhite,846036,EUR,876268800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268211,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16221,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Myles Lewis-Skelly,,,,,,,,,,
