match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_punches
11352527,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,41.0,33.0,20.0,12.0,27.0,28.0,6.0,13.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,47.0,7.4,8.0,0.00373292,0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352527,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177.0,893,M,,76632,EUR,592531200,D,23,23,False,50.0,41.0,8.0,3.0,19.0,21.0,23.0,31.0,3.0,3.0,,7.0,,3.0,,,,,90.0,79.0,7.1,19.0,0.0235839,0,,True,2.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11352527,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,6,6,False,45.0,38.0,14.0,10.0,23.0,25.0,15.0,20.0,6.0,,,3.0,,2.0,,,,,90.0,60.0,8.3,8.0,0.205975,0,,,,,3.0,4.0,,1.0,,,1.0,2.0,4.0,1.0,6.0,,,,,,,,,,,,,,,,
11352527,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195.0,2591,M,,979563,EUR,1025136000,D,32,32,False,53.0,46.0,2.0,2.0,31.0,34.0,15.0,19.0,7.0,,,4.0,,4.0,,,,,90.0,65.0,7.2,10.0,0.00330927,0,,,,,1.0,3.0,,2.0,2.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,
11352527,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180.0,1712,M,,10589,EUR,489715200,D,18,18,False,54.0,43.0,6.0,3.0,20.0,22.0,23.0,33.0,3.0,,,3.0,,2.0,,,,,90.0,73.0,7.0,15.0,0.00979799,0,,,1.0,,2.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
11352527,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,M,37,37,False,46.0,40.0,4.0,1.0,7.0,9.0,34.0,40.0,3.0,1.0,,4.0,,,,,,,90.0,62.0,7.3,9.0,0.195183,4,,,3.0,1.0,1.0,2.0,,,,,2.0,,1.0,,,,2.0,3.0,1.0,1.0,0.2701,,,,,,,,,,
11352527,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174.0,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,45.0,37.0,1.0,,9.0,10.0,28.0,36.0,6.0,1.0,,6.0,,4.0,,,,,90.0,58.0,7.4,10.0,0.115551,1,,,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,,,,2.0,1.0,,,0.0411,,,,,,,,,,
11352527,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195.0,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,55.0,50.0,5.0,4.0,14.0,14.0,36.0,41.0,10.0,,,6.0,,6.0,,,,,90.0,78.0,7.8,8.0,0.0543837,2,,,,,3.0,1.0,5.0,3.0,1.0,2.0,,,1.0,,,1.0,3.0,,2.0,,0.1329,,,,,,,,,,
11352527,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1973,M,,935543,EUR,943228800,M,7,7,False,35.0,31.0,3.0,3.0,5.0,5.0,26.0,35.0,2.0,,,3.0,,1.0,,,,,69.0,48.0,7.5,12.0,0.470868,0,,,5.0,,1.0,,1.0,1.0,3.0,,4.0,,,1.0,,,1.0,,,,,Dwight,McNeil,,,,,,,,
11352527,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1269,M,,96535,EUR,725846400,F,16,16,False,26.0,18.0,,,5.0,6.0,13.0,23.0,2.0,1.0,,2.0,,,,,,,69.0,39.0,7.2,17.0,0.0477824,4,,,3.0,,9.0,,,,1.0,,1.0,4.0,2.0,,,4.0,,1.0,,1.0,1.6856,,,1.0,3.0,1.0,1.3457,,,,
