match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_wonTackle,stat_totalOffside,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_lastManTackle,stat_hitWoodwork
11396267,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,53.0,33.0,32.0,12.0,22.0,23.0,11.0,30.0,1.0,14.0,1.0,4.0,6.0,2.0,2.0,90.0,65.0,7.6,20.0,0.0381137,1.0,0,-0.5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396267,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,42.0,35.0,6.0,3.0,27.0,29.0,8.0,13.0,3.0,2.0,1.0,,,,,90.0,53.0,6.4,8.0,0.0490444,,0,,4.0,1.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396267,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,D,11,11,False,,61.0,57.0,10.0,7.0,37.0,39.0,20.0,22.0,6.0,5.0,1.0,,,,,90.0,81.0,7.4,5.0,0.0281284,1.0,2,,3.0,1.0,4.0,,,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1667,0.0738,,,,,,,,,,,,,,,,,
11396267,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,60.0,52.0,4.0,2.0,43.0,46.0,9.0,14.0,7.0,3.0,2.0,,,,,90.0,71.0,6.9,8.0,0.00322018,,0,,1.0,3.0,3.0,,,5.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11396267,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,30.0,18.0,3.0,1.0,7.0,9.0,12.0,24.0,3.0,3.0,,,,,,90.0,48.0,6.7,14.0,0.131901,,0,,4.0,2.0,6.0,1.0,,5.0,,1.0,2.0,,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,
11396267,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,32.0,26.0,3.0,2.0,13.0,13.0,14.0,24.0,,7.0,,,,,,90.0,51.0,6.9,13.0,0.148192,1.0,2,,2.0,,7.0,2.0,,,3.0,,,3.0,,1.0,1.0,0.0426,0.0617,1.0,,,,,5.0,1.0,1.0,,,,,,,,,
11396267,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,40,40,False,,34.0,30.0,4.0,4.0,13.0,15.0,17.0,19.0,2.0,9.0,1.0,,,,,65.0,42.0,7.2,7.0,0.225844,2.0,2,,3.0,,4.0,,,,,1.0,,1.0,,,1.0,0.0481,,,1.0,,Umut Tohumcu,,,,,1.0,1.0,1.0,,,,,,
11396267,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,37.0,32.0,8.0,6.0,20.0,20.0,13.0,19.0,2.0,4.0,,,,,,73.0,49.0,6.5,8.0,0.0381108,,0,,,,3.0,,,,,2.0,3.0,,,,,,,,1.0,,,,2.0,1.0,,,,2.0,,,,,,
11396267,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,24.0,18.0,2.0,2.0,3.0,4.0,16.0,21.0,3.0,1.0,,,,,,90.0,47.0,7.2,17.0,0.456985,2.0,3,,1.0,1.0,7.0,,2.0,,,1.0,2.0,3.0,1.0,1.0,1.0,0.2702,0.116,1.0,,,,,1.0,1.0,1.0,2.0,1.0,6.0,1.0,,,,,
11396267,home,TSG Hoffenheim,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4887,M,980628,EUR,1034812800,F,14,14,False,,22.0,14.0,,,2.0,5.0,15.0,20.0,2.0,2.0,1.0,,,,,76.0,39.0,8.4,13.0,0.304985,2.0,5,,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,4.0,,1.1731,1.4038,,,,,,3.0,3.0,,1.0,1.0,3.0,2.0,2.0,,,,
11396267,home,TSG Hoffenheim,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,10,10,False,,27.0,20.0,1.0,1.0,4.0,6.0,16.0,21.0,2.0,,1.0,,,,,90.0,36.0,6.7,14.0,0.143295,4.0,0,,3.0,1.0,7.0,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,3.0,,,wout.weghorst,,,
11396267,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,True,,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,,,,,,,22.0,7.0,6.7,1.0,0.00496546,,0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
