match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_challengeLost,stat_shotOffTarget,captain,stat_wonContest,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside
12450251,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,26.0,21.0,8.0,3.0,0.0,18.0,19.0,3.0,7.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,90.0,39.0,7.6,5.0,0.00323575,0,0.7228,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450251,home,Lille,Thomas Meunier,,,thomas-meunier,T. Meunier,D,12,190,2781,M,128587,EUR,684633600,D,12,12,False,78.0,70.0,1.0,,0.0,18.0,19.0,52.0,61.0,3.0,1.0,4.0,,,,,,,,67.0,97.0,7.5,14.0,0.131341,1,,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0521,0.2454,2.0,,,,,,,,,,,,,,,,
12450251,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,100.0,95.0,6.0,4.0,0.0,38.0,41.0,57.0,59.0,3.0,1.0,5.0,,,,,,,,90.0,108.0,7.4,7.0,0.0322504,0,,,3.0,4.0,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
12450251,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,96.0,92.0,3.0,2.0,0.0,42.0,45.0,50.0,51.0,2.0,1.0,6.0,,,,,,,,90.0,108.0,7.2,7.0,0.106674,0,,,1.0,5.0,,,1.0,1.0,1.0,,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,
12450251,home,Lille,Mitchel Bakker,,,mitchel-bakker,M. Bakker,D,5,185,1246,M,856638,EUR,961459200,D,20,20,False,29.0,24.0,,,0.0,6.0,6.0,19.0,25.0,,1.0,1.0,,,,,,,,45.0,37.0,6.7,8.0,0.0183599,1,,2.0,,1.0,,,,,1.0,0.0792,,,,,,1.0,,1.0,1.0,,,,,,,,,
12450251,home,Lille,André Gomes,,,andre-gomes,A. Gomes,M,26,188,1679,M,235460,EUR,743990400,M,26,26,False,101.0,92.0,3.0,2.0,0.0,16.0,17.0,76.0,87.0,5.0,,4.0,,,,,,,,90.0,116.0,7.6,14.0,0.127834,2,,3.0,1.0,5.0,1.0,1.0,,4.0,1.0,0.1404,0.0901,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,
12450251,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,68.0,60.0,4.0,3.0,0.0,20.0,21.0,40.0,47.0,11.0,,7.0,2.0,,,,,,,90.0,83.0,7.8,12.0,0.0843662,1,,,4.0,4.0,1.0,1.0,2.0,5.0,2.0,0.0795,0.1842,2.0,1.0,,1.0,1.0,4.0,,,1.0,,True,,,,,,
12450251,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185,5410,M,1564180,EUR,1191283200,M,32,32,False,52.0,48.0,1.0,1.0,0.0,22.0,23.0,26.0,29.0,3.0,,4.0,1.0,,,,,,,86.0,60.0,6.7,8.0,0.0372573,0,,,1.0,5.0,2.0,,,,1.0,,,,2.0,,1.0,2.0,,,,,,,1.0,,,,,
12450251,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,F,10,10,False,87.0,77.0,,,0.0,19.0,20.0,62.0,75.0,11.0,1.0,5.0,3.0,,,,,,,90.0,114.0,8.2,17.0,0.329637,2,,8.0,,4.0,8.0,,,2.0,,0.0758,,1.0,,,,,2.0,4.0,1.0,2.0,1.0,,6.0,,,,,
12450251,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,18.0,14.0,1.0,1.0,0.0,2.0,2.0,12.0,16.0,1.0,,,,,,,,,,68.0,28.0,7.3,8.0,0.0605379,3,,,1.0,4.0,,1.0,,,1.0,0.7305,0.8866,,3.0,,,1.0,,,1.0,,1.0,,,jodavid,1.0,,,
12450251,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,F,7,7,False,56.0,49.0,3.0,3.0,0.0,15.0,16.0,35.0,42.0,7.0,,5.0,3.0,,,,,,,76.0,74.0,7.9,11.0,0.221739,3,,2.0,,1.0,3.0,,,1.0,3.0,0.1202,,4.0,,,,,1.0,1.0,3.0,1.0,,,3.0,,,,,
12450251,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,True,26.0,22.0,1.0,1.0,1.0,10.0,11.0,13.0,17.0,3.0,2.0,3.0,,,,,,,,45.0,41.0,7.6,7.0,0.0335002,2,,2.0,,4.0,1.0,1.0,,3.0,1.0,0.0973,,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,,
12450251,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,True,10.0,10.0,,,0.0,8.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,,23.0,13.0,6.7,1.0,0.00198131,0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,aissamandi23,,,,
12450251,home,Lille,Chuba Akpom,,,chuba-akpom,C. Akpom,F,29,186,1675,M,190867,EUR,813196800,F,24,24,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,2.0,,2.0,1.0,,,,,,,22.0,8.0,6.9,2.0,1.273e-05,1,,,,2.0,1.0,1.0,,,1.0,0.0593,0.5409,1.0,,,1.0,1.0,,,,,,,1.0,,,,,
12450251,home,Lille,Matías Fernández,Matias Fernandez,,fernandez-matias,M. Fernandez,F,7,183,1612,M,1149144,EUR,1107388800,F,19,19,True,4.0,2.0,,,0.0,2.0,2.0,,2.0,1.0,,1.0,1.0,,,,,,,14.0,9.0,6.9,4.0,0.0001567,2,,,,1.0,1.0,2.0,,,1.0,0.1288,0.5757,,,,,,,,,,,,,,,,,
12450251,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,True,7.0,7.0,,,0.0,4.0,4.0,3.0,3.0,,,,,,,,,,,9.0,8.0,6.6,,0.00188608,0,,,,,,,1.0,,,,,,,,,,,,,,,,,nabilbentaleb,,,,
12450251,home,Lille,Vito Mannone,,,vito-mannone,V. Mannone,G,,189,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450251,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450251,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450251,home,Lille,Ngal'ayel Mukau,Ngal'ayel Mukau,,ngalayel-mukau,N. Mukau,M,17,188,7441,M,1391541,EUR,1099440000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450251,away,Montpellier,Benjamin Lecomte,,,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,27.0,14.0,21.0,8.0,0.0,6.0,9.0,8.0,18.0,,,10.0,,,3.0,6.0,,,,90.0,39.0,8.1,14.0,0.00517403,0,1.5229,,,,,,,,,,,,,,,,,,,,,True,,,,,,
12450251,away,Montpellier,Falaye Sacko,,,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,18.0,14.0,1.0,1.0,0.0,8.0,9.0,6.0,10.0,1.0,5.0,,,,,,,,,85.0,33.0,6.9,7.0,0.00608877,0,,1.0,,2.0,,,,1.0,1.0,,,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,
12450251,away,Montpellier,Yael Mouanga,Yael Mouanga,,yael-mouanga,Y. Mouanga,D,23,183,91,M,1170536,EUR,1122076800,D,47,47,False,15.0,12.0,2.0,,0.0,10.0,11.0,2.0,4.0,2.0,2.0,4.0,1.0,,,,,,,68.0,22.0,6.6,4.0,0.00153703,0,,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,
12450251,away,Montpellier,Boubakar Kouyaté,,,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,21.0,13.0,7.0,1.0,0.0,8.0,10.0,5.0,11.0,6.0,3.0,2.0,2.0,,,,,,,90.0,35.0,7.1,8.0,0.00139112,0,,,3.0,5.0,,,2.0,2.0,,,,,,3.0,2.0,2.0,2.0,,,1.0,,,,,,,,
