match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_lastManTackle,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385467,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,18.0,10.0,13.0,5.0,6.0,6.0,4.0,12.0,1.0,8.0,2.0,1.0,3.0,90.0,30.0,6.8,8.0,0.0,0.0,0.0015869,0,0.6931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,25.0,22.0,3.0,1.0,9.0,9.0,13.0,16.0,5.0,3.0,,,,90.0,40.0,6.9,4.0,0.0,0.0,0.00701557,0,,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Angelo Ogbonna,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,False,22.0,20.0,1.0,,16.0,17.0,4.0,5.0,2.0,2.0,,,,90.0,30.0,7.0,2.0,0.0,0.0,0.00735042,0,,3.0,8.0,,,,3.0,1.0,,,,,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,30.0,26.0,6.0,3.0,17.0,18.0,9.0,12.0,3.0,4.0,,,,80.0,42.0,6.8,5.0,0.0545,0.0,0.00436212,1,,3.0,5.0,,,3.0,1.0,1.0,,,,,1.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,
10385467,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,M,5,5,False,27.0,22.0,2.0,1.0,4.0,4.0,19.0,27.0,1.0,3.0,,,,90.0,52.0,6.9,19.0,0.0,0.0,0.0980582,0,,5.0,4.0,,,,3.0,2.0,2.0,2.0,,,,1.0,,,,,4.0,1.0,3.0,1.0,,,,,,,,,,,
10385467,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,1.0,1.0,,,,,1.0,1.0,,2.0,,,,14.0,5.0,6.5,2.0,0.0,0.0,0.00012461,0,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10385467,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,28.0,23.0,,,13.0,14.0,10.0,14.0,4.0,6.0,,,,90.0,44.0,6.8,7.0,0.016,0.0,0.00567085,1,,4.0,4.0,3.0,2.0,,2.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,True,1.0,1.0,,,,,,,,
10385467,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,M,33,33,False,19.0,14.0,1.0,1.0,5.0,7.0,9.0,14.0,4.0,2.0,,,,90.0,42.0,7.5,10.0,0.3597,0.2371,0.0146611,1,,2.0,5.0,,,,4.0,3.0,,,,,,1.0,,,2.0,,2.0,,,,,,,1.0,1.0,,,,,,
10385467,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,F,20,20,False,20.0,14.0,2.0,,4.0,4.0,12.0,23.0,,5.0,,,,90.0,41.0,6.8,18.0,0.0376,0.0,0.840518,1,,11.0,2.0,3.0,,2.0,,,2.0,1.0,,,3.0,1.0,,1.0,2.0,,7.0,2.0,2.0,3.0,,,1.0,,,1.0,1.0,1.0,,,
10385467,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,F,22,22,False,12.0,9.0,,,3.0,4.0,6.0,8.0,,3.0,,,,67.0,18.0,6.5,5.0,0.0679,0.0,0.18231,2,,6.0,1.0,,,,1.0,1.0,,1.0,,,,,,,3.0,,,,2.0,2.0,,,,,,,,2.0,,,
10385467,home,West Ham United,Michail Antonio,michail-antonio,M. Antonio,F,,180,3251,M,MichailAntonio,47772,EUR,638582400,F,9,9,False,11.0,7.0,,,1.0,1.0,6.0,11.0,1.0,,,,,67.0,28.0,6.8,10.0,0.6193,0.1026,0.00322404,2,,8.0,4.0,2.0,1.0,,2.0,,,1.0,,,2.0,,,1.0,,1.0,1.0,,4.0,1.0,,1.0,1.0,1.0,,,,,,,
10385467,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,True,23.0,12.0,2.0,,6.0,8.0,7.0,17.0,2.0,2.0,,,,76.0,38.0,6.6,15.0,0.0586,0.0,0.0861201,1,,10.0,8.0,,,,2.0,1.0,,1.0,,,4.0,6.0,,,2.0,1.0,2.0,1.0,3.0,1.0,,2.0,,,,,,,,,
10385467,home,West Ham United,Flynn Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,12,12,True,5.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,,3.0,,,,23.0,11.0,6.9,2.0,0.0,0.0,0.00147486,0,,1.0,4.0,,,1.0,2.0,2.0,1.0,,Flynn,Downes,1.0,,,2.0,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Danny Ings,danny-ings,D. Ings,F,9,178,1761,M,,130181,EUR,711849600,F,18,18,True,3.0,1.0,1.0,,,,1.0,3.0,,,,,,23.0,6.0,6.7,2.0,0.0791,0.0,0.00068855,1,,3.0,3.0,1.0,1.0,,,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385467,home,West Ham United,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,D,2,2,True,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,10.0,8.0,6.9,1.0,0.0,0.0,0.002849,0,,1.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Joseph Anang,joseph-anang,J. Anang,G,94,183,850,M,,970370,EUR,947289600,G,49,49,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Krisztián Hegyi,krisztian-hegyi,K. Hegyi,G,47,193,350,M,,983507,EUR,1032825600,G,47,47,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,,816763,EUR,824947200,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385467,home,West Ham United,Manuel Lanzini,manuel-lanzini,M. Lanzini,M,22,167,1526,M,,220315,EUR,729734400,M,10,10,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385467,away,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,1,1,False,28.0,27.0,6.0,5.0,25.0,25.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,90.0,35.0,6.6,1.0,0.0,0.0,0.00039849,0,-0.6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
