match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,player_firstName,player_lastName,stat_totalCross,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_goalAssist,player_sofascoreId,stat_goals,stat_totalOffside
11360049,home,TSG Balingen,Marcel Binanzer,marcel-binanzer,M. Binanzer,G,1,1,M,940508,EUR,678585600.0,G,1,1,False,42.0,26.0,28.0,12.0,24.0,33.0,2.0,9.0,2.0,12.0,4.0,6.0,90.0,55.0,7.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Tim Wohrle,tim-wohrle,T. Wohrle,M,8,3,M,939619,EUR,923356800.0,D,8,8,False,28.0,19.0,6.0,2.0,18.0,24.0,1.0,4.0,2.0,7.0,,,90.0,38.0,6.0,9.0,0,186.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Matthias Schmitz,matthias-schmitz,M. Schmitz,D,25,1,M,940506,EUR,747360000.0,D,25,25,False,18.0,13.0,8.0,5.0,11.0,13.0,2.0,5.0,8.0,5.0,,,90.0,41.0,7.3,5.0,0,190.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,True,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Jonas Vogler,jonas-vogler,J. Vogler,D,,1,M,804207,EUR,850953600.0,D,28,28,False,35.0,24.0,8.0,,18.0,23.0,6.0,12.0,,9.0,,,90.0,45.0,6.1,11.0,0,185.0,1.0,4.0,1.0,2.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Moritz Kuhn,moritz-kuhn,M. Kuhn,M,33,1,M,116193,EUR,681004800.0,M,33,33,False,13.0,10.0,1.0,1.0,7.0,9.0,3.0,4.0,,3.0,,,70.0,27.0,5.8,8.0,0,176.0,5.0,1.0,,,,,2.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Lukas Ramser,lukas-ramser,L. Ramser,M,,2,M,814796,EUR,852768000.0,M,24,24,False,11.0,7.0,2.0,1.0,3.0,5.0,4.0,8.0,,3.0,,,45.0,22.0,6.6,7.0,0,182.0,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,Lukas,Ramser,2.0,1.0,1.0,,,,,,,,,,,
11360049,home,TSG Balingen,Leander Vochatzer,leander-vochatzer,L. Vochatzer,F,9,1,M,945538,EUR,858211200.0,M,9,9,False,21.0,18.0,3.0,2.0,13.0,14.0,5.0,8.0,2.0,6.0,,,90.0,38.0,6.6,7.0,0,177.0,3.0,2.0,1.0,3.0,2.0,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,
11360049,home,TSG Balingen,Kaan Akkaya,kaan-akkaya,K. Akkaya,M,10,2,M,940497,EUR,797558400.0,M,10,10,False,17.0,13.0,2.0,1.0,12.0,14.0,1.0,4.0,,6.0,,,62.0,22.0,6.1,7.0,1,169.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,
11360049,home,TSG Balingen,Adrian Muller,adrian-muller,A. Muller,M,15,1,M,940499,EUR,828835200.0,M,15,15,False,27.0,16.0,4.0,,14.0,21.0,2.0,6.0,1.0,5.0,,,90.0,40.0,6.4,14.0,0,,2.0,3.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11360049,home,TSG Balingen,Jan Ferdinand,jan-ferdinand,J. Ferdinand,F,,2,M,845858,EUR,863740800.0,F,27,27,False,10.0,8.0,,,6.0,6.0,2.0,4.0,,,,,70.0,18.0,6.4,5.0,0,191.0,1.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,
