match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_fouls,stat_challengeLost,stat_totalContest,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_hitWoodwork
11396253,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,37.0,27.0,19.0,9.0,24.0,25.0,3.0,12.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,3.0,3.0,90.0,48.0,6.5,10.0,0.00098514,0,-0.5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,33.0,24.0,8.0,1.0,17.0,19.0,7.0,14.0,2.0,2.0,5.0,3.0,,,,,,,90.0,52.0,7.4,9.0,0.00366802,1,,,,3.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,0.048,,,,,,,,,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,58.0,50.0,15.0,10.0,32.0,32.0,18.0,26.0,1.0,4.0,5.0,7.0,,,,,,,90.0,68.0,7.0,8.0,0.0123257,0,,,,2.0,3.0,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,50.0,37.0,10.0,2.0,23.0,25.0,14.0,25.0,1.0,6.0,4.0,4.0,,,,,,,90.0,64.0,6.6,14.0,0.00731725,0,,,,3.0,7.0,,,4.0,2.0,1.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,43.0,32.0,10.0,4.0,13.0,16.0,21.0,35.0,,2.0,1.0,10.0,,,,,,,90.0,68.0,6.9,22.0,0.123424,0,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,True,8.0,2.0,1.0,2.0,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,26.0,24.0,,,14.0,15.0,10.0,11.0,1.0,4.0,,3.0,,,,,,,85.0,44.0,6.9,5.0,0.0109187,3,,,,2.0,5.0,,,5.0,1.0,,1.0,0.3141,2.0,,1.0,,,,1.0,,1.0,1.0,1.0,2.0,2.0,0.657,,,,,
11396253,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,40.0,31.0,6.0,2.0,20.0,22.0,11.0,19.0,,2.0,1.0,3.0,,,,,,,90.0,51.0,6.7,11.0,0.0116602,1,,,,,4.0,1.0,,3.0,1.0,1.0,3.0,0.0404,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,38.0,29.0,4.0,3.0,15.0,15.0,14.0,25.0,2.0,5.0,2.0,5.0,,,,,,,85.0,58.0,7.2,15.0,0.0781806,0,,,,1.0,4.0,,,,2.0,2.0,1.0,,3.0,,,,2.0,,,,,,,,,,,,,,
11396253,home,1. FC Union Berlin,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2605,M,973431,EUR,972172800,F,7,7,False,39.0,31.0,2.0,1.0,8.0,13.0,23.0,26.0,1.0,8.0,,9.0,,,,,,,78.0,60.0,8.0,16.0,0.0772774,2,,,,3.0,12.0,,,,3.0,2.0,1.0,0.3931,,,8.0,,,,4.0,,5.0,,,2.0,1.0,0.8591,1.0,,,,
11396253,home,1. FC Union Berlin,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,9,9,False,19.0,9.0,,,5.0,5.0,4.0,15.0,2.0,5.0,,5.0,,,,,,,68.0,38.0,7.2,18.0,0.0139159,2,,,,2.0,5.0,1.0,,,2.0,2.0,1.0,0.108,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,5.0,0.144,,1.0,,,
