match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_ownGoals,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_errorLeadToAGoal
12436516,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,43.0,30.0,16.0,3.0,0.0,29.0,30.0,1.0,13.0,1.0,4.0,5.0,90.0,48.0,7.2,13.0,0.00043998,0,-0.3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436516,home,Manchester United,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,YL15,1153315,EUR,1131840000,D,15,15,False,66.0,60.0,6.0,2.0,0.0,46.0,52.0,14.0,14.0,4.0,,,82.0,74.0,6.5,6.0,0.00649324,0,,1.0,5.0,1.0,3.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436516,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,69.0,63.0,2.0,,0.0,49.0,51.0,14.0,18.0,7.0,,,90.0,84.0,7.4,6.0,0.00553396,1,,,,4.0,,6.0,3.0,1.0,,3.0,1.0,2.0,1.0,0.0362,,,,,,,,,,,,,,,,,,,
12436516,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,73.0,64.0,2.0,1.0,0.0,51.0,57.0,14.0,18.0,1.0,,,90.0,83.0,6.7,10.0,0.0244626,0,,,4.0,2.0,2.0,4.0,1.0,,2.0,2.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12436516,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,M,16,16,False,58.0,51.0,2.0,,0.0,29.0,31.0,23.0,33.0,7.0,,,90.0,92.0,9.9,19.0,0.610323,6,,,5.0,5.0,1.0,1.0,,,,,2.0,,,1.3899,6.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,1.5034,,,,,,,
12436516,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,25,25,False,32.0,28.0,5.0,4.0,0.0,17.0,21.0,11.0,11.0,3.0,,,53.0,51.0,6.7,10.0,0.0219155,0,,1.0,5.0,5.0,1.0,1.0,3.0,3.0,,,,,2.0,,,,,3.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,
12436516,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,22.0,18.0,1.0,1.0,0.0,13.0,15.0,5.0,7.0,4.0,,,45.0,30.0,6.3,6.0,0.00257926,0,,2.0,5.0,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
12436516,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,M,3,3,False,47.0,36.0,2.0,,0.0,24.0,31.0,12.0,16.0,7.0,,,82.0,70.0,7.2,15.0,0.057608,0,,2.0,4.0,7.0,1.0,3.0,1.0,6.0,,1.0,,,4.0,,,,3.0,,1.0,,,,,1.0,,,,,,,,,
12436516,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,F,8,8,False,67.0,57.0,3.0,1.0,0.0,29.0,34.0,28.0,36.0,6.0,,,90.0,85.0,6.9,17.0,0.221077,5,,3.0,8.0,3.0,2.0,1.0,,2.0,1.0,,3.0,,,0.4449,3.0,,2.0,1.0,1.0,,,2.0,,1.0,1.0,0.3934,,True,1.0,,,,
12436516,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,F,17,17,False,39.0,32.0,1.0,1.0,0.0,17.0,19.0,15.0,21.0,8.0,,,90.0,65.0,7.4,14.0,0.34025,7,,3.0,9.0,5.0,1.0,1.0,,1.0,,,3.0,,,0.53,1.0,,3.0,4.0,3.0,2.0,1.0,3.0,,,2.0,0.1816,,,1.0,1.0,1.0,,
12436516,home,Manchester United,Rasmus Højlund,,,rasmus-hojlund,R. Højlund,F,19,191,70296,M,RHøjlund,1086417,EUR,1044316800,F,9,9,False,9.0,7.0,,,0.0,2.0,3.0,5.0,6.0,,,,53.0,17.0,6.8,6.0,0.0990091,1,,5.0,8.0,2.0,,,,,1.0,1.0,1.0,,,0.2217,,,2.0,2.0,,,,,,2.0,1.0,,,,,1.0,,,
