match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_shotOffTarget,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_fouls,stat_goalAssist,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11392885,home,Olympique de Marseille,Emran Soglo,soglo-emran,E. Soglo,D,17,178,350,M,1403124,EUR,1121040000,M,37,37,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Emran Soglo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392885,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,leobalerdi5,,,,,,,,,,,,,,,,
11392885,home,Olympique de Marseille,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392885,home,Olympique de Marseille,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,991421,EUR,956102400,M,8,8,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,azzedine_ounahi,,,,,,,,,,,,,,,,
11392885,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,1129527,EUR,1069891200,M,34,34,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Bilal,Nadir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392885,away,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,28.0,22.0,10.0,4.0,19.0,20.0,3.0,8.0,4.0,9.0,,4.0,4.0,2.0,90.0,45.0,7.5,6.0,0.0,0.0,0.00617731,0,1.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
11392885,away,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,54.0,47.0,10.0,7.0,28.0,32.0,21.0,28.0,2.0,10.0,,,,,90.0,80.0,6.9,14.0,0.0211,0.0,0.357372,1,,,,6.0,,,5.0,4.0,,,1.0,3.0,2.0,,,2.0,2.0,,,,,1.0,1.0,,4.0,1.0,1.0,,1.0,,,,,,
11392885,away,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,47.0,43.0,4.0,2.0,29.0,32.0,14.0,15.0,1.0,5.0,,,,,90.0,54.0,6.7,5.0,0.0,0.0,0.00601726,0,,,,,,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,2.0,,,,,True,,,,,,,
11392885,away,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,49.0,40.0,10.0,5.0,28.0,32.0,12.0,18.0,3.0,7.0,,,,,90.0,60.0,6.6,11.0,0.0,0.0,0.00965264,0,,,,1.0,1.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,2.0,,,,,,
11392885,away,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,48.0,42.0,2.0,2.0,20.0,22.0,23.0,30.0,,7.0,2.0,,,,90.0,67.0,6.9,11.0,0.0,0.0,0.130367,0,,,,4.0,1.0,1.0,2.0,4.0,,,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,
11392885,away,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,33.0,31.0,3.0,3.0,13.0,13.0,18.0,22.0,,5.0,,,,,74.0,47.0,7.4,5.0,0.1174,0.1372,0.0194406,2,,,,2.0,2.0,1.0,3.0,4.0,,,4.0,2.0,2.0,,,,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
11392885,away,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,74.0,65.0,16.0,14.0,22.0,25.0,43.0,52.0,1.0,4.0,1.0,,,,90.0,92.0,7.6,13.0,0.1529,0.0,0.186483,5,,,,3.0,,1.0,4.0,3.0,,,2.0,2.0,2.0,,,2.0,,1.0,,,,1.0,4.0,,,,4.0,,,,,,,,
11392885,away,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,33.0,31.0,1.0,1.0,15.0,15.0,16.0,20.0,,4.0,,,,,61.0,39.0,6.8,5.0,0.0251,0.0,0.0319593,1,,,,2.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,
11392885,away,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,48.0,38.0,2.0,2.0,7.0,8.0,32.0,49.0,1.0,8.0,4.0,,,,89.0,77.0,7.5,29.0,0.0,0.0,0.527986,0,,,,9.0,,1.0,7.0,3.0,,,,1.0,1.0,1.0,,5.0,1.0,,,,,1.0,,2.0,6.0,1.0,,,,,,,,,
11392885,away,Stade Brestois,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6052,M,345035,EUR,780796800,F,9,9,False,15.0,13.0,,,5.0,5.0,8.0,10.0,,2.0,2.0,,,,61.0,22.0,6.7,5.0,0.5701,0.2861,0.0149502,2,,,,,3.0,3.0,5.0,4.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,
11392885,away,Stade Brestois,Jérémy Le Douaron,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,F,22,22,False,19.0,14.0,1.0,1.0,5.0,5.0,11.0,18.0,,3.0,3.0,,,,74.0,37.0,7.1,14.0,0.4187,0.9913,0.101327,4,,,,4.0,1.0,2.0,5.0,5.0,,,,1.0,1.0,,1.0,,2.0,,,4.0,,,,1.0,5.0,2.0,,,,,1.0,,,,1.0
11392885,away,Stade Brestois,Jonas Martin,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,28,28,True,35.0,30.0,1.0,1.0,13.0,15.0,18.0,21.0,,2.0,,,,,29.0,40.0,7.0,5.0,0.0,0.0,0.0539407,0,,,,1.0,,2.0,2.0,6.0,,,,3.0,2.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,
11392885,away,Stade Brestois,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,7,7,True,7.0,6.0,,,2.0,2.0,4.0,6.0,1.0,,,,,,29.0,14.0,6.7,3.0,0.0544,0.0,0.0124425,1,,,,1.0,1.0,1.0,3.0,2.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,
11392885,away,Stade Brestois,Karamoko Dembélé,karamoko-dembele,K. Dembélé,M,7,167,2045,M,981046,EUR,1045872000,F,70,70,True,9.0,7.0,1.0,,3.0,3.0,5.0,7.0,,,2.0,,,,16.0,16.0,6.5,6.0,0.0,0.0,0.00827773,0,,,,1.0,,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,
11392885,away,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180,349,M,831400,EUR,849312000,M,26,26,True,4.0,4.0,,,2.0,2.0,3.0,6.0,,1.0,,,,,16.0,10.0,6.4,3.0,0.1108,0.3086,0.00053058,1,,,,4.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,
11392885,away,Stade Brestois,Hianga'a M'Bock,hiangaa-mbock,H. M'Bock,M,80,186,122,M,990820,EUR,946339200,M,18,18,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,8.0,6.0,6.6,1.0,0.0547,0.0,0.00243378,1,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
11392885,away,Stade Brestois,Grégoire Coudert,gregoire-coudert,G. Coudert,G,30,190,94,M,891508,EUR,923097600,G,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392885,away,Stade Brestois,Achraf Dari,achraf-dari,A. Dari,D,15,190,8607,M,964795,EUR,925948800,D,4,4,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,dari_achraf,,,,,,,,,,,,,,,,
11392885,away,Stade Brestois,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392885,away,Stade Brestois,Axel Camblan,axel-camblan,A. Camblan,M,7,169,84,M,1135605,EUR,1055894400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Axel Camblan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
