match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_totalCross,captain,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wasFouled,stat_totalOffside,stat_goals,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_ownGoals,stat_bigChanceMissed
14025098,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,27.0,21.0,9.0,3.0,0.0,18.0,19.0,3.0,8.0,1.0,10.0,1.0,2.0,2.0,90.0,38.0,5.1,6.0,0.0129794,30.61291095258,6.0,8.9821589077638,0,-2.5589,0.1,0.02,-0.27,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,35.0,30.0,2.0,1.0,0.0,12.0,14.0,18.0,21.0,,1.0,,,,90.0,41.0,5.8,7.0,0.0147789,120.39407551387,16.0,49.139118941696,0,,0.1,0.05,-0.52,,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,72.0,66.0,2.0,1.0,0.0,32.0,34.0,34.0,38.0,4.0,3.0,,,,90.0,82.0,5.9,7.0,0.0858718,283.23884144455,28.0,161.93873356247,0,,0.09,0.15,-0.63,,3.0,3.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,36.420920626493,132.19204339479,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,45.0,40.0,2.0,1.0,0.0,17.0,20.0,23.0,25.0,5.0,2.0,,,,90.0,54.0,6.1,8.0,0.0130609,180.30219882359,22.0,65.876849740868,0,,-0.1,0.2,-0.44,,2.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,,,,,15.171450937412,38.698613038346,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,30788,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,16.0,13.0,1.0,,0.0,3.0,5.0,10.0,11.0,4.0,1.0,,,,58.0,33.0,6.2,7.0,0.00802877,31.529041528786,3.0,22.758254508008,0,,-0.06,0.03,-0.26,,1.0,2.0,1.0,1.0,,,,1.0,,1.0,,,14.42742022197,17.108798788927,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,21.0,14.0,5.0,2.0,0.0,5.0,7.0,9.0,14.0,,2.0,,,,58.0,27.0,6.2,10.0,0.0222306,90.082857457811,9.0,35.244572136677,1,,0.17,0.07,-0.22,,3.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,12.286858387541,14.506866270839,1.0,,,True,1.0,0.0986,-0.39,,,,,,,,,,,,,,,,,,,
14025098,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,34.0,29.0,2.0,1.0,0.0,14.0,15.0,15.0,19.0,1.0,1.0,,,,58.0,43.0,6.1,5.0,0.00778284,87.584038031538,14.0,30.082378695104,2,,0.01,0.23,-0.44,,1.0,4.0,1.0,,,,,3.0,,,,,,,,,,,,0.3061,-0.55,1.0,1.0,1.0,1.0,2.0,1.0,0.6445,,,,,,,,,,,,
14025098,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,63.0,56.0,4.0,3.0,0.0,23.0,26.0,33.0,37.0,,6.0,,,,90.0,81.0,7.4,13.0,0.46511,423.02027711169,36.0,263.38138580184,3,,0.58,0.44,-0.11,,2.0,3.0,2.0,2.0,3.0,1.0,,,1.0,,,,36.722915278958,228.02773173346,8.0,4.0,4.0,,1.0,0.1098,-0.53,,,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,
14025098,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,35.0,27.0,3.0,1.0,0.0,6.0,7.0,21.0,28.0,1.0,5.0,,,,90.0,67.0,7.7,23.0,0.433513,232.80685976551,26.0,102.56327232657,3,,0.55,0.31,0.13,,5.0,7.0,,,2.0,,1.0,,1.0,5.0,3.0,,18.992127988673,53.153025104497,3.0,3.0,12.0,,,0.0692,-0.24,1.0,1.0,2.0,,2.0,,0.1059,2.0,4.0,1.0,,,,,,,,,
14025098,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,15.0,12.0,,,0.0,,,12.0,15.0,1.0,3.0,,,,58.0,26.0,6.4,7.0,0.0301202,79.993514216428,8.0,17.667095586748,1,,-0.08,0.23,0.16,,5.0,2.0,,,2.0,2.0,2.0,1.0,,2.0,1.0,,,,,1.0,,,,0.0184,-0.12,,,1.0,,,,,,,2.0,,,,,,,,,
