match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_hitWoodwork
11369806,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,1,1,False,35.0,15.0,34.0,14.0,1.0,1.0,14.0,34.0,10.0,1.0,3.0,3.0,90.0,39.0,6.7,20.0,0.0,0.0,0.0334526,0,-0.7837,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369806,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,25.0,15.0,6.0,2.0,8.0,9.0,7.0,16.0,7.0,,,,75.0,34.0,6.5,11.0,0.0,0.0,0.0293489,0,,4.0,4.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
11369806,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,23.0,17.0,4.0,2.0,8.0,8.0,9.0,16.0,5.0,,,,90.0,38.0,7.1,7.0,0.0,0.0,0.0258164,0,,2.0,,3.0,6.0,,1.0,2.0,,2.0,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,
11369806,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,39.0,24.0,9.0,3.0,10.0,14.0,14.0,25.0,15.0,,,,90.0,54.0,7.2,17.0,0.0,0.0,0.028052,0,,3.0,3.0,4.0,7.0,,4.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,
11369806,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,20.0,12.0,2.0,,2.0,2.0,14.0,30.0,4.0,,,,83.0,58.0,6.9,23.0,0.0912,0.0,0.298606,2,,3.0,,5.0,2.0,,2.0,,,1.0,,12.0,2.0,1.0,,,,3.0,,4.0,2.0,,,,,,,
11369806,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,46.0,32.0,3.0,1.0,8.0,9.0,25.0,41.0,9.0,,,,90.0,63.0,7.6,20.0,0.0475,0.1446,0.0802786,2,,1.0,2.0,2.0,7.0,,,,2.0,,1.0,4.0,,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
11369806,home,Cercle Brugge,Leonardo Lopes,,,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,False,27.0,15.0,3.0,,3.0,4.0,12.0,24.0,9.0,,,,90.0,43.0,7.3,15.0,0.0,0.0,0.0330806,0,,2.0,1.0,4.0,9.0,1.0,1.0,,1.0,3.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11369806,home,Cercle Brugge,Jordan Semedo Varela,Jordan,Semedo Varela,jordan-varela,J. Semedo Varela,D,20,175,96,M,1158020,EUR,1042588800,M,77,77,False,9.0,4.0,1.0,,,3.0,4.0,8.0,4.0,,,,64.0,33.0,7.2,11.0,0.0,0.0,0.00853015,0,,,2.0,,5.0,,1.0,,3.0,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,,
11369806,home,Cercle Brugge,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,F,10,10,False,18.0,9.0,1.0,,,2.0,9.0,16.0,4.0,,,,90.0,29.0,7.0,13.0,0.1312,0.0,0.1197,3,,6.0,3.0,9.0,6.0,1.0,,,,1.0,,,,1.0,1.0,3.0,1.0,1.0,2.0,,2.0,,1.0,,,,,
11369806,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,27.0,13.0,,,4.0,6.0,9.0,23.0,2.0,,,,90.0,49.0,6.7,24.0,0.1444,0.0,0.0503811,2,,12.0,4.0,16.0,6.0,2.0,,,,1.0,1.0,2.0,,,,2.0,1.0,4.0,2.0,,,,2.0,True,,,,
