match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_interceptionWon,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,captain,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_punches,stat_outfielderBlock
11406871,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,39.0,30.0,14.0,5.0,25.0,25.0,5.0,14.0,11.0,1.0,1.0,90.0,47.0,7.1,9.0,0.00480457,0,0.3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406871,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182.0,371,M,139235,EUR,760320000,D,61,61,False,45.0,42.0,1.0,,22.0,22.0,20.0,26.0,3.0,,,65.0,51.0,6.8,7.0,0.00990909,0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406871,home,Torino,Saba Sazonov,saba-sazonov,S. Sazonov,D,15,194.0,1128,M,1101751,EUR,1012521600,D,15,15,False,58.0,52.0,4.0,2.0,39.0,42.0,13.0,16.0,3.0,,,80.0,65.0,6.6,7.0,0.00815771,0,,,,Saba,Sazonov,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406871,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,13,13,False,28.0,28.0,2.0,2.0,9.0,9.0,19.0,19.0,,,,43.0,29.0,6.8,,0.0365651,0,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
11406871,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188.0,2480,M,826185,EUR,958521600,M,19,19,False,40.0,34.0,3.0,2.0,9.0,11.0,25.0,34.0,3.0,,,90.0,77.0,6.6,19.0,0.0507237,1,,5.0,1.0,,,2.0,5.0,,3.0,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.035,1.0,,,,,,,,,,,,
11406871,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,930189,EUR,998352000,M,28,28,False,50.0,45.0,1.0,1.0,17.0,17.0,28.0,39.0,6.0,,,80.0,67.0,7.2,13.0,0.0264154,2,,6.0,2.0,,,,1.0,,1.0,1.0,,3.0,,1.0,1.0,,,,0.1161,,1.0,1.0,1.0,1.0,,,,,,,,
11406871,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176.0,2109,M,189135,EUR,791683200,M,77,77,False,52.0,46.0,4.0,2.0,12.0,13.0,35.0,40.0,2.0,,,90.0,59.0,6.9,7.0,0.0254179,2,,1.0,,,,,5.0,,,3.0,,2.0,,1.0,1.0,1.0,1.0,,0.0838,2.0,1.0,,,,1.0,1.0,1.0,0.2225,,,,
11406871,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180.0,1014,M,233826,EUR,827625600,M,20,20,False,42.0,35.0,5.0,3.0,14.0,16.0,25.0,36.0,2.0,,,90.0,74.0,7.2,20.0,0.119121,2,,10.0,1.0,,,2.0,6.0,2.0,1.0,,,4.0,1.0,4.0,1.0,1.0,1.0,,0.3249,2.0,2.0,1.0,1.0,,4.0,,,,,,,
11406871,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178.0,5477,M,357596,EUR,875923200,F,16,16,False,23.0,20.0,,,2.0,2.0,19.0,23.0,4.0,,,65.0,32.0,6.9,8.0,0.0509538,0,,2.0,,,,1.0,4.0,,3.0,2.0,,2.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,niksivlasic_,1.0,,
11406871,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181.0,3538,M,333261,EUR,825897600,F,9,9,False,17.0,15.0,,,3.0,4.0,12.0,13.0,2.0,,,90.0,23.0,7.0,4.0,0.019703,1,,,,,,5.0,6.0,,2.0,1.0,,5.0,,,,,,,0.0962,1.0,3.0,,1.0,2.0,,,,,,,,
