match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,captain,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed
11369847,home,RSC Anderlecht,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3882,M,1076,EUR,531532800,G,33,33,False,30.0,23.0,9.0,3.0,23.0,27.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,35.0,6.6,7.0,0.0,0.0,9.875e-05,0,-0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369847,home,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,26.0,19.0,1.0,,10.0,14.0,15.0,2.0,5.0,4.0,3.0,,,,,90.0,53.0,7.1,16.0,0.0,0.0,0.328378,0,,,,1.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,
11369847,home,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,63.0,50.0,18.0,7.0,41.0,44.0,20.0,,1.0,4.0,5.0,,,,,90.0,73.0,7.1,13.0,0.0,0.0,0.0127495,0,,,,,10.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11369847,home,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,59.0,53.0,10.0,7.0,45.0,48.0,11.0,,2.0,4.0,9.0,,,,,90.0,67.0,6.8,7.0,0.0,0.0,0.0150522,0,,,,,8.0,,,2.0,,,1.0,,,,,,,,,,True,2.0,1.0,,,,,,,
11369847,home,RSC Anderlecht,Ludwig Augustinsson,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,15,15,False,54.0,43.0,8.0,3.0,25.0,28.0,27.0,2.0,4.0,2.0,6.0,,,,,90.0,75.0,7.0,15.0,0.0246,0.0,0.0329272,2,,,,,19.0,1.0,1.0,2.0,1.0,,,,,2.0,2.0,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,
11369847,home,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,28.0,23.0,3.0,2.0,14.0,15.0,13.0,,2.0,,4.0,,,,,90.0,37.0,6.7,7.0,0.0,0.0,0.0229928,0,,,,,9.0,,,2.0,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,,
11369847,home,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,17,17,False,43.0,31.0,3.0,1.0,16.0,19.0,26.0,,7.0,2.0,9.0,,,,,90.0,68.0,6.7,20.0,0.0,0.0,0.0109544,0,,,,,15.0,2.0,3.0,11.0,4.0,2.0,3.0,2.0,,4.0,2.0,,,,2.0,3.0,,1.0,1.0,,1.0,,,,,
11369847,home,RSC Anderlecht,Thomas Delaney,thomas-delaney,T. Delaney,M,27,182,1294,M,66477,EUR,683856000,M,25,25,False,22.0,20.0,1.0,1.0,10.0,10.0,13.0,,2.0,,4.0,,,,,45.0,28.0,6.5,5.0,0.0,0.0,0.0112521,0,,,,,10.0,1.0,,5.0,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,4.0,,,,,,,
11369847,home,RSC Anderlecht,Thorgan Hazard,thorgan-hazard,T. Hazard,F,11,174,3646,M,94286,EUR,733363200,F,11,11,False,29.0,24.0,2.0,2.0,12.0,14.0,17.0,,4.0,,5.0,,,,,76.0,42.0,7.0,12.0,0.0552,0.0,0.0300718,1,,,,,12.0,2.0,2.0,6.0,,,3.0,1.0,,2.0,2.0,1.0,,,,2.0,,1.0,2.0,,,THazard,1.0,,,
11369847,home,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187,4191,M,795761,EUR,876096000,F,12,12,False,5.0,2.0,,,1.0,1.0,4.0,,1.0,,1.0,,,,,43.0,10.0,7.0,5.0,0.7258,0.9549,0.00015008,1,,,,,1.0,,,3.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,KDolberg,,1.0,1.0,
