match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_possessionLostCtrl,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_wonContest,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_errorLeadToAGoal
12514029,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,1,1,False,20.0,20.0,1.0,1.0,0.0,20.0,20.0,7.0,90.0,26.0,6.8,6.431e-05,0,0.2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514029,home,Sporting CP,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,D,6,6,False,103.0,95.0,11.0,6.0,0.0,56.0,58.0,9.0,90.0,109.0,7.6,0.108148,0,,,,40.0,46.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12514029,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,100.0,97.0,,,0.0,73.0,75.0,6.0,90.0,113.0,7.7,0.00904591,4,,Ousmane,Diomande,24.0,25.0,,,5.0,10.0,,,1.0,2.0,,4.0,,ousdiomande,2.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1764,0.3792,,,,,,,,,,,,,
12514029,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,67.0,63.0,6.0,4.0,0.0,39.0,41.0,,76.0,73.0,6.9,0.0250251,0,,,,24.0,26.0,,,4.0,2.0,,,1.0,2.0,2.0,5.0,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,
12514029,home,Sporting CP,Geovany Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,False,38.0,33.0,2.0,2.0,0.0,13.0,14.0,2.0,70.0,56.0,7.6,0.179743,2,,Geovany,Quenda,22.0,28.0,4.0,2.0,3.0,3.0,1.0,,1.0,,,10.0,4.0,GeoQuenda07,1.0,,1.0,1.0,2.0,,,,,0.045,,1.0,1.0,2.0,,,,,,,,,,
12514029,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,68.0,66.0,6.0,5.0,1.0,22.0,22.0,5.0,90.0,81.0,7.5,0.0588743,2,,Morten,Hjulmand,44.0,47.0,1.0,,5.0,2.0,,,2.0,,,6.0,1.0,,,1.0,2.0,,,,1.0,3.0,,0.0333,,3.0,,1.0,True,2.0,1.0,,,,,,,
12514029,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,False,60.0,56.0,3.0,2.0,0.0,25.0,25.0,,70.0,70.0,7.1,0.211018,1,,Daniel,Bragança,31.0,35.0,,,6.0,4.0,1.0,,1.0,1.0,,4.0,,,3.0,1.0,2.0,,1.0,,,1.0,,0.1915,,,1.0,1.0,,,,,,,,,,
12514029,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,54.0,47.0,6.0,5.0,0.0,16.0,18.0,3.0,90.0,78.0,7.4,0.165686,0,,Nuno,Santos,34.0,46.0,10.0,3.0,,1.0,,,2.0,1.0,,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
12514029,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,28.0,21.0,1.0,,1.0,4.0,5.0,2.0,76.0,49.0,7.7,0.0778853,4,,Francisco,Trincão,18.0,26.0,3.0,1.0,4.0,7.0,7.0,,,1.0,1.0,13.0,1.0,trincao,,,,,1.0,2.0,,,,0.4007,0.4031,,3.0,3.0,,1.0,,,,,,,,
12514029,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,22.0,18.0,,,0.0,2.0,2.0,5.0,90.0,53.0,9.1,0.320366,6,,,,16.0,23.0,3.0,,7.0,9.0,8.0,,,1.0,1.0,18.0,3.0,VGyökeres,2.0,2.0,,,,4.0,,,,0.7109,1.2029,5.0,3.0,3.0,,2.0,,1.0,2.0,,,,,
