match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,stat_wonTackle,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_penaltyWon,stat_keyPass,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle,stat_clearanceOffLine,stat_hitWoodwork
11453131,home,Al-Nassr,David Ospina,,,david-ospina,D. Ospina,G,1,183.0,5027,M,D_Ospina1,33596,EUR,588988800,G,26,26,False,15.0,14.0,7.0,6.0,12.0,13.0,2.0,2.0,6.0,1.0,1.0,1.0,90.0,20.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,False,28.0,24.0,2.0,1.0,11.0,12.0,13.0,16.0,4.0,,,,45.0,41.0,6.9,4.0,0,3.0,2.0,4.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,60.0,55.0,4.0,2.0,33.0,36.0,22.0,25.0,8.0,,,,90.0,70.0,7.2,6.0,3,1.0,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,,881831,EUR,853286400,D,5,5,False,69.0,64.0,2.0,1.0,28.0,29.0,36.0,40.0,6.0,,,,90.0,75.0,7.5,6.0,2,,3.0,4.0,5.0,1.0,,,,1.0,1.0,3.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400,M,2,2,False,59.0,54.0,1.0,1.0,16.0,18.0,39.0,47.0,5.0,,,,90.0,81.0,8.0,14.0,0,1.0,,3.0,7.0,,,,1.0,6.0,1.0,,6.0,1.0,,,,,,3.0,True,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
11453131,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,92.0,88.0,7.0,4.0,35.0,36.0,53.0,56.0,8.0,,,,90.0,96.0,7.4,4.0,0,1.0,,4.0,2.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
11453131,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,False,125.0,116.0,11.0,9.0,23.0,24.0,94.0,105.0,6.0,,,,87.0,150.0,8.3,21.0,3,,,3.0,4.0,1.0,1.0,,,2.0,1.0,1.0,4.0,,1.0,1.0,,,,2.0,,1.0,2.0,1.0,6.0,,1.0,,1.0,,,,,,,,,
11453131,home,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181.0,7625,M,alextelles13,312110,EUR,724377600,M,15,15,False,58.0,52.0,2.0,2.0,11.0,11.0,48.0,60.0,3.0,,,,90.0,85.0,8.3,13.0,3,1.0,2.0,3.0,4.0,2.0,1.0,1.0,,1.0,,,13.0,1.0,1.0,,,,,1.0,,7.0,,1.0,,,6.0,1.0,2.0,,,,,,,,,
11453131,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,otavio,244801,EUR,792288000,F,25,25,False,64.0,54.0,1.0,1.0,11.0,11.0,43.0,55.0,2.0,,,,90.0,85.0,8.2,16.0,2,1.0,1.0,5.0,8.0,,,1.0,,5.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,3.0,,,2.0,1.0,2.0,,3.0,1.0,1.0,,,,,,,,,
11453131,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,,1014447,EUR,859766400,F,29,29,False,71.0,66.0,2.0,2.0,7.0,7.0,60.0,66.0,2.0,,,,86.0,89.0,8.0,11.0,4,,,6.0,3.0,5.0,3.0,,,,,2.0,2.0,,2.0,1.0,,1.0,,,,1.0,2.0,2.0,1.0,,5.0,,1.0,,,,,,,,,
11453131,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,F,10,10,False,37.0,32.0,,,6.0,7.0,26.0,32.0,5.0,,,,89.0,63.0,8.0,14.0,9,,,4.0,6.0,4.0,2.0,,1.0,2.0,2.0,,2.0,1.0,3.0,5.0,,4.0,2.0,2.0,,,1.0,,4.0,,4.0,,1.0,1.0,1.0,,,,,,,
11453131,home,Al-Nassr,Meshari Fahad Al-Nemer,,,meshari-fahad-al-nemer,M. F. Al-Nemer,F,75,180.0,439,M,,1474690,EUR,1060041600,F,30,30,True,11.0,8.0,,,2.0,2.0,6.0,9.0,,,,,45.0,18.0,6.7,4.0,2,,1.0,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
11453131,home,Al-Nassr,Abdulaziz Al-Aliwa,,,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,,1067777,EUR,1076457600,M,46,46,True,5.0,4.0,,,2.0,2.0,2.0,3.0,2.0,,,,13.0,11.0,6.3,5.0,0,,,4.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,,925947,EUR,857433600,M,19,19,True,7.0,7.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,,,,12.0,8.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11453131,home,Al-Nassr,Abdulaziz Al-Faraj,,,al-faraj-abdulaziz,A. Al-Faraj,D,2,172.0,514,M,,1217915,EUR,1056326400,D,55,55,True,,,,,,,,,1.0,,,,1.0,4.0,,1.0,0,,,,1.0,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Faris Afandy,Faris Afandy,,faris-afandy,F. Afandy,G,37,,58,,,1797947,EUR,1087776000,G,37,37,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Raghed Al-Najjar,,,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Awad Aman,Awad Aman,,awad-aman,A. Aman,D,70,170.0,549,M,,1653551,EUR,1105833600,D,49,49,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,home,Al-Nassr,Mohammed Qassem,,,mohammed-qassem,M. Qassem,D,24,176.0,146,M,,540426,EUR,790473600,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453131,away,Al-Fayha,Vladimir Stojković,,,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,,13691,EUR,428198400,G,88,88,False,25.0,15.0,18.0,9.0,7.0,11.0,8.0,14.0,11.0,8.0,,,90.0,40.0,8.0,10.0,0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,7.0,1.0,,,,
11453131,away,Al-Fayha,Mokher Al-Rashidi,,,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,,921767,EUR,927158400,D,2,2,False,14.0,11.0,1.0,,8.0,9.0,3.0,5.0,2.0,,,,90.0,32.0,6.5,4.0,0,1.0,,3.0,2.0,,,6.0,,2.0,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11453131,away,Al-Fayha,Sami Al-Khaibary,,,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,,893198,EUR,622080000,D,4,4,False,21.0,17.0,5.0,1.0,14.0,16.0,3.0,5.0,7.0,,,,90.0,37.0,6.6,5.0,0,2.0,,4.0,1.0,,,8.0,3.0,1.0,,1.0,,,,,2.0,,,1.0,True,,1.0,,,,,,,,,,,,,,,
11453131,away,Al-Fayha,Hussain Al-Shuweish,,,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,,818758,EUR,625881600,D,33,33,False,45.0,33.0,9.0,2.0,26.0,30.0,7.0,15.0,4.0,,,,90.0,58.0,6.1,14.0,0,1.0,,5.0,,1.0,,4.0,1.0,,,2.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
