match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_accurateLongBalls,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_lastManTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_penaltyWon,stat_errorLeadToAGoal,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_punches,stat_penaltyMiss
11450169,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,21.0,12.0,9.0,12.0,15.0,6.0,2.0,3.0,2.0,1.0,1.0,3.0,90.0,26.0,7.2,9.0,8.419e-05,0,0.4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450169,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,34.0,25.0,2.0,5.0,8.0,30.0,3.0,2.0,,,,,90.0,50.0,6.7,16.0,0.214441,0,,,,21.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450169,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,60.0,46.0,8.0,18.0,20.0,41.0,1.0,5.0,,,,,90.0,69.0,7.9,15.0,0.0536096,2,,,,29.0,1.0,1.0,4.0,2.0,7.0,,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1582,0.5497,,,,,,,,,,,,,,,,,
11450169,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,52.0,38.0,6.0,20.0,26.0,26.0,3.0,6.0,,,,,90.0,66.0,7.1,16.0,0.00947331,1,,,,18.0,,,7.0,4.0,11.0,,2.0,2.0,1.0,1.0,,3.0,1.0,,,,,,0.0597,,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
11450169,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,D,53,53,False,,34.0,27.0,5.0,5.0,9.0,27.0,2.0,8.0,,,,,90.0,71.0,8.6,12.0,0.314761,5,,,,23.0,2.0,1.0,2.0,4.0,14.0,,6.0,5.0,2.0,2.0,3.0,2.0,,2.0,,,3.0,,0.1979,,1.0,5.0,3.0,,,3.0,3.0,1.0,1.0,1.0,,,,,,,
11450169,home,Galatasaray,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2703,M,,845486,EUR,851731200,M,91,91,False,,38.0,33.0,1.0,11.0,12.0,27.0,1.0,4.0,,,,,65.0,53.0,6.8,8.0,0.0408864,1,,,,22.0,1.0,,2.0,4.0,5.0,1.0,1.0,1.0,,,1.0,,1.0,,,,2.0,,0.004,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,
11450169,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,57.0,47.0,2.0,20.0,22.0,35.0,,8.0,,,,,77.0,70.0,6.6,13.0,0.0251614,0,,,,27.0,,,3.0,3.0,9.0,,4.0,3.0,1.0,,1.0,1.0,,,,,1.0,,,,2.0,1.0,,,,2.0,,,,,1.0,,,,,,
11450169,home,Galatasaray,Tetê,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,M,20,20,False,,32.0,24.0,,6.0,7.0,25.0,,3.0,,,,,76.0,43.0,7.1,10.0,0.0341686,2,,,,18.0,,,1.0,3.0,3.0,,,,1.0,,2.0,,1.0,2.0,,,,,0.194,,2.0,,,,,2.0,,,,,,1.0,,,,,
11450169,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,42.0,34.0,3.0,9.0,9.0,41.0,1.0,5.0,,,,,87.0,72.0,9.5,16.0,0.531853,9,,,,29.0,8.0,4.0,,6.0,4.0,2.0,1.0,,1.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,,1.604,2.7139,1.0,4.0,2.0,,,,3.0,2.0,,,,1.0,1.0,1.0,,,
11450169,home,Galatasaray,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18594,M,wilfriedzaha,111850,EUR,721353600,M,14,14,False,,29.0,24.0,1.0,7.0,9.0,21.0,,9.0,,,,,90.0,55.0,7.5,15.0,0.0658242,3,,,,17.0,1.0,,,4.0,9.0,1.0,1.0,1.0,3.0,,3.0,1.0,,1.0,,,1.0,,0.1592,,,8.0,2.0,,,3.0,5.0,,,,,,,,,,
