match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_hitWoodwork,stat_goalAssist
10385433,home,Tottenham Hotspur,Hugo Lloris,hugo-lloris,H. Lloris,G,1,188,5077,M,LlorisH,9048,EUR,535939200,G,1,1,False,True,27.0,18.0,13.0,5.0,15.0,19.0,3.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,4.0,90.0,36.0,6.6,10.0,0.00137394,0,-0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,,48.0,40.0,3.0,3.0,25.0,30.0,15.0,18.0,3.0,4.0,6.0,,,,,,90.0,62.0,6.5,10.0,0.0179797,0,,,,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,ericdier,146101,EUR,758592000,D,15,15,False,,57.0,43.0,9.0,1.0,22.0,29.0,21.0,28.0,2.0,4.0,6.0,,,,,,90.0,68.0,6.6,15.0,0.0198572,0,,,,3.0,3.0,,4.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,False,,65.0,59.0,4.0,3.0,33.0,38.0,27.0,30.0,2.0,5.0,,,,,,,88.0,75.0,6.5,8.0,0.0397336,0,,,,,3.0,,2.0,,,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,,143047,EUR,695520000,M,2,2,False,,27.0,23.0,2.0,,6.0,8.0,18.0,22.0,5.0,8.0,2.0,,,,,,71.0,49.0,6.8,9.0,0.0191334,0,,,,3.0,4.0,,5.0,,,3.0,3.0,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,,46.0,41.0,3.0,,18.0,19.0,23.0,27.0,1.0,7.0,7.0,,,,,,76.0,62.0,6.5,7.0,0.0184006,0,,,,1.0,7.0,1.0,1.0,,3.0,3.0,2.0,2.0,1.0,2.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,False,,69.0,59.0,8.0,3.0,25.0,30.0,36.0,41.0,1.0,6.0,12.0,,,,,,90.0,87.0,7.6,11.0,0.284211,2,,,,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,0.0889,,,,,,,,,,,
10385433,home,Tottenham Hotspur,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,,836698,EUR,958608000,M,19,19,False,,27.0,24.0,,,14.0,16.0,10.0,13.0,1.0,5.0,7.0,,,,,,76.0,50.0,7.0,10.0,0.341509,2,,,,2.0,5.0,1.0,1.0,,,3.0,2.0,2.0,4.0,,2.0,,,,1.0,1.0,1.0,1.0,,0.2696,1.0,1.0,1.0,0.8043,,,,,,,
10385433,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,F,21,21,False,,26.0,19.0,2.0,1.0,7.0,9.0,12.0,20.0,1.0,6.0,3.0,,,,,,88.0,54.0,6.7,18.0,0.019698,3,,,,,7.0,2.0,2.0,,1.0,2.0,,,3.0,2.0,3.0,,2.0,,1.0,5.0,2.0,2.0,,0.0834,,,1.0,0.0212,,,,,,,
10385433,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,,26.0,22.0,,,10.0,10.0,12.0,20.0,,,3.0,,,,,,90.0,42.0,6.2,14.0,0.0992074,5,,,,1.0,4.0,3.0,,,,,,,3.0,,4.0,,,,1.0,,,,4.0,0.5878,,1.0,1.0,0.7551,,,,,,,
