match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_wonContest,stat_wasFouled,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches
10411548,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,25.0,19.0,12.0,6.0,15.0,17.0,4.0,8.0,1.0,5.0,2.0,4.0,90.0,34.0,7.6,7.0,0.0,0.0,0.00068393,0,0.3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411548,home,Juventus,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2117,M,,139273,EUR,775440000,D,24,24,False,30.0,22.0,6.0,,13.0,16.0,9.0,14.0,4.0,4.0,,,79.0,37.0,6.7,8.0,0.0285,0.0,0.00932051,1,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411548,home,Juventus,Leonardo Bonucci,leonardo-bonucci,L. Bonucci,D,19,190,2816,M,bonuccileo,15444,EUR,546825600,D,19,19,False,34.0,28.0,8.0,4.0,22.0,25.0,6.0,9.0,3.0,2.0,,,90.0,40.0,7.0,6.0,0.0,0.0,0.00270167,0,,1.0,2.0,2.0,,,2.0,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411548,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,37.0,31.0,7.0,2.0,21.0,23.0,10.0,15.0,6.0,8.0,,,90.0,57.0,7.2,12.0,0.0,0.0,0.171136,0,,2.0,6.0,3.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10411548,home,Juventus,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11319,M,cuadrado,47743,EUR,580608000,M,11,11,False,38.0,35.0,9.0,8.0,19.0,21.0,21.0,26.0,2.0,2.0,,,90.0,69.0,9.4,12.0,0.0237,0.0,0.567253,1,,1.0,5.0,10.0,1.0,,1.0,,,5.0,3.0,2.0,9.0,,2.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,3.0,,,,,,,,,
10411548,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,8,8,False,20.0,16.0,2.0,,6.0,7.0,12.0,15.0,,5.0,,,65.0,30.0,7.7,6.0,0.2686,0.1345,0.264413,2,,2.0,5.0,2.0,,,2.0,,1.0,,,,2.0,2.0,,1.0,,1.0,1.0,2.0,2.0,,,,,2.0,1.0,,,,,
10411548,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,53.0,47.0,8.0,5.0,19.0,21.0,28.0,32.0,1.0,9.0,,,90.0,67.0,7.9,6.0,0.0886,0.0,0.0769876,2,,,4.0,6.0,2.0,,1.0,,4.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,,2.0,,1.0,3.0,,,,,,,,,
10411548,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,37.0,34.0,1.0,1.0,11.0,12.0,23.0,26.0,,4.0,,,90.0,49.0,8.5,6.0,1.0785,1.1547,0.0399704,2,,1.0,3.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,2.0,2.0,,,,,
10411548,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,17,17,False,20.0,14.0,3.0,2.0,2.0,2.0,18.0,30.0,1.0,3.0,,,85.0,51.0,7.9,16.0,0.0215,0.0,0.41969,1,,,6.0,2.0,,,3.0,,1.0,1.0,,1.0,12.0,1.0,1.0,,1.0,1.0,2.0,5.0,6.0,,1.0,,,,,1.0,,,,
10411548,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,8.0,6.0,1.0,,2.0,2.0,4.0,6.0,,2.0,,,65.0,17.0,6.4,7.0,0.0262,0.0,0.00893683,1,,1.0,4.0,2.0,,,1.0,,,1.0,1.0,,,,,2.0,1.0,,2.0,,,,,,,,,1.0,,,,
