match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_lastManTackle,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12436500,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,34.0,29.0,7.0,3.0,0.0,26.0,28.0,3.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,90.0,41.0,6.7,5.0,0.00363748,0,0.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436500,home,Brentford,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,924378,EUR,1008806400,D,4,4,False,49.0,42.0,2.0,2.0,0.0,22.0,23.0,20.0,26.0,1.0,5.0,,,,,,83.0,63.0,7.0,7.0,0.0255073,0,,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436500,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,77.0,68.0,1.0,,1.0,43.0,46.0,25.0,32.0,5.0,2.0,,,,,,90.0,92.0,7.8,11.0,0.14549,0,,2.0,6.0,5.0,11.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436500,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,68.0,56.0,6.0,2.0,0.0,34.0,38.0,22.0,31.0,6.0,2.0,,,,,,90.0,92.0,6.5,15.0,0.02117,0,,3.0,2.0,6.0,6.0,1.0,,,3.0,,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436500,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,D,23,23,False,54.0,48.0,4.0,1.0,0.0,15.0,15.0,33.0,40.0,3.0,6.0,,,,,,90.0,70.0,6.9,11.0,0.194468,0,,1.0,2.0,6.0,4.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
12436500,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,46.0,39.0,4.0,1.0,0.0,16.0,18.0,23.0,29.0,2.0,5.0,,,,,,70.0,59.0,7.4,9.0,0.0211436,1,,,,,7.0,,,1.0,6.0,,,1.0,,,,1.0,,,4.0,,,,1.0,True,1.0,0.1436,,,,,,,,,
12436500,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,24.0,21.0,4.0,4.0,0.0,11.0,12.0,10.0,13.0,,2.0,,,,,,42.0,34.0,7.0,6.0,0.0182477,0,,,,,3.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12436500,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,M,19,19,False,43.0,33.0,2.0,2.0,0.0,8.0,8.0,26.0,44.0,4.0,6.0,,,,,,90.0,71.0,6.6,27.0,0.078384,0,,4.0,1.0,11.0,3.0,5.0,2.0,,,1.0,1.0,9.0,2.0,,,,1.0,,,,,,2.0,,,,bryan_m19,1.0,,,,,,,
12436500,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,False,37.0,29.0,3.0,1.0,1.0,6.0,9.0,23.0,29.0,2.0,1.0,,,,,,70.0,52.0,8.0,11.0,0.385341,4,,,,1.0,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,2.0,0.1806,,,2.0,,,,,,
12436500,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,False,15.0,12.0,,,1.0,4.0,4.0,8.0,11.0,2.0,5.0,,,,,,70.0,32.0,10.0,5.0,0.352743,5,,2.0,4.0,6.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,,1.2461,,,1.0,4.0,3.0,2.0544,,,
