match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10433954,home,Fatih Karagümrük,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,12,192,1076,M,867595,EUR,918000000,G,1,1,False,25.0,16.0,14.0,5.0,15.0,19.0,1.0,6.0,1.0,8.0,1.0,6.0,1.0,90.0,37.0,7.3,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,4,182,102,M,233252,EUR,773107200,D,4,4,False,33.0,21.0,7.0,3.0,12.0,19.0,10.0,15.0,3.0,11.0,,,,90.0,58.0,6.8,18.0,0,,,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,99,99,False,20.0,13.0,1.0,,12.0,17.0,1.0,3.0,5.0,7.0,,,,90.0,36.0,6.4,9.0,0,,,,,,,2.0,1.0,,,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,39.0,30.0,7.0,4.0,25.0,29.0,5.0,10.0,4.0,4.0,,,,90.0,50.0,6.8,9.0,0,,,,,1.0,1.0,3.0,2.0,,,1.0,3.0,,2.0,,,1.0,,,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,18,18,False,32.0,23.0,6.0,4.0,13.0,16.0,10.0,18.0,,5.0,,,,89.0,47.0,6.5,15.0,0,,,2.0,,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,28.0,20.0,3.0,2.0,9.0,13.0,11.0,15.0,,3.0,,,,70.0,42.0,6.6,11.0,0,,,,,2.0,1.0,5.0,3.0,,,,1.0,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Matteo Ricci,matteo-ricci,M. Ricci,M,8,172,128,M,225132,EUR,769996800,M,8,8,False,39.0,30.0,6.0,2.0,18.0,20.0,13.0,22.0,2.0,6.0,,,,88.0,51.0,8.5,11.0,1,,,3.0,1.0,,1.0,,3.0,,,,3.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10433954,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,27,184,813,M,121185,EUR,720921600,M,27,27,False,26.0,20.0,1.0,1.0,11.0,11.0,9.0,16.0,1.0,5.0,,,,90.0,40.0,7.4,9.0,1,,,1.0,,4.0,,6.0,2.0,1.0,1.0,,3.0,2.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,
10433954,home,Fatih Karagümrük,Ebrima Colley,colley-ebrima,E. Colley,F,11,179,640,M,928106,EUR,949363200,F,19,19,False,13.0,9.0,,,3.0,4.0,7.0,10.0,,1.0,,,,56.0,25.0,6.2,8.0,0,,,1.0,1.0,,,1.0,1.0,,,,3.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433954,home,Fatih Karagümrük,Mbaye Diagne,mbaye-diagne,M. Diagne,F,45,191,1430,M,346790,EUR,688608000,F,9,9,False,20.0,13.0,2.0,1.0,7.0,10.0,6.0,10.0,1.0,2.0,,,,78.0,33.0,6.7,14.0,2,,,,,1.0,4.0,4.0,4.0,,,,,5.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,
