match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_goals,stat_goalAssist,stat_shotOffTarget,stat_errorLeadToAGoal,stat_keyPass,stat_bigChanceMissed,stat_wonTackle,captain,stat_dispossessed,stat_bigChanceCreated,stat_penaltyConceded,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon
10434011,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,24.0,13.0,17.0,6.0,7.0,9.0,6.0,15.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,1.0,90.0,33.0,6.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,26.0,17.0,2.0,,8.0,14.0,10.0,14.0,,2.0,1.0,8.0,,,,,,90.0,43.0,6.5,12.0,1,,,21,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,26.0,19.0,10.0,3.0,17.0,18.0,2.0,8.0,1.0,1.0,7.0,8.0,,,,,,90.0,35.0,6.3,7.0,0,,,21,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Simon Deli,simon-deli,S. Deli,D,192,262,M,326419,EUR,688521600,D,20,20,False,34.0,28.0,5.0,2.0,21.0,24.0,7.0,10.0,,,7.0,4.0,,,,,,90.0,44.0,6.5,6.0,0,,,13,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,D,3,3,False,24.0,19.0,4.0,1.0,11.0,12.0,8.0,12.0,,1.0,3.0,3.0,,,,,,78.0,39.0,6.2,8.0,0,,,3,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Mahamadou Ba,ba-mahamadou,M. Ba,M,175,115,M,994029,EUR,937872000,M,12,12,False,13.0,9.0,2.0,,6.0,7.0,3.0,6.0,2.0,5.0,2.0,4.0,,,,,,73.0,26.0,6.9,6.0,1,,,12,,,4.0,2.0,1.0,1.0,,,,1.0,4.0,,,2.0,1.0,,,,,,,,,,,,,,
10434011,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175,218,M,818036,EUR,905990400,M,70,70,False,13.0,11.0,,,4.0,6.0,8.0,11.0,,3.0,1.0,5.0,,,,,,73.0,26.0,6.5,6.0,1,,,98,4.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10434011,home,İstanbulspor,Onur Ergün,onur-ergun,O. Ergün,M,185,45,M,893009,EUR,721785600,M,8,8,False,29.0,21.0,2.0,1.0,11.0,17.0,10.0,12.0,,4.0,1.0,6.0,,,,,,90.0,39.0,6.8,9.0,2,,,4,,,6.0,1.0,1.0,2.0,,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,
10434011,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,False,21.0,11.0,,,5.0,10.0,6.0,11.0,1.0,4.0,,5.0,,,,,,90.0,30.0,7.0,12.0,1,,,8,,,8.0,1.0,,1.0,,,2.0,1.0,4.0,3.0,,1.0,1.0,,,,3.0,,1.0,True,,,,,,,
10434011,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,21.0,15.0,1.0,,7.0,11.0,9.0,12.0,1.0,3.0,1.0,3.0,,,,,,84.0,36.0,6.2,12.0,0,,,27,2.0,1.0,6.0,3.0,1.0,,,1.0,,2.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,
