match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_goals,stat_lastManTackle,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14065151,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,19.0,17.0,6.0,4.0,0.0,14.0,15.0,3.0,4.0,8.0,1.0,2.0,5.0,90.0,31.0,7.9,2.0,0.00020683,13.903363410183,3.0,-4.935,0.84,0.4849,0,0.7845,0.02,-0.02,0.22,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065151,home,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,17,17,False,62.0,56.0,3.0,2.0,1.0,25.0,26.0,31.0,36.0,6.0,,,,90.0,95.0,7.5,15.0,0.183989,189.80564872199,22.0,87.465,20.16,,1,,0.07,0.08,0.66,,,,3.0,2.0,8.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,0.215,3.0,-0.17,,,,,,,,,,,,,,,,
14065151,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,66.0,62.0,8.0,6.0,0.0,33.0,36.0,29.0,30.0,5.0,,,,90.0,80.0,7.7,6.0,0.0191968,111.22599054627,16.0,54.495,12.075,,1,,0.27,0.05,-0.03,,,,1.0,,3.0,5.0,1.0,1.0,,,,,,4.0,,3.0,1.0,,,0.0496,,0.11,1.0,2.0,1.0,2.0,1.0,0.1597,,,,,,,,,,
14065151,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,66.0,62.0,,,0.0,34.0,34.0,28.0,32.0,6.0,,,,90.0,72.0,7.4,4.0,0.0386496,140.58577866459,20.0,66.675,16.275,,0,,0.36,0.1,0.3,,,,,,3.0,3.0,,,1.0,1.0,,,,3.0,,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,
14065151,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,75.0,63.0,5.0,1.0,0.0,21.0,23.0,42.0,52.0,3.0,,,,90.0,112.0,7.3,27.0,0.307494,150.49395378939,21.0,117.705,19.11,,2,,0.34,0.13,0.18,,,,17.0,4.0,1.0,3.0,,,2.0,1.0,,,1.0,4.0,,1.0,1.0,,,0.0528,5.0,0.0,,1.0,1.0,,,0.0639,,True,,,,,,,,
14065151,home,RB Leipzig,Assan Ouédraogo,assan-ouedraogo,A. Ouédraogo,M,20,192,7677,M,1418623,EUR,1147132800,M,20,20,False,37.0,31.0,,,0.0,14.0,15.0,17.0,22.0,8.0,,,,89.0,56.0,8.6,11.0,0.613378,144.87273908258,10.0,100.17,38.115,,5,,0.44,0.32,0.15,,Assan Ouédraogo,,,,5.0,6.0,1.0,1.0,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,0.239,1.0,0.54,2.0,,3.0,,,0.7141,2.0,,2.0,1.0,,,,,,
14065151,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,61.0,59.0,5.0,5.0,0.0,25.0,25.0,34.0,36.0,3.0,,,,90.0,71.0,7.4,4.0,0.05891,142.55386476351,21.0,46.935,7.875,,0,,0.33,0.16,0.16,,,,,,2.0,3.0,,,,,,,,,,2.0,1.0,2.0,1.0,,1.0,,1.0,,,3.0,,,1.0,,,,,,,,,
14065151,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,19.0,14.0,3.0,2.0,1.0,3.0,4.0,11.0,15.0,2.0,,,,89.0,37.0,7.2,11.0,0.525913,71.062202595318,4.0,55.335,29.925,,4,,0.45,0.28,0.13,,,,1.0,1.0,2.0,4.0,,,3.0,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,1.0,1.0105,5.0,-0.89,,1.0,3.0,2.0,,0.8629,1.0,,,,,,,,,
14065151,home,RB Leipzig,Yan Diomande,yan-diomande,Y. Diomande,F,49,180,20986,M,2087085,EUR,1163462400,F,49,49,False,52.0,47.0,1.0,1.0,0.0,14.0,15.0,33.0,37.0,4.0,,,,89.0,77.0,8.4,14.0,0.21962,281.42262316012,25.0,149.625,25.41,,4,,0.57,0.5,0.6,,Yan Diomande,,1.0,,6.0,5.0,1.0,2.0,5.0,2.0,,,1.0,1.0,,2.0,1.0,3.0,,0.1903,,0.2,,,2.0,1.0,,0.5148,1.0,,1.0,,1.0,,,,,
14065151,home,RB Leipzig,Conrad Harder,harder-conrad,C. Harder,F,11,186,4734,M,1494826,EUR,1112832000,F,11,11,False,13.0,8.0,1.0,1.0,0.0,2.0,4.0,6.0,9.0,1.0,,,,68.0,19.0,6.3,9.0,0.0353369,14.599457598816,2.0,-0.42,6.93,,0,,0.09,-0.31,0.13,,,,1.0,,4.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,
