match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated
14131892,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,False,True,43.0,32.0,14.0,3.0,0.0,32.0,34.0,9.0,3.0,1.0,2.0,90.0,46.0,6.4,12.0,0.00014907,0.4992,0,-0.2058,0.03,-0.01,-0.09,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131892,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,35.0,27.0,2.0,,0.0,15.0,18.0,17.0,5.0,,,90.0,48.0,6.4,8.0,0.0485732,,0,,0.06,-0.09,-0.13,,Miguel Maga,,12.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14131892,home,Vitória SC,Óscar Rivas,oscar-rivas,Ó. Rivas,D,4,190,113,M,1168093,EUR,954115200,D,4,4,False,,65.0,60.0,7.0,5.0,0.0,47.0,49.0,16.0,1.0,,,90.0,76.0,6.9,6.0,0.0918432,,0,,0.32,0.01,-0.09,,Óscar Rivas,,13.0,2.0,3.0,7.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14131892,home,Vitória SC,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,,73.0,62.0,13.0,4.0,0.0,48.0,51.0,22.0,2.0,,,90.0,92.0,7.1,13.0,0.00923138,,1,,0.19,0.07,0.18,,,,14.0,5.0,7.0,6.0,2.0,2.0,1.0,,3.0,3.0,,,3.0,1.0,1.0,0.0218,0.01,,,,,,,,,,,,,
14131892,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,39.0,30.0,6.0,2.0,0.0,16.0,19.0,20.0,1.0,,,90.0,68.0,6.9,16.0,0.0283242,,1,,0.11,0.07,-0.18,,,,14.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,0.0063,0.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0149,,,,,,
14131892,home,Vitória SC,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,,32.0,27.0,,,0.0,18.0,18.0,14.0,6.0,,,60.0,37.0,6.6,7.0,0.00731262,,0,,0.02,0.06,-0.03,,,,9.0,1.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,
14131892,home,Vitória SC,Gonçalo Nogueira,nogueira-goncalo,G. Nogueira,M,30,180,113,M,1161004,EUR,1072569600,M,30,30,False,,20.0,13.0,2.0,,0.0,4.0,5.0,15.0,3.0,,,60.0,27.0,6.7,10.0,0.0347968,,0,,0.08,0.01,-0.13,,Gonçalo Nogueira,,9.0,,3.0,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,,,,,,,1.0,2.0,,,,,,,,,
14131892,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,,19.0,14.0,2.0,1.0,0.0,8.0,8.0,11.0,4.0,,,70.0,33.0,6.7,10.0,0.0805532,,0,,0.15,0.13,-0.05,,,,6.0,1.0,3.0,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,,,,
14131892,home,Vitória SC,Miguel Nogueira,nogueira-miguel,M. Nogueira,M,88,182,50,M,2140143,EUR,1109462400,M,88,88,False,,10.0,8.0,,,0.0,2.0,3.0,7.0,1.0,,,76.0,24.0,6.7,7.0,0.0163436,,1,,0.02,0.12,-0.07,,,,6.0,,4.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,0.0586,-0.3,3.0,,1.0,,,,,,,,,,
14131892,home,Vitória SC,Gustavo Silva,gustavo-silva,G. Silva,F,11,180,417,M,1468082,EUR,928195200,M,11,11,False,,18.0,10.0,2.0,1.0,0.0,2.0,3.0,15.0,4.0,,,90.0,41.0,7.3,16.0,0.0548736,,5,,0.07,0.12,-0.04,,,,8.0,1.0,6.0,,1.0,1.0,1.0,3.0,7.0,,4.0,2.0,3.0,1.0,,0.1152,0.41,2.0,,,2.0,2.0,2.0,0.625,1.0,2.0,1.0,1.0,,
