match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_interceptionWon,captain,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_goals,player_sofascoreId
11396265,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,37.0,24.0,25.0,12.0,16.0,18.0,8.0,19.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,90.0,49.0,5.6,13.0,0.0020083,0,-2.7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Jannik Müller,jannik-muller,J. Müller,D,24,187,18,M,169249,EUR,758851200,D,20,20,False,15.0,11.0,4.0,3.0,5.0,9.0,6.0,6.0,1.0,,,,2.0,,,,27.0,17.0,4.8,4.0,0.00281327,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,D,23,23,False,12.0,9.0,3.0,2.0,9.0,11.0,,1.0,,1.0,,1.0,,,,,27.0,15.0,4.7,4.0,0.00021459,0,,,,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,False,42.0,32.0,11.0,4.0,17.0,18.0,15.0,24.0,3.0,,,9.0,3.0,,,,90.0,56.0,5.8,12.0,0.278085,0,,,,4.0,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Julian Justvan,julian-justvan,J. Justvan,M,10,177,208,M,843132,EUR,891475200,M,17,17,False,36.0,26.0,5.0,5.0,12.0,14.0,15.0,26.0,1.0,1.0,,,3.0,,,,90.0,54.0,6.2,17.0,0.055294,0,,,,4.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,631,M,880742,EUR,947808000,M,28,28,False,33.0,26.0,2.0,2.0,19.0,21.0,7.0,13.0,6.0,,,,4.0,,,,90.0,46.0,6.3,10.0,0.00345621,0,,,,5.0,4.0,2.0,,1.0,1.0,1.0,3.0,2.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11396265,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172,44,M,39718,EUR,647654400,M,32,32,False,16.0,9.0,5.0,1.0,5.0,5.0,4.0,11.0,2.0,,,,2.0,,,,41.0,21.0,6.1,8.0,0.00216655,0,,,,2.0,,,,,,1.0,2.0,,,,,1.0,,,,,True,2.0,,,,,,,,,,,
11396265,home,Darmstadt 98,Emir Karić,emir-karic,E. Karić,D,17,186,635,M,796032,EUR,865814400,M,19,19,False,47.0,33.0,12.0,5.0,11.0,16.0,23.0,34.0,6.0,2.0,2.0,4.0,,,,,90.0,77.0,6.4,19.0,0.0269387,0,,,,2.0,3.0,,,,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,
11396265,home,Darmstadt 98,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,24,24,False,21.0,16.0,,,5.0,6.0,11.0,16.0,4.0,1.0,,1.0,,,,,74.0,33.0,6.5,10.0,0.0115706,2,,,,6.0,,,,,1.0,,2.0,3.0,2.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,0.09,0.2151,,,,,,
11396265,home,Darmstadt 98,Sebastian Polter,sebastian-polter,S. Polter,F,91,190,355,M,39733,EUR,670464000,F,40,40,False,22.0,11.0,,,6.0,7.0,5.0,15.0,7.0,,,1.0,,,,,74.0,32.0,6.7,14.0,0.0172214,1,,,,2.0,,,,,,,1.0,4.0,1.0,,,2.0,1.0,,,,,3.0,,1.0,,0.1045,0.1233,,,,,,
11396265,home,Darmstadt 98,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,27,27,False,39.0,35.0,3.0,1.0,19.0,21.0,18.0,25.0,7.0,4.0,2.0,3.0,7.0,,,,90.0,72.0,6.3,16.0,0.284132,4,,,,4.0,1.0,,,,1.0,,,1.0,1.0,,,3.0,2.0,7.0,2.0,,,3.0,,2.0,2.0,0.3977,0.7669,1.0,,,,,
