match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_penaltyConceded,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_hitWoodwork,player_sofascoreId,stat_lastManTackle,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_bigChanceCreated
14062207,home,SV Werder Bremen,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194,1073,M,1083390,EUR,1082073600,G,30,30,False,32.0,23.0,14.0,7.0,0.0,19.0,23.0,4.0,9.0,1.0,1.0,3.0,8.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,90.0,44.0,6.2,9.0,0.00092301,92.140954288128,10.0,52.751559043653,0.0,0.3401,0,-0.4935,-0.02,0.04,-0.35,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Niklas Stark,,,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,20.0,16.0,2.0,,0.0,15.0,16.0,1.0,4.0,,2.0,,1.0,,1.0,,,,,,,45.0,26.0,5.9,5.0,0.00043168,51.788452399907,8.0,10.887096494846,0.0,,0,,0.01,0.03,-0.39,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Marco Friedl,,,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,44.0,39.0,7.0,2.0,0.0,27.0,27.0,12.0,17.0,1.0,5.0,5.0,6.0,,,,,,,,,90.0,56.0,6.8,5.0,0.00785886,112.40469762113,17.0,24.702225190897,0.0,,0,,0.17,0.11,-0.09,,2.0,1.0,1.0,4.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Karim Coulibaly,,,karim-coulibaly,K. Coulibaly,D,31,191,703,M,1797852,EUR,1179878400,D,31,31,False,16.0,12.0,1.0,,0.0,7.0,11.0,5.0,5.0,1.0,2.0,4.0,,,,,,,,,,61.0,22.0,6.5,4.0,0.00716699,16.234716328514,2.0,4.5374443218063,0.0,,0,,-0.03,0.0,-0.18,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Justin Njinmah,,,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,M,11,11,False,23.0,10.0,7.0,,0.0,7.0,15.0,3.0,8.0,,3.0,1.0,5.0,,,,,,,,,79.0,39.0,6.4,15.0,0.10198,57.073087251866,7.0,28.725662697908,2.0,,2,,0.16,0.27,-0.06,,1.0,,,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,0.0498,0.0383,16.510208026908,30.016457753657,1.0,-0.49,,,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Jens Stage,,,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,26.0,21.0,2.0,2.0,0.0,13.0,14.0,8.0,12.0,2.0,4.0,2.0,4.0,,,,,,,,,65.0,39.0,6.6,9.0,0.030643,41.660469017503,3.0,-37.379583294019,0.0,,2,,0.19,-0.05,-0.2,,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,,,0.109,,,,,-0.1,1.0,1.0,,,,,,,,,,,,
14062207,home,SV Werder Bremen,Senne Lynen,,,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,37.0,34.0,1.0,1.0,0.0,19.0,22.0,15.0,15.0,1.0,4.0,6.0,6.0,,,,,,,,,90.0,56.0,5.8,6.0,0.0376096,37.790650387878,9.0,17.257509425377,0.0,,0,,0.25,0.02,-0.81,,4.0,1.0,3.0,3.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
14062207,home,SV Werder Bremen,Felix Agu,,,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,11.0,8.0,2.0,1.0,0.0,5.0,5.0,3.0,6.0,2.0,4.0,1.0,7.0,,,,,,,,,65.0,30.0,7.0,8.0,0.181782,70.220698878484,7.0,34.930072665836,2.0,,1,,0.34,0.29,-0.01,,2.0,,3.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,,1.0,0.0493,,19.532868918943,31.937972902176,1.0,-0.21,3.0,,,,2.0,,,,,,,,,
14062207,home,SV Werder Bremen,Romano Schmid,,,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,F,20,20,False,42.0,25.0,6.0,4.0,0.0,10.0,16.0,15.0,26.0,1.0,9.0,,5.0,,,,,,,,,90.0,65.0,7.6,26.0,0.276516,152.56834024663,20.0,47.601421390559,2.0,,3,,0.33,0.3,-0.05,,4.0,2.0,1.0,6.0,5.0,,,,,3.0,3.0,2.0,1.0,,0.3133,0.6172,23.13752842088,50.776873840661,4.0,-0.68,1.0,,,,,1.0,2.0,,,,,,,
14062207,home,SV Werder Bremen,Cameron Puertas,,,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,F,18,18,False,46.0,37.0,,,0.0,20.0,25.0,17.0,21.0,,9.0,1.0,11.0,,2.0,,,,,,,90.0,71.0,7.1,14.0,0.027905,136.78704812601,16.0,10.082866099628,1.0,,2,,-0.31,0.2,0.0,,4.0,2.0,3.0,6.0,3.0,2.0,,,1.0,3.0,1.0,1.0,,,0.0695,,35.667745268043,38.957552489857,,-0.25,3.0,1.0,,,1.0,,1.0,,,,,,,
