match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_goalAssist,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,captain,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_ownGoals
10389849,home,Olympique de Marseille,Rubén Blanco,ruben-blanco,R. Blanco,G,188.0,391,M,180515,EUR,806630400,G,36,36,False,27.0,16.0,20.0,9.0,9.0,10.0,7.0,17.0,7.0,3.0,5.0,90.0,35.0,7.1,11.0,0.0,0.0,0.00122903,0,-0.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389849,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,182.0,34725,M,238612,EUR,776304000,D,99,99,False,50.0,39.0,7.0,4.0,18.0,23.0,21.0,28.0,4.0,,,90.0,62.0,6.9,14.0,0.0,0.0,0.0106888,0,,18,chancel22,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389849,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,187.0,808,M,339231,EUR,750384000,D,4,4,False,29.0,25.0,,,12.0,13.0,13.0,16.0,3.0,,,90.0,39.0,6.9,5.0,0.122,0.3002,0.0101603,2,,2,,,6.0,3.0,6.0,,5.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10389849,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,188.0,7165,M,928236,EUR,917308800,D,5,5,False,39.0,32.0,14.0,10.0,18.0,23.0,14.0,16.0,6.0,,,90.0,53.0,7.3,9.0,0.0,0.0,0.00789736,0,,5,leobalerdi5,,1.0,7.0,5.0,1.0,1.0,,4.0,2.0,,,,,1.0,6.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10389849,home,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,178.0,2004,M,821728,EUR,717379200,M,7,7,False,40.0,35.0,4.0,3.0,10.0,13.0,26.0,33.0,3.0,,,83.0,57.0,7.1,11.0,0.048,0.0,0.0310802,1,,92,,6.0,,5.0,1.0,1.0,2.0,,,1.0,,,,3.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
10389849,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,172.0,1149,M,581314,EUR,786758400,M,21,21,False,69.0,64.0,5.0,3.0,25.0,27.0,39.0,42.0,6.0,,,90.0,82.0,7.5,5.0,0.1894,0.0,0.119993,2,,21,,,3.0,5.0,8.0,1.0,,,3.0,,1.0,,,3.0,,1.0,3.0,1.0,,,,,,1.0,1.0,2.0,True,1.0,,,,,,,
10389849,home,Olympique de Marseille,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,185.0,7016,M,852404,EUR,924048000,M,6,6,False,57.0,52.0,8.0,5.0,19.0,19.0,33.0,40.0,9.0,,,77.0,72.0,7.0,9.0,0.0,0.0,0.0594699,0,,6,MatteoGuendouzi,2.0,1.0,5.0,4.0,,1.0,,4.0,,1.0,,,1.0,,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,
10389849,home,Olympique de Marseille,Nuno Tavares,nuno-tavares,N. Tavares,D,185.0,4853,M,944973,EUR,948844800,M,30,30,False,50.0,41.0,8.0,6.0,12.0,17.0,30.0,37.0,5.0,,,90.0,95.0,8.5,17.0,0.0232,0.3103,0.545006,1,,17,nuno_tavares71,4.0,2.0,8.0,9.0,1.0,4.0,,2.0,3.0,1.0,1.0,,2.0,,3.0,3.0,2.0,,4.0,,,1.0,5.0,3.0,,,,2.0,1.0,,,,,
10389849,home,Olympique de Marseille,Cengiz Ünder,cengiz-under,C. Ünder,F,173.0,4735,M,758876,EUR,868838400,F,17,17,False,28.0,17.0,7.0,2.0,6.0,9.0,13.0,26.0,,,,62.0,48.0,6.7,20.0,0.2528,0.2934,0.0459861,2,,11,cengizunder,7.0,,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,2.0,,,1.0,,1.0,,,2.0,1.0,,,
10389849,home,Olympique de Marseille,Gerson,gerson,Gerson,M,185.0,29866,M,611876,EUR,864086400,F,8,8,False,26.0,20.0,,,6.0,9.0,14.0,18.0,2.0,,,77.0,38.0,6.6,14.0,0.0,0.0,0.00765025,0,,11,gerson_santos,1.0,1.0,5.0,4.0,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,3.0,,,,
