match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside
12530879,home,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189,266,M,173933,EUR,728697600,G,1,1,False,34.0,24.0,12.0,2.0,0.0,24.0,28.0,6.0,11.0,1.0,1.0,1.0,2.0,2.0,90.0,39.0,6.7,10.0,9.814e-05,0,0.1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530879,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,88,M,355004,EUR,855792000,D,5,5,False,50.0,37.0,4.0,2.0,0.0,23.0,27.0,23.0,3.0,,,,,,90.0,73.0,7.3,16.0,0.0099663,1,,14.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,0.2171,0.331,,,,,,,,,,,,,,,
12530879,home,Gaziantep FK,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,54.0,48.0,7.0,5.0,0.0,41.0,43.0,11.0,,,,,,,75.0,66.0,6.8,7.0,0.002771,0,,7.0,3.0,2.0,5.0,3.0,,,,,6.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
12530879,home,Gaziantep FK,Enric Saborit,enric-saborit,E. Saborit,D,26,186,78,M,253303,EUR,704332800,D,13,13,False,62.0,48.0,11.0,5.0,0.0,30.0,35.0,27.0,6.0,,,,,,90.0,73.0,6.9,15.0,0.0120143,1,,18.0,1.0,2.0,3.0,3.0,,,,,5.0,2.0,1.0,,,0.0901,,2.0,,,,1.0,1.0,1.0,,,,,,,,
12530879,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,35.0,30.0,2.0,2.0,0.0,15.0,20.0,15.0,5.0,,,,,,90.0,41.0,7.0,5.0,0.0355938,1,,15.0,1.0,,4.0,3.0,1.0,1.0,1.0,,,,,1.0,2.0,0.0737,0.0941,1.0,,,,,1.0,1.0,1.0,,,,,,,
12530879,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,M,18,18,False,40.0,31.0,2.0,2.0,0.0,8.0,9.0,36.0,3.0,,,,,,88.0,53.0,7.9,15.0,0.256208,1,,24.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0384,0.0358,,,,,,,,4.0,5.0,1.0,1.0,,,,
12530879,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,27.0,22.0,1.0,1.0,2.0,6.0,7.0,24.0,3.0,,,,,,90.0,44.0,7.8,12.0,0.0587953,3,,17.0,,1.0,6.0,3.0,2.0,2.0,,,,2.0,2.0,,4.0,0.1282,,1.0,,,,,,,3.0,4.0,1.0,1.0,1.0,3.0,,
12530879,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,35.0,31.0,3.0,2.0,1.0,14.0,14.0,27.0,3.0,,,,,,76.0,52.0,7.2,12.0,0.307422,1,,21.0,1.0,,6.0,1.0,,,,,1.0,,,,,0.0818,,,,,,,1.0,1.0,4.0,6.0,4.0,5.0,1.0,1.0,True,
12530879,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,M,7,7,False,43.0,33.0,3.0,2.0,0.0,14.0,17.0,27.0,3.0,,,,,,90.0,72.0,6.7,17.0,0.106367,0,,19.0,2.0,2.0,7.0,5.0,4.0,2.0,,,1.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,2.0
12530879,home,Gaziantep FK,Kenan Kodro,kenan-kodro,K. Kodro,F,19,187,435,M,591140,EUR,745718400,F,19,19,False,12.0,8.0,,,0.0,1.0,1.0,11.0,1.0,,,,,,56.0,17.0,6.7,5.0,0.00443869,1,,7.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,0.079,,,,,,1.0,,,,,,,,,,
