match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork
10433966,home,Antalyaspor,Muhammed Alperen Uysal,muhammed-alperen-uysal,M. A. Uysal,G,1,190,11,M,97960,EUR,757382400,G,1,1,False,28.0,17.0,19.0,8.0,14.0,20.0,3.0,8.0,8.0,1.0,3.0,4.0,90.0,38.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433966,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,28.0,24.0,3.0,1.0,14.0,15.0,11.0,15.0,1.0,,,,90.0,50.0,6.4,9.0,1,2.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433966,home,Antalyaspor,Christian Luyindama,christian-luyindama,C. Luyindama,D,,191,355,,867191,EUR,757987200,D,28,28,False,41.0,32.0,9.0,1.0,26.0,27.0,6.0,14.0,3.0,,,,90.0,53.0,6.6,10.0,0,,,1.0,2.0,2.0,1.0,,,4.0,1.0,,,,,2.0,4.0,1.0,,,,,,,,,,,,,
10433966,home,Antalyaspor,Ömer Toprak,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,44.0,37.0,5.0,,27.0,28.0,10.0,16.0,6.0,,,,90.0,63.0,6.9,9.0,1,,,1.0,3.0,6.0,,1.0,1.0,7.0,,3.0,1.0,1.0,,3.0,3.0,,,,,,,,,,,,,,
10433966,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,34.0,27.0,6.0,2.0,17.0,19.0,11.0,18.0,9.0,,,,90.0,63.0,7.1,14.0,0,3.0,1.0,,4.0,5.0,1.0,,,,,4.0,4.0,2.0,1.0,1.0,5.0,1.0,True,1.0,1.0,,,,,,,,,,
10433966,home,Antalyaspor,Fernando,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,59.0,47.0,6.0,5.0,32.0,36.0,15.0,25.0,10.0,,,,90.0,74.0,7.4,16.0,3,2.0,,1.0,6.0,4.0,2.0,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,
10433966,home,Antalyaspor,Ufuk Akyol,ufuk-akyol,U. Akyol,M,19,180,30,M,859546,EUR,872640000,M,19,19,False,29.0,22.0,1.0,,10.0,12.0,12.0,17.0,4.0,,,,90.0,41.0,7.2,8.0,0,,,2.0,3.0,8.0,,,,2.0,,4.0,3.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,
10433966,home,Antalyaspor,Sinan Gümüş,sinan-gumus,S. Gümüş,F,,179,110,M,169165,EUR,758592000,M,77,77,False,16.0,14.0,,,3.0,4.0,11.0,13.0,1.0,,,,71.0,26.0,6.7,4.0,0,1.0,,,4.0,5.0,2.0,1.0,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,
10433966,home,Antalyaspor,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,435,M,39438,EUR,545184000,M,10,10,False,6.0,4.0,1.0,,,,4.0,6.0,,,,,71.0,18.0,6.6,3.0,2,,,1.0,3.0,8.0,,,,1.0,,1.0,1.0,1.0,1.0,3.0,,,,2.0,,1.0,1.0,1.0,,3.0,,,,1.0,
10433966,home,Antalyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,,,,,,,,,,,,,9.0,4.0,6.3,3.0,0,,,,2.0,1.0,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,
