match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_goalAssist,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11453198,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,29.0,18.0,16.0,5.0,18.0,20.0,9.0,1.0,2.0,1.0,1.0,12.0,2.0,1.0,2.0,90.0,42.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175.0,54,M,1210456,EUR,1071014400,D,15,15,False,46.0,38.0,3.0,1.0,25.0,26.0,21.0,1.0,8.0,3.0,3.0,3.0,,,,82.0,67.0,7.0,11.0,0,13.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,4,4,False,85.0,75.0,9.0,2.0,50.0,51.0,34.0,4.0,11.0,,,,,,,90.0,101.0,7.4,10.0,0,25.0,,3.0,,,6.0,6.0,5.0,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,59.0,53.0,7.0,3.0,42.0,46.0,13.0,1.0,2.0,,,3.0,,,,90.0,66.0,6.8,7.0,1,11.0,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Ebrahim Alshuyl,ebrahim-alshuyl,E. Alshuyl,D,26,169.0,15,M,949069,EUR,785376000,D,26,26,False,32.0,29.0,,,16.0,19.0,14.0,,1.0,1.0,,1.0,,,,90.0,52.0,6.4,7.0,0,13.0,1.0,6.0,,1.0,1.0,,,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,101.0,94.0,8.0,7.0,52.0,56.0,45.0,,1.0,,,4.0,,,,90.0,108.0,7.6,7.0,0,42.0,,2.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,4.0,,,,,True,1.0,,,,,,,,,,,
11453198,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,70.0,67.0,5.0,4.0,34.0,36.0,34.0,,2.0,,,5.0,,,,89.0,76.0,7.0,4.0,0,33.0,,2.0,,,,2.0,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Mateus Castro,mateus-castro,Mateus Castro,F,10,167.0,280,M,815630,EUR,779241600,M,16,16,False,44.0,36.0,3.0,1.0,24.0,26.0,22.0,,7.0,4.0,4.0,7.0,,,,82.0,59.0,7.9,12.0,2,12.0,4.0,,,,,2.0,2.0,,1.0,,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
11453198,home,Al-Taawoun,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,19,19,False,51.0,45.0,1.0,,22.0,22.0,29.0,,1.0,1.0,1.0,3.0,,,,82.0,62.0,7.0,9.0,3,23.0,,2.0,,2.0,,,,,,,2.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
11453198,home,Al-Taawoun,Musa Barrow,musa-barrow,M. Barrow,F,99,183.0,3277,M,916680,EUR,911001600,M,99,99,False,44.0,35.0,4.0,3.0,10.0,12.0,33.0,1.0,3.0,4.0,2.0,7.0,,,,90.0,61.0,8.6,15.0,4,26.0,1.0,4.0,1.0,,1.0,,,3.0,,,1.0,1.0,,1.0,,,,,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,
11453198,home,Al-Taawoun,Abdulfattah Adam Mohammed,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400,F,88,88,False,23.0,23.0,,,10.0,10.0,13.0,,2.0,2.0,1.0,1.0,,,,81.0,35.0,7.2,9.0,1,13.0,,5.0,,4.0,,,,2.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,
11453198,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,93,93,True,6.0,3.0,2.0,,3.0,4.0,2.0,,,,,,,,,9.0,7.0,6.5,3.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400,D,11,11,True,7.0,7.0,,,3.0,3.0,4.0,,,,,1.0,,,,8.0,10.0,6.6,,0,4.0,,,,,,,,,,,,,1.0,,1.0,Fahad Al Abdulrazzaq,,,,,,,,,,,,,,
11453198,home,Al-Taawoun,Ahmed Bahusayn,ahmed-bahusayn,A. Bahusayn,M,29,170.0,41,M,1113791,EUR,981676800,M,29,29,True,11.0,10.0,1.0,1.0,5.0,6.0,5.0,1.0,2.0,2.0,1.0,1.0,,,,8.0,13.0,6.4,2.0,0,5.0,,3.0,1.0,,,,,,,1.0,,,,,,Ahmed Bahusayn,,,,,,,,,,,,,,
