match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_errorLeadToAShot
14083572,home,Real Betis,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,949,M,964983,EUR,869788800,G,1,1,False,35.0,27.0,19.0,11.0,0.0,24.0,25.0,3.0,10.0,2.0,6.0,1.0,2.0,1.0,90.0,42.0,6.8,9.0,0.00041529,27.896493866649,5.0,13.794946416386,0.0,0.0465,0,0.1408,0.08,0.01,-0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176,889,M,893062,EUR,827452800,D,24,24,False,21.0,18.0,1.0,1.0,0.0,10.0,11.0,8.0,10.0,2.0,3.0,,,,69.0,45.0,6.7,9.0,0.012757,37.203447547929,6.0,25.018122926168,0.0,,0,,-0.1,0.07,-0.11,,True,2.0,1.0,2.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1163,M,305278,EUR,745459200,D,3,3,False,23.0,21.0,2.0,,0.0,16.0,16.0,5.0,7.0,3.0,2.0,,,,90.0,36.0,6.0,3.0,0.00220209,34.44514454175,6.0,6.7907838432051,0.0,,0,,0.07,0.04,-0.28,,,,2.0,1.0,6.0,2.0,2.0,,,,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Natan,natan,Natan,D,4,188,3280,M,1015287,EUR,981417600,D,4,4,False,47.0,41.0,9.0,3.0,0.0,31.0,32.0,10.0,15.0,6.0,3.0,,,,90.0,56.0,6.6,6.0,0.00248831,206.98966043652,20.0,93.944948357793,3.0,,0,,0.05,0.08,0.13,,,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,2.0,24.647892296536,65.387663869766,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1733,M,67769,EUR,714700800,D,12,12,False,27.0,19.0,4.0,,0.0,11.0,15.0,8.0,12.0,,1.0,,,,70.0,35.0,6.4,10.0,0.00461394,78.90384049693,13.0,34.897458794279,0.0,,0,,0.0,0.07,-0.07,,,1.0,,1.0,3.0,2.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2768,M,816763,EUR,824947200,M,8,8,False,27.0,24.0,1.0,,0.0,9.0,11.0,15.0,16.0,,3.0,,,,61.0,34.0,6.5,5.0,0.148713,14.953695993877,4.0,-2.1056413094746,0.0,,0,,0.35,-0.05,-0.08,,,3.0,,,3.0,,1.0,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
14083572,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184,1517,M,847128,EUR,848966400,M,21,21,False,44.0,40.0,3.0,2.0,0.0,15.0,16.0,25.0,28.0,1.0,2.0,,,,90.0,53.0,6.8,4.0,0.0400301,132.60150980923,15.0,69.547827758055,1.0,,1,,0.25,0.17,-0.06,,,,1.0,,4.0,2.0,1.0,,,,2.0,,,,2.0,2.0,,27.466740318772,28.150655836055,,,1.0,0.0256,0.0,,,,,,,,,,,
14083572,home,Real Betis,Álvaro Fidalgo,alvaro-fidalgo,Á. Fidalgo,M,15,174,3896,M,838629,EUR,860544000,M,15,15,False,37.0,36.0,1.0,1.0,0.0,13.0,13.0,23.0,24.0,1.0,2.0,,,,75.0,49.0,6.8,4.0,0.0262877,105.34216873601,14.0,7.9628579682168,0.0,,0,,0.13,0.06,-0.05,,,1.0,2.0,,5.0,5.0,2.0,,,,1.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14083572,home,Real Betis,Antony,antony,Antony,M,7,172,218925,M,958380,EUR,951350400,F,7,7,False,35.0,28.0,1.0,1.0,0.0,4.0,5.0,24.0,30.0,1.0,2.0,,,,90.0,52.0,7.2,12.0,0.104083,163.57531323286,15.0,136.57457434862,6.0,,6,,0.44,0.43,-0.02,,,2.0,,,2.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,33.944223701647,105.32980977163,,1.0,4.0,1.0055,-0.59,Antony,2.0,1.0,1.0,0.2027,,,,,,
14083572,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,45633,M,115665,EUR,671328000,F,11,11,False,14.0,13.0,1.0,1.0,0.0,2.0,3.0,11.0,11.0,1.0,3.0,,,,45.0,23.0,7.8,2.0,0.208881,35.10478761157,5.0,16.544893588297,0.0,,2,,0.25,0.35,0.2,,,,2.0,,5.0,2.0,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,2.0,,0.4383,0.46,bakambu17,,1.0,1.0,0.795,1.0,1.0,,,,
