match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,confirmed,isHome,id,incidentClass,player_id,player_name,length,playerName,reason,rescinded,injury,from
14032400,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14032400,,,,,90,3.0,,1,,,varDecision,False,True,94958.0,goalAwarded,1065233.0,Max Dean,,,,,,
14032400,,,,,90,0.0,,1,,,injuryTime,,,,,,,10.0,,,,,
14032400,,,,,89,,,2,,,card,,False,124607899.0,yellow,1001201.0,Łukasz Łakomy,,Łukasz Łakomy,Foul,False,,
14032400,,,,,88,,,3,,,substitution,,False,125454772.0,regular,,,,,,,False,
14032400,,,,,78,,,13,,,card,,False,124607853.0,yellow,997827.0,Kyan Vaesen,,Kyan Vaesen,Foul,False,,
14032400,,,,,77,,,14,,,substitution,,True,125454728.0,regular,,,,,,,False,
14032400,,,,,77,,,14,,,substitution,,True,125454727.0,regular,,,,,,,False,
14032400,,,,,77,,,14,,,substitution,,False,125454729.0,regular,,,,,,,False,
14032400,,,,,77,,,14,,,substitution,,False,125454719.0,regular,,,,,,,False,
14032400,,,,,70,,,21,,,card,,False,124607809.0,yellow,862821.0,Youssef Maziz,,Youssef Maziz,,False,,
14032400,,1.0,3.0,,70,,,21,,,goal,,False,337375810.0,regular,862821.0,Youssef Maziz,,,,,,
14032400,,,,,69,,,22,,,substitution,,False,125454690.0,injury,,,,,,,True,
14032400,,,,,69,,,22,,,substitution,,False,125454689.0,regular,,,,,,,False,
14032400,,,,,67,,,24,,,substitution,,True,125454671.0,injury,,,,,,,True,
14032400,,,,,57,,,34,,,card,,False,124607764.0,yellow,959820.0,Óscar Gil,,Óscar Gil,Time wasting,False,,
14032400,,1.0,2.0,,54,,,37,,,goal,,True,337374485.0,regular,2048955.0,Hyllarion Goore,,,,,,
14032400,,,,,51,,,40,,,card,,True,124607749.0,yellow,842164.0,Siebe Van Der Heyden,,Siebe Van Der Heyden,Argument,False,,
14032400,HT,0.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14032400,,,,,45,2.0,,1,,,card,,True,124607640.0,yellow,2048955.0,Hyllarion Goore,,Hyllarion Goore,Foul,False,,
14032400,,,,,45,0.0,,1,,,injuryTime,,,,,,,4.0,,,,,
14032400,,,,,38,,,8,,,substitution,,True,125454350.0,regular,,,,,,,False,
14032400,,,,,38,,,8,,,substitution,,True,125454349.0,regular,,,,,,,False,
14032400,,,,,32,,,14,,,card,,False,124607545.0,yellow,1129502.0,Roggerio Nyakossi,,Roggerio Nyakossi,Foul,False,,
14032400,,0.0,2.0,,25,,,21,,,goal,,False,337367499.0,penalty,190413.0,Siebe Schrijvers,,,,,,penalty
14032400,,,,,23,,,23,,,varDecision,False,False,94946.0,penaltyNotAwarded,190413.0,Siebe Schrijvers,,,,,,
14032400,,0.0,1.0,,17,,,29,,,goal,,False,337366065.0,regular,1129502.0,Roggerio Nyakossi,,,,,,
