match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_punches,stat_hitWoodwork
14572703,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,37.0,27.0,14.0,5.0,0.0,23.0,25.0,4.0,12.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,90.0,45.0,6.5,10.0,0.00100478,0.1901,0,-0.1565,0.04,0.02,-0.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572703,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,55.0,44.0,10.0,2.0,0.0,18.0,20.0,26.0,35.0,6.0,6.0,,,,,,90.0,74.0,6.6,14.0,0.0383236,,0,,0.16,0.17,-0.14,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14572703,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,76.0,71.0,5.0,3.0,0.0,47.0,47.0,24.0,29.0,3.0,,,,,,,90.0,83.0,6.7,6.0,0.0113443,,0,,0.28,0.16,-0.33,,,3.0,5.0,,,,,,1.0,3.0,,1.0,True,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14572703,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,69.0,58.0,5.0,2.0,0.0,33.0,36.0,25.0,33.0,1.0,4.0,,,,,,90.0,87.0,7.5,14.0,0.0475222,,1,,0.29,0.39,-0.11,,1.0,3.0,9.0,1.0,3.0,2.0,4.0,2.0,,2.0,,,,,1.0,,1.0,Jayden Oosterwolde,,1.0,2.0,1.0,0.0472,-0.19,,,,,,,,,,,
14572703,home,Fenerbahçe,Archie Brown,brown-archie,A. Brown,D,3,190,3095,M,,1009738,EUR,1022544000,D,3,3,False,41.0,36.0,2.0,2.0,0.0,18.0,18.0,18.0,23.0,4.0,3.0,,,,,,90.0,70.0,6.6,11.0,0.0332734,,0,,-0.04,0.1,-0.08,,2.0,4.0,3.0,,5.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14572703,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,36.0,30.0,5.0,4.0,1.0,8.0,12.0,22.0,24.0,,2.0,,,,,,64.0,45.0,7.1,8.0,0.15022,,3,,0.41,0.03,-0.1,,,4.0,3.0,1.0,,,2.0,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,0.1364,-0.51,1.0,1.0,2.0,,,,,,,,
14572703,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,53.0,45.0,1.0,,1.0,22.0,23.0,23.0,30.0,1.0,6.0,,,,,,73.0,65.0,7.0,10.0,0.0807346,,0,,0.29,0.17,-0.13,,,5.0,5.0,2.0,3.0,3.0,1.0,1.0,,1.0,,5.0,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,,
14572703,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,16.0,15.0,,,0.0,6.0,7.0,9.0,9.0,,1.0,,,,,,64.0,26.0,6.2,4.0,0.056258,,1,,-0.3,-0.56,-0.12,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,,,,,1.0,0.0321,-0.28,,,,1.0,0.0572,,,,,,
14572703,home,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174,10361,M,d.nene10,1102788,EUR,1040601600,F,45,45,False,38.0,33.0,,,0.0,11.0,11.0,22.0,27.0,,6.0,,,,,,81.0,61.0,6.8,13.0,0.240414,,1,,0.34,-0.23,-0.04,,4.0,8.0,6.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,Nene Dorgeles,,1.0,,1.0,0.0213,-0.06,1.0,1.0,,,,1.0,,,,,
14572703,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,False,10.0,9.0,,,0.0,5.0,5.0,4.0,5.0,1.0,,,,,,,90.0,21.0,6.9,3.0,0.133647,,3,,0.33,0.32,-0.01,,1.0,4.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,0.4035,-0.56,,,1.0,,,,1.0,,,,
