match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalCross,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,captain,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,player_firstName,player_lastName,stat_outfielderBlock,stat_errorLeadToAShot
10433838,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,44.0,29.0,21.0,6.0,28.0,34.0,1.0,10.0,1.0,7.0,1.0,3.0,90.0,53.0,7.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433838,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,51.0,47.0,3.0,3.0,26.0,28.0,21.0,23.0,1.0,5.0,,,90.0,70.0,7.4,5.0,0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10433838,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,507,M,839982,EUR,837561600,D,5,5,False,88.0,82.0,9.0,6.0,49.0,50.0,33.0,38.0,2.0,4.0,,,90.0,92.0,7.1,7.0,0,2.0,3.0,2.0,3.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10433838,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1808,M,985934,EUR,909446400,D,55,55,False,106.0,97.0,10.0,6.0,58.0,60.0,39.0,46.0,4.0,10.0,,,90.0,117.0,7.2,11.0,1,,4.0,2.0,5.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10433838,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,139,M,248529,EUR,687052800,D,60,60,False,57.0,53.0,7.0,5.0,19.0,19.0,34.0,44.0,2.0,2.0,,,90.0,88.0,7.6,17.0,2,2.0,3.0,5.0,5.0,,,2.0,2.0,2.0,4.0,,3.0,1.0,,,2.0,6.0,1.0,1.0,,,,,,,,,,,
10433838,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,291,M,252207,EUR,728265600,M,23,23,False,49.0,42.0,2.0,1.0,21.0,24.0,22.0,29.0,,8.0,,,86.0,62.0,6.9,13.0,0,,1.0,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,4.0,,,1.0,,,,,,,,,,
10433838,home,Başakşehir FK,Lucas Biglia,lucas-biglia,L. Biglia,M,,178,317,,17799,EUR,507427200,M,20,20,False,53.0,47.0,4.0,3.0,29.0,30.0,19.0,25.0,,7.0,,,58.0,65.0,7.5,9.0,0,,,2.0,6.0,,,1.0,5.0,3.0,2.0,1.0,2.0,1.0,,,,2.0,,,1.0,,,,,,,,,,
10433838,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,False,60.0,54.0,6.0,5.0,25.0,26.0,30.0,35.0,1.0,7.0,,,90.0,74.0,7.5,9.0,0,1.0,,2.0,7.0,,,1.0,4.0,2.0,3.0,3.0,2.0,,,,,1.0,,,1.0,True,,,,,,,,,
10433838,home,Başakşehir FK,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34487,M,218160,EUR,810345600,F,9,9,False,32.0,28.0,2.0,2.0,10.0,10.0,18.0,23.0,,4.0,,,86.0,48.0,6.5,11.0,2,1.0,1.0,4.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,bertrandtraore10,1.0,1.0,1.0,,,,,
10433838,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,356,M,988909,EUR,926985600,F,17,17,False,8.0,4.0,,,1.0,2.0,3.0,6.0,,1.0,,,58.0,17.0,6.5,8.0,0,1.0,,3.0,1.0,1.0,,1.0,,,2.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,
10433838,home,Başakşehir FK,Mounir Chouiar,mounir-chouiar,M. Chouiar,M,23,178,1621,M,845274,EUR,917049600,F,11,11,False,32.0,26.0,4.0,3.0,7.0,8.0,19.0,25.0,,3.0,,,65.0,49.0,6.9,16.0,1,,,5.0,3.0,5.0,2.0,1.0,1.0,,4.0,,,2.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,
