match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_goals,stat_ownGoals,stat_totalOffside,stat_goalAssist,stat_totalKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork
10665963,away,Al Batin,Maurício Antônio,,,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,68.0,59.0,9.0,4.0,43.0,46.0,16.0,22.0,5.0,7.0,,,90.0,77.0,7.0,9.0,1,,4.0,1.0,5.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,
10665963,away,Al Batin,Thibault Peyre,,,thibault-peyre,T. Peyre,D,23,182.0,18,M,252141,EUR,718070400.0,D,23,23,False,65.0,62.0,2.0,2.0,42.0,43.0,20.0,22.0,3.0,4.0,,,90.0,78.0,7.2,4.0,1,,4.0,2.0,8.0,1.0,,1.0,,1.0,,,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,
10665963,away,Al Batin,Abdullah Al Yousif,,,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200.0,D,13,13,False,45.0,40.0,3.0,2.0,21.0,23.0,19.0,22.0,5.0,11.0,,,89.0,65.0,7.0,5.0,0,,,6.0,8.0,2.0,,,,3.0,1.0,,,,7.0,6.0,,1.0,,,,,,,,,,,,
10665963,away,Al Batin,André Bukia,,,andre-bukia,A. Bukia,M,95,173.0,95,M,798904,EUR,794188800.0,M,11,11,False,38.0,32.0,3.0,1.0,12.0,12.0,21.0,31.0,,7.0,,,90.0,56.0,7.1,16.0,1,,,4.0,5.0,,1.0,,,,,1.0,,,2.0,1.0,1.0,,5.0,1.0,6.0,3.0,2.0,,,,,,,
10665963,away,Al Batin,Mudasiru Salifu,Mudasiru,Salifu,mudasiru-salifu,M. Salifu,M,,177.0,195,M,1392856,EUR,859852800.0,M,90,90,False,41.0,37.0,1.0,1.0,19.0,21.0,18.0,20.0,2.0,11.0,,,56.0,51.0,7.1,5.0,0,,2.0,6.0,5.0,,,,2.0,4.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,
10665963,away,Al Batin,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,M,6,6,False,70.0,64.0,7.0,5.0,30.0,32.0,34.0,39.0,,12.0,,,90.0,85.0,6.8,11.0,0,,1.0,6.0,7.0,4.0,,,,,,2.0,,,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
10665963,away,Al Batin,Yousef Al-Shammari,,,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,M,7,7,False,38.0,30.0,5.0,1.0,13.0,14.0,18.0,27.0,3.0,5.0,,,90.0,68.0,6.4,19.0,2,,2.0,5.0,8.0,1.0,2.0,,,,2.0,,,,1.0,,6.0,5.0,3.0,1.0,2.0,,1.0,,,,,,,
10665963,away,Al Batin,Andrés Roa,,,andres-roa,A. Roa,F,,175.0,286,M,832707,EUR,738201600.0,F,10,10,False,44.0,32.0,3.0,1.0,3.0,3.0,29.0,42.0,,8.0,,,90.0,72.0,6.7,25.0,1,,,11.0,9.0,4.0,,,,1.0,1.0,4.0,1.0,,2.0,,6.0,3.0,1.0,,5.0,4.0,2.0,,,,,,,
10665963,away,Al Batin,Renzo López,,,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400.0,F,31,31,False,11.0,5.0,,,2.0,3.0,3.0,8.0,,1.0,,,90.0,26.0,6.8,11.0,3,,3.0,9.0,4.0,,,,,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,,1.0,1.0
10665963,away,Al Batin,Yahya Al-Qarani,,,yahya-al-qarani,Y. Al-Qarani,M,15,162.0,1,M,949221,EUR,894240000.0,M,17,17,True,18.0,17.0,3.0,2.0,5.0,5.0,12.0,14.0,,5.0,,,34.0,24.0,6.3,4.0,0,,,2.0,2.0,,,,,1.0,,,,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,
10665963,away,Al Batin,Abdulkareem Al Mezail,Abdulkareem Al Mezail,,abdulkareem-al-mezail,A. A. Mezail,D,,172.0,2,M,1087419,EUR,934070400.0,M,2,2,True,9.0,7.0,,,3.0,3.0,5.0,9.0,,,,,15.0,18.0,6.1,8.0,0,,,4.0,,,,,,1.0,,1.0,,,,,1.0,,3.0,1.0,2.0,,,,,,,,,
10665963,away,Al Batin,Mohammed Naji,Mohammed,Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,9.0,5.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Meshaal Huriss,Meshaal Huriss,,meshaal-huriss,M. Huriss,G,1,185.0,2,M,1085983,EUR,846892800.0,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Nawaf Al-Sehimai,,,nawaf-al-sehimai,N. Al-Sehimai,M,94,169.0,1,M,923013,EUR,783993600.0,M,94,94,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Yousef Fawaz,Yousef Fawaz,,yousef-fawaz,Y. Fawaz,M,77,173.0,9,M,1214204,EUR,1013644800.0,F,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Abdullah Al-Barrih,Abdullah Al-Barrih,,abdullah-al-barrih,A. Al-Barrih,M,10,178.0,1,M,1084261,EUR,868838400.0,M,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Hassan Ghazwani,Hassan,Ghazwani,hassan-ghazwani,H. Ghazwani,M,,168.0,1,M,849662,EUR,767750400.0,M,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665963,away,Al Batin,Abdulrahman Saad Al Dhafiri,Abdulrahman Saad,,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,F,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
