match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_accurateCross,stat_hitWoodwork,stat_unsuccessfulTouch,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_goals
10909914,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201.0,1214,M,19314,EUR,574560000,G,20,20,False,13.0,10.0,4.0,1.0,10.0,10.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,20.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909914,home,Tottenham Hotspur,Japhet Tanganga,japhet-tanganga,J. Tanganga,D,2,186.0,700,M,836693,EUR,922838400,D,25,25,False,84.0,82.0,4.0,3.0,27.0,28.0,57.0,2.0,6.0,,,,,90.0,94.0,7.2,4.0,1,,,55.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
10909914,home,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,566102,EUR,834537600,D,6,6,False,93.0,87.0,11.0,11.0,35.0,41.0,52.0,2.0,9.0,,,,,90.0,99.0,7.4,7.0,1,,,52.0,,2.0,,2.0,1.0,,,,1.0,1.0,,,,DAVINSON,1.0,1.0,1.0,,,,,,,,,,,,
10909914,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181.0,2686,M,94758,EUR,735609600,D,33,33,False,90.0,83.0,6.0,2.0,23.0,26.0,66.0,2.0,3.0,,,,,90.0,105.0,7.0,9.0,0,,,60.0,2.0,2.0,1.0,4.0,4.0,,,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,
10909914,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,,183.0,10094,M,856123,EUR,916272000,M,12,12,False,77.0,69.0,4.0,1.0,18.0,20.0,62.0,,4.0,,,,,90.0,99.0,7.3,13.0,3,,,53.0,5.0,,,,4.0,,2.0,,1.0,,3.0,,1.0,emerson_royal,,1.0,,,,2.0,1.0,1.0,,,,,,,
10909914,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185.0,32532,M,1002711,EUR,1031961600,M,29,29,False,94.0,85.0,13.0,9.0,26.0,29.0,66.0,1.0,11.0,,,,,90.0,115.0,7.7,13.0,1,,,59.0,1.0,1.0,1.0,5.0,8.0,1.0,,3.0,5.0,3.0,2.0,2.0,1.0,pape,,1.0,,1.0,,,,1.0,,,,,,,
10909914,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175.0,1307,M,859901,EUR,969062400,M,4,4,False,44.0,39.0,2.0,2.0,13.0,15.0,29.0,1.0,3.0,,,,,90.0,54.0,6.5,9.0,1,,,26.0,,4.0,1.0,5.0,2.0,,,,1.0,,,,1.0,,1.0,1.0,,,,,,4.0,1.0,,,,,,
10909914,home,Tottenham Hotspur,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178.0,1735,M,836698,EUR,958608000,M,19,19,False,42.0,34.0,2.0,,6.0,8.0,43.0,,5.0,,,,,77.0,74.0,6.9,23.0,1,,,29.0,9.0,2.0,1.0,6.0,3.0,1.0,1.0,,2.0,1.0,,,3.0,,,,,3.0,,1.0,,3.0,,1.0,1.0,1.0,,,
10909914,home,Tottenham Hotspur,Bryan Gil,bryan-gil,B. Gil,M,21,176.0,3604,M,910026,EUR,981849600,F,11,11,False,48.0,41.0,1.0,,14.0,15.0,34.0,,7.0,,,,,89.0,63.0,6.8,15.0,1,,,27.0,1.0,,,5.0,4.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,bryan11gil,,,,2.0,1.0,,,3.0,1.0,,1.0,,,,
10909914,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184.0,116471,M,111505,EUR,710553600,F,7,7,False,42.0,38.0,,,10.0,10.0,45.0,1.0,6.0,,,,,90.0,76.0,7.0,19.0,5,,,33.0,13.0,1.0,,7.0,2.0,2.0,2.0,,,,2.0,,2.0,HMSon,,3.0,,3.0,,5.0,,2.0,1.0,,,,,,
