match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11409193,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,26.0,21.0,11.0,6.0,16.0,16.0,5.0,10.0,13.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,6.8,5.0,0.0,0.0,0.00135193,0,-0.7236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409193,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,45.0,36.0,1.0,,14.0,14.0,22.0,34.0,3.0,,,,,,68.0,70.0,6.7,20.0,0.0,0.0,0.076357,0,,,,3.0,2.0,1.0,7.0,4.0,2.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409193,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,98.0,88.0,3.0,1.0,35.0,37.0,54.0,62.0,5.0,,,,,,90.0,107.0,7.1,11.0,0.1472,0.0,0.025743,1,,,,1.0,4.0,4.0,7.0,6.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11409193,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,92.0,82.0,13.0,9.0,33.0,34.0,51.0,60.0,10.0,,,,,,90.0,104.0,7.5,11.0,0.0,0.0,0.224641,0,,,,2.0,,,1.0,4.0,,,,,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,,True,1.0,,,,,,,,,,,,,,
11409193,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,18,18,False,42.0,29.0,2.0,,14.0,19.0,17.0,30.0,3.0,,,,,,82.0,70.0,7.7,21.0,0.0,0.0,0.239732,0,,,,7.0,1.0,4.0,4.0,11.0,,5.0,3.0,1.0,1.0,2.0,,,1.0,,1.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,
11409193,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,49.0,33.0,3.0,1.0,9.0,10.0,27.0,45.0,7.0,,,,,,90.0,81.0,7.5,23.0,0.1385,0.0,0.32081,1,,,,6.0,2.0,,8.0,5.0,1.0,5.0,1.0,,2.0,3.0,,1.0,,2.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11409193,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,58.0,52.0,5.0,3.0,17.0,17.0,36.0,42.0,3.0,,,,,,85.0,68.0,6.5,10.0,0.0,0.0,0.0294585,0,,,,1.0,2.0,2.0,6.0,3.0,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
11409193,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,31.0,27.0,2.0,1.0,17.0,18.0,10.0,14.0,3.0,,,,,,45.0,36.0,6.5,6.0,0.0,0.0,0.00579941,0,,,,1.0,1.0,,3.0,,,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
11409193,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,24.0,21.0,1.0,1.0,3.0,3.0,19.0,27.0,1.0,,,,,,90.0,50.0,6.8,12.0,0.7884,0.9812,0.356574,1,,,,6.0,,2.0,3.0,5.0,,3.0,2.0,1.0,3.0,1.0,,1.0,,,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,
11409193,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,9,9,False,25.0,19.0,,,9.0,9.0,10.0,16.0,2.0,,,,,,90.0,35.0,6.2,9.0,0.7139,0.1362,0.192539,3,,,,,1.0,3.0,5.0,4.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,
