match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,player_firstName,player_lastName,stat_totalCross,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_goalAssist,stat_blockedScoringAttempt,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
10385586,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,33.0,30.0,10.0,8.0,29.0,30.0,1.0,3.0,6.0,3.0,3.0,90.0,40.0,6.8,3.0,0.0,0.0,0.00021328,0,1.3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385586,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,47.0,46.0,2.0,2.0,16.0,16.0,30.0,31.0,3.0,,,45.0,49.0,7.4,1.0,0.0397,0.4638,0.0141255,1,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385586,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,103.0,96.0,5.0,3.0,60.0,64.0,36.0,39.0,2.0,,,90.0,109.0,6.7,7.0,0.0,0.0,0.0213094,0,,2.0,3.0,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385586,home,Manchester City,Aymeric Laporte,aymeric-laporte,A. Laporte,D,14,191,10335,M,laporte27,149734,EUR,769996800,D,14,14,False,108.0,105.0,1.0,1.0,41.0,42.0,64.0,67.0,4.0,,,90.0,118.0,6.7,5.0,0.0,0.0,0.0455779,0,,3.0,6.0,,,1.0,2.0,5.0,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385586,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,62.0,58.0,8.0,8.0,21.0,21.0,37.0,41.0,1.0,,,53.0,68.0,7.3,5.0,0.1839,0.0,0.0377626,1,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385586,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,68.0,63.0,6.0,4.0,28.0,29.0,36.0,42.0,6.0,,,90.0,78.0,6.5,10.0,0.0,0.0,0.0361862,0,,,5.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,3.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
10385586,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,F,2,2,False,70.0,65.0,5.0,4.0,29.0,29.0,36.0,45.0,4.0,,,90.0,87.0,6.8,11.0,0.0,0.0,0.0293413,0,,,6.0,,,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,4.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
10385586,home,Manchester City,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70808,M,RMahrez,158213,EUR,667094400,M,26,26,False,46.0,43.0,3.0,2.0,13.0,14.0,30.0,36.0,3.0,,,90.0,65.0,6.9,12.0,0.2375,0.4214,0.043779,4,,,3.0,1.0,,,,2.0,1.0,1.0,,,1.0,,,,4.0,1.0,3.0,1.0,,,1.0,,2.0,,1.0,2.0,,,,,,,,
10385586,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,44.0,37.0,6.0,5.0,11.0,11.0,27.0,42.0,2.0,,,62.0,69.0,7.7,21.0,0.0248,0.0,0.063158,1,,,2.0,,,,,3.0,,3.0,2.0,,1.0,,,,9.0,,3.0,,,1.0,,,2.0,1.0,1.0,1.0,True,1.0,,,,,,
10385586,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,F,10,10,False,41.0,35.0,2.0,1.0,6.0,6.0,29.0,37.0,2.0,,,74.0,57.0,7.4,8.0,0.0866,0.0,0.0518139,2,,1.0,2.0,,,,,9.0,,5.0,5.0,,2.0,,,,2.0,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,
