match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_totalTackle,stat_wasFouled,player_sofascoreId,stat_wonTackle,stat_keyPass,captain,stat_blockedScoringAttempt,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded,stat_hitWoodwork
10388261,home,Eintracht Frankfurt,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23574,M,871706,EUR,912816000,F,9,9,False,25.0,19.0,2.0,2.0,5.0,5.0,14.0,24.0,,3.0,,,,,90.0,54.0,7.9,17.0,1.4131,0.9553,0.51326,5,,,,4.0,4.0,3.0,13.0,11.0,1.0,9.0,4.0,2.0,,1.0,2.0,1.0,,4.0,RKM,,3.0,,,3.0,,1.0,,1.0,,1.0,1.0,,,,,,
10388261,home,Eintracht Frankfurt,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6899,M,794338,EUR,839203200,M,15,15,True,12.0,10.0,,,1.0,1.0,9.0,12.0,,2.0,,,,,16.0,18.0,6.8,4.0,0.2339,0.0,0.0705639,1,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,kamadadaichi,,,,1.0,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Lucas Alario,lucas-alario,L. Alario,F,27,184,1106,M,249893,EUR,718502400,F,21,21,True,2.0,,,,,,,2.0,,,,,,,11.0,3.0,6.5,2.0,0.0,0.0,0.0,0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Timothy Chandler,timothy-chandler,T. Chandler,M,22,186,267,M,40239,EUR,638668800,M,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Marcel Wenig,marcel-wenig,M. Wenig,M,6,188,117,M,1130114,EUR,1083628800,M,28,28,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Paxten Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,home,Eintracht Frankfurt,Faride Alidou,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,40.0,19.0,33.0,13.0,8.0,10.0,11.0,30.0,2.0,11.0,3.0,5.0,1.0,1.0,90.0,56.0,7.4,21.0,0.0,0.0,0.0041671,0,0.5829,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,
10388261,away,VfL Bochum 1848,Konstantinos Stafylidis,konstantinos-stafylidis,K. Stafylidis,D,3,177,196,M,110850,EUR,754790400,D,16,16,False,18.0,6.0,10.0,1.0,5.0,12.0,3.0,9.0,5.0,5.0,,,,,90.0,43.0,7.8,18.0,0.0306,0.0,0.292756,1,,,,3.0,2.0,1.0,3.0,7.0,,2.0,1.0,,,4.0,,,3.0,2.0,,2.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,,1.0,,
10388261,away,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,18.0,8.0,5.0,,6.0,8.0,2.0,10.0,5.0,6.0,,,,,64.0,35.0,6.3,11.0,0.0,0.0,0.0658841,0,,,,,1.0,4.0,6.0,4.0,1.0,,,,3.0,,3.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,
10388261,away,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,13.0,10.0,2.0,,7.0,8.0,3.0,5.0,5.0,2.0,,,,,90.0,24.0,6.6,3.0,0.0,0.0,0.00165398,0,,,,,2.0,1.0,6.0,4.0,,1.0,1.0,,1.0,,2.0,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,
10388261,away,VfL Bochum 1848,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,30,30,False,18.0,12.0,3.0,,10.0,11.0,2.0,7.0,7.0,6.0,,,,,84.0,35.0,6.4,6.0,0.0,0.0,0.0350555,0,,,,,4.0,1.0,8.0,3.0,,,,,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,18.0,9.0,2.0,,5.0,8.0,4.0,10.0,3.0,3.0,,,,,90.0,32.0,6.8,11.0,0.0,0.0,0.00140847,0,,,,,2.0,2.0,3.0,5.0,,,,,2.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,
10388261,away,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,17.0,12.0,2.0,1.0,7.0,10.0,5.0,7.0,6.0,6.0,,,,,90.0,35.0,6.2,9.0,0.4509,0.2215,0.00874419,2,,,,,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,True,,1.0,,,1.0,1.0,,,,,,,,,
10388261,away,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,27.0,20.0,4.0,1.0,8.0,9.0,12.0,19.0,3.0,4.0,,,,,84.0,45.0,7.0,10.0,0.0834,0.0,0.146947,2,,,,1.0,1.0,,4.0,6.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0
10388261,away,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,M,11,11,False,8.0,2.0,2.0,,2.0,4.0,,4.0,1.0,3.0,,,,,84.0,24.0,6.8,16.0,0.5593,0.6789,0.00015125,1,,,,,2.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,
10388261,away,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,22.0,13.0,,,6.0,6.0,7.0,16.0,6.0,2.0,,,,,90.0,38.0,6.9,12.0,0.0,0.0,0.00693165,0,,,,,10.0,8.0,12.0,10.0,2.0,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
10388261,away,VfL Bochum 1848,Christopher Antwi-Adjei,christopher-antwi-adjei,C. Antwi-Adjei,M,18,171,469,M,844203,EUR,760579200,F,22,22,False,15.0,11.0,2.0,,5.0,5.0,6.0,10.0,2.0,4.0,,,,,90.0,46.0,7.1,12.0,0.0326,0.0,0.0209016,1,,,,,1.0,1.0,6.0,8.0,1.0,2.0,2.0,,,,2.0,2.0,,5.0,,,,,,1.0,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,True,5.0,3.0,2.0,,3.0,3.0,,2.0,6.0,3.0,,,,,26.0,15.0,7.0,2.0,0.0,0.0,2.047e-05,0,,,,,2.0,3.0,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
10388261,away,VfL Bochum 1848,Vasilis Lampropoulos,vasilis-lampropoulos,V. Lampropoulos,D,24,185,107,M,32993,EUR,638755200,D,24,24,True,1.0,,,,,,,1.0,4.0,,,,,,11.0,10.0,7.1,1.0,0.0,0.0,0.0,0,,,,,1.0,2.0,1.0,4.0,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Simon Zoller,simon-zoller,S. Zoller,F,27,179,102,M,88471,EUR,677894400,F,9,9,True,,,,,,,,,,,,,,,11.0,1.0,6.5,,0.0,0.0,0.0,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,3.0,3.0,,,,,3.0,3.0,,1.0,,,,,11.0,4.0,6.5,,0.0,0.0,0.00130747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Michael Esser,michael-esser,M. Esser,G,,198,31,M,40371,EUR,564537600,G,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Jordi Osei-Tutu,jordi-osei-tutu,J. Osei-Tutu,D,14,179,224,M,908631,EUR,907286400,D,18,18,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388261,away,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,17,17,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
