match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_aerialLost,stat_wonContest,captain,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
14065143,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,40.0,16.0,35.0,11.0,0.0,7.0,9.0,9.0,31.0,8.0,2.0,2.0,90.0,42.0,5.9,24.0,0.00137488,0.1212,0,-0.7917,0.08,0.0,-0.19,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,23.0,15.0,5.0,2.0,0.0,10.0,10.0,5.0,13.0,1.0,,,90.0,37.0,8.9,10.0,0.23297,,2,,0.28,0.0,-0.3,,,,4.0,2.0,5.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,0.3191,0.9631,1.0,0.95,,,,,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,26.0,19.0,4.0,2.0,0.0,11.0,12.0,8.0,14.0,2.0,,,90.0,43.0,6.8,9.0,0.006578,,1,,-0.38,0.35,0.23,,,,4.0,2.0,6.0,,,,6.0,2.0,2.0,2.0,,,0.112,,,-0.45,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,30.0,29.0,4.0,3.0,0.0,13.0,14.0,16.0,16.0,6.0,,,90.0,40.0,6.9,2.0,0.210477,,0,,0.41,0.08,-0.25,,,,1.0,,2.0,,,,7.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,15.0,12.0,3.0,1.0,1.0,7.0,7.0,5.0,8.0,4.0,,,70.0,35.0,6.8,11.0,0.159131,,2,,0.18,0.27,-0.17,,,,1.0,5.0,4.0,2.0,,,,,2.0,,,1.0,0.0912,,2.0,-0.35,,1.0,,2.0,10.0,3.0,1.0,1.0,,,,,,,,,
14065143,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,24.0,14.0,,,0.0,7.0,10.0,7.0,14.0,4.0,,,90.0,42.0,6.2,16.0,0.00926245,,0,,-0.12,0.01,-0.3,,,,2.0,8.0,5.0,3.0,,,1.0,3.0,2.0,1.0,4.0,,,,,,,,1.0,1.0,1.0,,2.0,,3.0,1.0,,,,,,,
14065143,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,6,6,False,26.0,19.0,5.0,2.0,0.0,6.0,7.0,13.0,19.0,4.0,,,70.0,38.0,6.7,9.0,0.0643511,,1,,0.23,0.12,-0.05,,Aljoscha Kemlein,,,3.0,2.0,1.0,,,2.0,,2.0,1.0,1.0,,0.0378,,1.0,0.0,1.0,,,,,,,1.0,1.0,,,,,,,,
14065143,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,17.0,7.0,2.0,1.0,0.0,4.0,5.0,3.0,12.0,4.0,,,90.0,30.0,6.5,12.0,0.0174959,,0,,-0.07,0.25,0.15,,,,,4.0,4.0,,,,1.0,2.0,3.0,2.0,1.0,1.0,,,1.0,,,,,3.0,2.0,1.0,,,2.0,,True,,,,,,
14065143,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,M,15,15,False,30.0,16.0,1.0,,0.0,6.0,8.0,10.0,22.0,7.0,,,78.0,61.0,6.3,27.0,0.00715171,,1,,-0.03,0.02,-0.18,,,,3.0,8.0,6.0,3.0,,,2.0,2.0,2.0,2.0,4.0,,0.0745,,,-0.04,1.0,,,1.0,2.0,,1.0,1.0,3.0,1.0,,,,,,,
14065143,home,1. FC Union Berlin,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,7,7,False,8.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,2.0,,,78.0,16.0,6.4,8.0,0.0185032,,0,,-0.06,0.15,0.15,,,,1.0,5.0,2.0,,,,,,,,2.0,1.0,,,,,3.0,,,,1.0,,,,2.0,,,,,,,,
14065143,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,10.0,7.0,1.0,,0.0,4.0,5.0,3.0,5.0,3.0,,,78.0,29.0,6.6,9.0,0.0477011,,3,,0.11,-0.59,-0.02,,,,1.0,4.0,3.0,1.0,2.0,,1.0,1.0,,,3.0,2.0,0.0888,0.1197,1.0,-0.24,2.0,,,,,,1.0,1.0,,,,1.0,,,,,
14065143,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,D,18,18,True,2.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,,,20.0,6.0,6.3,3.0,0.00074938,,1,,0.03,0.0,-0.19,,,,,,,,,,,1.0,,,,,0.0184,,,-0.21,,1.0,,,1.0,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,1.0,,,20.0,8.0,6.4,,0.00046909,,0,,-0.02,0.02,0.16,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,
14065143,home,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,D,39,39,True,,,,,0.0,,,,,,,,12.0,2.0,6.3,,,,0,,,,-0.18,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,11,11,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,12.0,4.0,6.4,,0.00085399,,0,,-0.03,,-0.05,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065143,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,3.0,,,12.0,6.0,6.3,3.0,0.00201603,,1,,0.15,0.04,-0.05,,,,,2.0,,,,,,,,,1.0,,0.0598,,,-0.03,,1.0,,,,,1.0,,1.0,,,,,,,,
