match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,captain,stat_totalOffside,stat_totalKeeperSweeper,stat_errorLeadToAGoal,stat_hitWoodwork
10408348,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,22.0,13.0,15.0,6.0,8.0,9.0,5.0,13.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,90.0,31.0,6.7,9.0,0.0,0.0,0.00118928,0,0.36608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408348,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,22.0,17.0,2.0,,7.0,9.0,12.0,16.0,,1.0,3.0,1.0,,,,90.0,49.0,6.5,9.0,0.0,0.0,0.0731436,0,,,,3.0,2.0,4.0,3.0,7.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408348,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,50.0,43.0,8.0,5.0,27.0,30.0,16.0,20.0,4.0,7.0,3.0,1.0,,,,90.0,63.0,7.0,8.0,0.0,0.0,0.00742155,0,,,,,,6.0,2.0,5.0,1.0,1.0,,,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10408348,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,49.0,37.0,13.0,8.0,20.0,29.0,17.0,20.0,1.0,4.0,5.0,3.0,,,,90.0,65.0,7.7,12.0,0.1435,0.183183,0.00935089,1,,,,,,1.0,,5.0,3.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10408348,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,27.0,26.0,1.0,1.0,9.0,9.0,19.0,21.0,1.0,3.0,5.0,1.0,,,,57.0,38.0,5.9,2.0,0.0,0.0,0.109254,0,,,,3.0,2.0,3.0,1.0,2.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10408348,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,35.0,31.0,2.0,1.0,14.0,16.0,17.0,19.0,1.0,1.0,6.0,,,,,90.0,41.0,6.5,5.0,0.0,0.0,0.0126292,0,,,,,,7.0,,2.0,,,3.0,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,
10408348,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,21.0,19.0,,,7.0,8.0,13.0,15.0,,2.0,3.0,,,,,84.0,47.0,7.1,14.0,0.1588,0.189681,0.107928,3,,,,2.0,1.0,4.0,,,,7.0,,3.0,,,,,,1.0,,,1.0,6.0,2.0,1.0,1.0,1.0,,,,,,
10408348,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,35.0,25.0,2.0,1.0,9.0,11.0,16.0,24.0,,2.0,6.0,,,,,84.0,49.0,9.2,13.0,1.1752,2.48173,0.0129352,8,,,,,,5.0,,1.0,,1.0,3.0,1.0,2.0,,,,,6.0,3.0,,,4.0,2.0,,2.0,,1.0,,,,,
10408348,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,M,10,10,False,45.0,39.0,2.0,2.0,9.0,9.0,31.0,37.0,1.0,4.0,2.0,1.0,,,,84.0,58.0,7.3,10.0,0.0337,0.0550125,0.129172,1,,,,1.0,1.0,5.0,,,,1.0,1.0,3.0,1.0,,,,,1.0,,2.0,1.0,3.0,2.0,1.0,,,,True,,,,
10408348,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,21.0,15.0,,,4.0,4.0,11.0,19.0,3.0,3.0,5.0,,,,,60.0,35.0,6.2,14.0,0.0156,0.0,0.0110443,1,,,,2.0,,6.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,
