match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_errorLeadToAShot,stat_aerialWon,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_punches,stat_clearanceOffLine,stat_hitWoodwork
10408371,home,Real Valladolid,Jordi Masip,jordi-masip,J. Masip,G,180,189,M,128600,EUR,599788800,G,1,1,False,True,35.0,23.0,18.0,7.0,23.0,28.0,7.0,1.0,1.0,11.0,1.0,1.0,1.0,4.0,90.0,48.0,7.9,12.0,0.0,0.0,0.00011707,0,0.9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408371,home,Real Valladolid,Luis Pérez,luis-perez,L. Pérez,D,173,199,M,843180,EUR,791856000,D,2,2,False,,31.0,27.0,3.0,3.0,11.0,12.0,24.0,6.0,3.0,6.0,1.0,,,,90.0,65.0,7.2,11.0,0.0,0.0,0.0552757,0,,2,18.0,5.0,2.0,2.0,7.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408371,home,Real Valladolid,Martin Hongla,martin-hongla,M. Hongla,M,183,1195,M,856062,EUR,890006400,D,20,20,False,,39.0,30.0,13.0,6.0,21.0,22.0,17.0,1.0,,1.0,1.0,,,,90.0,46.0,6.7,9.0,0.0,0.0,0.00918754,0,,78,9.0,,,2.0,4.0,,,,4.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408371,home,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,189,336,M,943713,EUR,858297600,D,5,5,False,,44.0,37.0,6.0,1.0,27.0,27.0,17.0,5.0,2.0,3.0,,,,,90.0,56.0,7.3,7.0,0.0,0.0,0.00343218,0,,15,10.0,,,,,,2.0,2.0,5.0,,,,1.0,,3.0,,,,,,,,,,,,,,,
10408371,home,Real Valladolid,Lucas Olaza,lucas-olaza,L. Olaza,D,175,372,M,333595,EUR,774748800,D,12,12,False,,29.0,24.0,2.0,1.0,13.0,15.0,17.0,2.0,1.0,1.0,1.0,,,,90.0,45.0,7.1,9.0,0.039,0.0485,0.0116907,1,,15,11.0,3.0,,3.0,3.0,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,
10408371,home,Real Valladolid,Monchu,monchu,Monchu,M,173,615,M,859774,EUR,937180800,M,8,8,False,,35.0,28.0,5.0,3.0,17.0,18.0,20.0,3.0,,6.0,,,,,59.0,41.0,7.1,9.0,0.0237,0.0,0.0485512,2,,6,12.0,3.0,1.0,3.0,5.0,1.0,,,,1.0,1.0,3.0,,,2.0,,,,1.0,2.0,2.0,,,,,,,,,
10408371,home,Real Valladolid,Kike Pérez,kike-perez,K. Pérez,M,184,312,M,857178,EUR,855878400,M,4,4,False,,46.0,38.0,9.0,7.0,19.0,19.0,28.0,4.0,1.0,5.0,1.0,,,,75.0,58.0,7.7,8.0,0.0,0.0,0.114267,0,,71,20.0,1.0,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,4.0,,,,,,,,,
10408371,home,Real Valladolid,Gonzalo Plata,gonzalo-plata,G. Plata,M,178,20323,M,937937,EUR,973036800,M,11,11,False,,21.0,18.0,1.0,,6.0,7.0,19.0,9.0,2.0,5.0,2.0,,,,90.0,53.0,6.6,14.0,0.215,0.0,0.03198,1,,19,13.0,5.0,1.0,3.0,9.0,2.0,4.0,1.0,,4.0,2.0,,,,2.0,,,,,,1.0,gonzaloplata,1.0,1.0,1.0,2.0,,,,
10408371,home,Real Valladolid,Óscar Plano,oscar-plano,Ó. Plano,F,180,117,M,255235,EUR,666230400,M,10,10,False,,27.0,22.0,2.0,2.0,6.0,7.0,20.0,5.0,3.0,1.0,2.0,,,,75.0,40.0,7.0,6.0,0.1572,0.0,0.0629369,4,,20,16.0,,,5.0,9.0,3.0,,,,1.0,,1.0,,,2.0,,,,,4.0,1.0,,,,,1.0,,,,
10408371,home,Real Valladolid,Darwin Machís,darwin-machis,D. Machís,F,174,1580,M,252863,EUR,729043200,M,22,22,False,,20.0,17.0,2.0,2.0,8.0,9.0,17.0,5.0,1.0,3.0,2.0,,,,88.0,48.0,6.8,14.0,0.5506,0.285,0.623284,7,,11,12.0,6.0,3.0,1.0,7.0,1.0,5.0,2.0,,,,3.0,,,1.0,,,3.0,1.0,2.0,2.0,,,2.0,2.0,3.0,,,,
