match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_goals,stat_accurateCross,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_bigChanceCreated,player_firstName,player_lastName,stat_totalOffside
12436912,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,36.0,15.0,35.0,14.0,0.0,4.0,5.0,11.0,31.0,1.0,1.0,2.0,7.0,2.0,4.0,1.0,2.0,2.0,90.0,44.0,7.0,22.0,0.00219807,0,-0.4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,31.0,22.0,4.0,2.0,0.0,11.0,13.0,11.0,19.0,1.0,4.0,1.0,4.0,,,,,,90.0,53.0,6.5,13.0,0.005142,1,,True,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5696,0.2459,,,,,,,,,,,,,,,
12436912,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,35.0,25.0,10.0,5.0,0.0,17.0,20.0,8.0,15.0,,5.0,3.0,6.0,,,,,,90.0,51.0,6.8,12.0,0.00874805,1,,,,1.0,2.0,,1.0,,1.0,,1.0,5.0,1.0,0.1282,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,
12436912,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,False,32.0,23.0,6.0,3.0,0.0,17.0,21.0,6.0,11.0,3.0,3.0,5.0,2.0,,,,,,90.0,43.0,7.1,10.0,0.00283997,3,,,,3.0,5.0,1.0,,,,1.0,,,,0.2336,0.5497,2.0,,1.0,,,1.0,1.0,,,,,,,,
12436912,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,18.0,14.0,2.0,1.0,0.0,8.0,9.0,7.0,11.0,4.0,6.0,7.0,1.0,,,,,,90.0,43.0,6.7,11.0,0.037341,0,,,2.0,,2.0,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,,
12436912,home,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182,764,M,,1085950,EUR,1056931200,M,42,42,False,32.0,24.0,4.0,4.0,0.0,5.0,5.0,19.0,27.0,1.0,8.0,1.0,8.0,,,,,,90.0,59.0,7.1,16.0,0.0623328,2,,,,,7.0,1.0,3.0,2.0,,,,2.0,3.0,0.0791,,1.0,,3.0,1.0,2.0,3.0,,,3.0,2.0,1.0,,,,
12436912,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,42.0,38.0,5.0,4.0,0.0,18.0,19.0,20.0,23.0,2.0,4.0,,6.0,,,,,,90.0,58.0,7.0,10.0,0.0555003,2,,,,,7.0,1.0,1.0,,,1.0,1.0,2.0,2.0,0.1053,0.1108,1.0,,3.0,2.0,,3.0,,,,2.0,,,,,
12436912,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,35.0,31.0,4.0,2.0,0.0,9.0,9.0,23.0,30.0,1.0,7.0,1.0,9.0,,,,,,90.0,56.0,7.9,12.0,0.157365,2,,,4.0,1.0,4.0,1.0,3.0,2.0,,1.0,,2.0,3.0,0.1168,0.019,1.0,,2.0,1.0,6.0,1.0,,1.0,2.0,,,1.0,,,
12436912,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,37.0,28.0,1.0,,1.0,7.0,7.0,26.0,42.0,,4.0,,3.0,,,,,,90.0,62.0,8.1,21.0,0.753562,2,,,12.0,4.0,7.0,,2.0,2.0,,1.0,,,2.0,0.0952,0.0165,,,,,6.0,3.0,,5.0,2.0,,1.0,3.0,Dwight,McNeil,
12436912,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,22.0,17.0,2.0,,0.0,6.0,7.0,11.0,16.0,,6.0,,12.0,,,,,,83.0,43.0,7.1,13.0,0.040647,3,,,1.0,,7.0,,4.0,1.0,,2.0,,4.0,,0.2657,0.3393,1.0,,1.0,3.0,,4.0,,,1.0,,,,,,1.0
12436912,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,17.0,11.0,1.0,,1.0,2.0,2.0,9.0,16.0,8.0,9.0,1.0,2.0,,,,,,88.0,36.0,8.0,14.0,0.400208,2,,,1.0,5.0,9.0,,2.0,,1.0,1.0,1.0,1.0,4.0,0.3956,0.3089,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0
12436912,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,True,9.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,6.0,,1.0,,1.0,,,,,,15.0,10.0,6.4,2.0,0.00551927,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,14,14,True,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,10.0,5.0,6.5,1.0,0.0026141,0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,João,Virgínia,
12436912,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,,998253,EUR,989884800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,Roman Dixon,roman-dixon,R. Dixon,D,12,175,114,M,,1415001,EUR,1104019200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Dixon,,
12436912,home,Everton,Harrison Armstrong,harrison-armstrong,H. Armstrong,M,45,185,581,M,,1627560,EUR,1169164800,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,home,Everton,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2672,M,,947929,EUR,951782400,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,away,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,13,13,False,28.0,24.0,7.0,3.0,0.0,23.0,23.0,1.0,5.0,,,,8.0,4.0,6.0,,,,90.0,38.0,7.6,5.0,0.00020975,0,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436912,away,Bournemouth,Julián Araujo,julian-araujo,J. Araujo,D,22,175,4723,M,julian_araujo,978150,EUR,997660800,D,22,22,False,25.0,22.0,2.0,1.0,0.0,11.0,13.0,11.0,12.0,,4.0,,3.0,,,,,,77.0,34.0,6.5,5.0,0.00500106,0,,,,1.0,4.0,1.0,,,,,,3.0,1.0,,,,,1.0,2.0,,,,,1.0,2.0,,,,,
12436912,away,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,55.0,44.0,11.0,4.0,0.0,32.0,37.0,12.0,18.0,7.0,8.0,7.0,4.0,,,,,,90.0,72.0,6.8,13.0,0.00351999,1,,,,2.0,4.0,1.0,,,,,,1.0,1.0,0.1867,,,,2.0,,,1.0,,,,,1.0,,,,
12436912,away,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,5,5,False,52.0,37.0,15.0,5.0,0.0,23.0,29.0,15.0,24.0,1.0,6.0,5.0,5.0,,,,,,77.0,66.0,6.6,16.0,0.0486419,0,,,1.0,4.0,5.0,,1.0,1.0,,,,3.0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,
