match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_ownGoals,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_clearanceOffLine,stat_errorLeadToAShot
10382247,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,30.0,17.0,20.0,7.0,14.0,15.0,3.0,15.0,2.0,4.0,2.0,3.0,2.0,2.0,90.0,37.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382247,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180.0,197,M,842536,EUR,891820800,D,12,12,False,41.0,36.0,2.0,2.0,21.0,25.0,16.0,19.0,1.0,9.0,,,,,90.0,75.0,6.5,10.0,0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382247,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185.0,8875,M,1014288,EUR,989712000,D,2,2,False,50.0,40.0,7.0,2.0,31.0,35.0,9.0,15.0,2.0,5.0,,,,,83.0,62.0,6.6,12.0,0,,,,1.0,7.0,,,,1.0,3.0,1.0,,,,meeshilgerss,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
10382247,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,72.0,56.0,11.0,3.0,36.0,38.0,20.0,34.0,2.0,8.0,,,,,90.0,80.0,7.2,17.0,1,,,1.0,2.0,9.0,,1.0,,,2.0,1.0,,1.0,,,6.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,
10382247,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183.0,339,M,860160,EUR,872985600,D,5,5,False,51.0,44.0,6.0,5.0,21.0,24.0,25.0,31.0,,7.0,,,,,90.0,73.0,6.5,13.0,1,4.0,2.0,3.0,4.0,3.0,,1.0,,,2.0,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10382247,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189.0,423,M,798181,EUR,865209600,M,18,18,False,55.0,51.0,1.0,1.0,19.0,21.0,32.0,37.0,,6.0,,,,,90.0,73.0,7.0,10.0,1,3.0,,,5.0,9.0,2.0,2.0,2.0,,3.0,2.0,2.0,4.0,3.0,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,
10382247,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,40.0,31.0,1.0,1.0,12.0,14.0,20.0,29.0,,6.0,,,,,83.0,54.0,7.0,13.0,3,3.0,1.0,2.0,5.0,4.0,2.0,,,,3.0,3.0,2.0,,4.0,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,
10382247,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186.0,104,M,1091627,EUR,1036540800,M,38,38,False,43.0,32.0,2.0,1.0,16.0,18.0,16.0,25.0,4.0,7.0,,,,,90.0,64.0,6.5,16.0,0,,,6.0,13.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,,,,3.0,,3.0,,,,1.0,Max Bruns,,2.0,,,,,,,,,,
10382247,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182.0,3495,M,280631,EUR,877046400,F,7,7,False,45.0,34.0,3.0,1.0,12.0,15.0,24.0,38.0,,10.0,,,,,90.0,80.0,8.2,24.0,5,8.0,2.0,,5.0,3.0,,4.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,,,,1.0,1.0,,,,2.0,3.0,1.0,1.0,1.0,,,,,,
10382247,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186.0,794,M,35193,EUR,601862400,F,9,9,False,24.0,17.0,,,3.0,4.0,14.0,22.0,2.0,,,,,,90.0,40.0,6.7,10.0,4,2.0,,4.0,7.0,5.0,2.0,1.0,,1.0,,,,1.0,1.0,,4.0,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,
