match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11369381,home,Las Palmas,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,931,M,964983,EUR,869788800,G,13,13,False,27.0,18.0,10.0,2.0,17.0,19.0,1.0,8.0,1.0,1.0,1.0,7.0,2.0,4.0,1.0,1.0,90.0,39.0,6.8,9.0,0.00020261,0,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369381,home,Las Palmas,Alex Suárez,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,63.0,53.0,8.0,2.0,22.0,23.0,31.0,41.0,1.0,,2.0,4.0,,,,,90.0,85.0,7.3,16.0,0.0164601,0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369381,home,Las Palmas,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,50.0,48.0,,,27.0,28.0,21.0,22.0,3.0,2.0,9.0,4.0,,,,,90.0,64.0,6.9,3.0,0.00809067,1,,,,2.0,,,1.0,,,,,,,2.0,1.0,1.0,0.0937,,,,,,,,,,,,,,,,,
11369381,home,Las Palmas,Mika Mármol,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,15,15,False,60.0,55.0,6.0,2.0,31.0,32.0,24.0,28.0,,,5.0,7.0,,,,,90.0,72.0,7.0,5.0,0.0118157,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369381,home,Las Palmas,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,3,3,False,41.0,34.0,3.0,1.0,15.0,17.0,19.0,25.0,3.0,1.0,3.0,6.0,,,,,90.0,65.0,7.2,11.0,0.0157289,0,,1.0,,8.0,3.0,1.0,,3.0,4.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11369381,home,Las Palmas,Marvin Park,park-marvin,M. Park,D,2,177,650,M,960401,EUR,952387200,M,2,2,False,30.0,27.0,,,9.0,11.0,19.0,24.0,7.0,,,2.0,,,,,71.0,46.0,6.7,11.0,0.0639172,0,,5.0,3.0,2.0,4.0,2.0,1.0,,,,,,1.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,
11369381,home,Las Palmas,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,5,5,False,59.0,54.0,4.0,,18.0,19.0,36.0,41.0,7.0,1.0,2.0,8.0,,,,,90.0,80.0,6.9,10.0,0.0247064,3,,1.0,,5.0,4.0,2.0,,3.0,2.0,,1.0,,,,1.0,2.0,0.1399,,,,,2.0,1.0,1.0,0.0912,,,,,,,,,
11369381,home,Las Palmas,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,8,8,False,54.0,48.0,2.0,1.0,25.0,29.0,23.0,25.0,5.0,2.0,,3.0,,,,,70.0,61.0,6.7,9.0,0.0390539,0,,,,2.0,1.0,,,2.0,1.0,,1.0,,1.0,,,2.0,,Maximo Perrone,,1.0,,,,,,maxiperrone16,,,,,,,,
11369381,home,Las Palmas,Kirian Rodríguez,kirian-rodriguez,K. Rodríguez,M,20,180,441,M,964985,EUR,825984000,M,20,20,False,85.0,69.0,7.0,3.0,34.0,37.0,35.0,49.0,7.0,3.0,,11.0,,,,,90.0,102.0,7.7,20.0,0.083714,1,,1.0,,6.0,2.0,1.0,,1.0,3.0,3.0,2.0,,1.0,,,1.0,0.0277,,,,,2.0,,1.0,0.144,,True,1.0,,,,,,
11369381,home,Las Palmas,Alberto Moleiro,alberto-moleiro,A. Moleiro,M,20,172,3634,M,1012444,EUR,1064880000,M,10,10,False,26.0,21.0,1.0,,8.0,9.0,14.0,19.0,6.0,3.0,,,,,,,63.0,45.0,6.7,14.0,0.032413,1,,2.0,,3.0,5.0,2.0,,,1.0,1.0,,,1.0,,,,0.0334,,,4.0,1.0,,1.0,,,,,,1.0,,,,,
11369381,home,Las Palmas,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,False,16.0,12.0,,,5.0,5.0,7.0,12.0,7.0,1.0,,2.0,,,,,84.0,27.0,7.1,6.0,0.029865,1,,1.0,4.0,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,0.0537,,,,,1.0,1.0,,,,,,1.0,,,,,
