match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,stat_outfielderBlock,stat_totalCross,stat_aerialWon,stat_challengeLost,stat_fouls,player_lastName,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_goals,stat_goalAssist
11368660,home,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,186.0,177,M,235386,EUR,657763200,G,1,1,False,True,12.0,6.0,7.0,1.0,6.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,34.0,16.0,6.8,6.0,2.04e-05,0,0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368660,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,176.0,798,M,851282,EUR,920937600,D,12,12,False,,45.0,38.0,4.0,2.0,27.0,29.0,16.0,4.0,,9.0,1.0,,,,,76.0,65.0,6.5,13.0,0.0251424,0,,12,11.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11368660,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,191.0,15807,M,1144630,EUR,1088294400,D,3,3,False,,69.0,65.0,9.0,6.0,56.0,58.0,11.0,4.0,3.0,5.0,3.0,,,,,90.0,81.0,7.2,4.0,0.00553575,0,,3,9.0,1.0,1.0,1.0,1.0,,,,Cristhian Mosquera,2.0,,,,,,,,,,,,,,,,,,,,,,,
11368660,home,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,190.0,1668,M,1184317,EUR,1105488000,D,34,34,False,,48.0,41.0,7.0,1.0,28.0,31.0,19.0,5.0,7.0,1.0,1.0,,,,,90.0,70.0,6.8,11.0,0.00490238,0,,3,13.0,,2.0,,,2.0,1.0,,Yarek Gasiorowski,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11368660,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,182.0,419,M,996929,EUR,1041465600,D,21,21,False,,19.0,16.0,2.0,1.0,6.0,9.0,12.0,5.0,2.0,1.0,,,,,,66.0,43.0,7.2,9.0,0.0321182,0,,21,10.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,,1.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,
11368660,home,Valencia,Peter González,peter-gonzalez,P. González,F,178.0,1171,M,1048927,EUR,1027555200,M,11,11,False,,20.0,12.0,1.0,,7.0,10.0,13.0,5.0,,7.0,3.0,,,,,76.0,42.0,7.3,14.0,0.201843,1,,22,7.0,,5.0,3.0,1.0,1.0,1.0,2.0,,,3.0,,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,0.0512,3.0,,,,,,,,,,
11368660,home,Valencia,Pepelu,pepelu,Pepelu,M,185.0,1838,M,826948,EUR,902793600,M,18,18,False,,59.0,46.0,8.0,4.0,25.0,32.0,32.0,6.0,,9.0,1.0,,,,,90.0,75.0,6.5,23.0,0.0719774,1,,18,22.0,1.0,9.0,3.0,2.0,,,1.0,,,5.0,3.0,1.0,3.0,,,1.0,3.0,,1.0,,0.0619,1.0,,,,,,,,,,
11368660,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,187.0,1800,M,1122610,EUR,1052784000,M,8,8,False,,38.0,27.0,3.0,1.0,15.0,19.0,22.0,6.0,,6.0,,,,,,90.0,55.0,6.4,19.0,0.0497279,1,,8,13.0,1.0,12.0,3.0,1.0,2.0,2.0,,,1.0,3.0,3.0,3.0,2.0,,1.0,1.0,4.0,,1.0,,0.0091,,,,,,,,,,,
11368660,home,Valencia,Diego López,diego-lopez,D. López,M,172.0,1350,M,998950,EUR,1021248000,M,16,16,False,,20.0,14.0,,,5.0,8.0,15.0,4.0,1.0,1.0,,,,,,90.0,43.0,7.0,16.0,0.0102279,4,,16,9.0,3.0,6.0,2.0,1.0,1.0,1.0,4.0,,1.0,3.0,2.0,,,,1.0,,2.0,1.0,1.0,1.0,0.2826,1.0,1.0,3.0,,,,,,,,
11368660,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,176.0,1200,M,845693,EUR,959644800,F,10,10,False,,13.0,10.0,1.0,,4.0,5.0,8.0,4.0,1.0,2.0,1.0,,,,,45.0,27.0,7.1,6.0,0.0118565,1,,10,6.0,,1.0,1.0,,3.0,3.0,2.0,,1.0,,,,,,1.0,,,,1.0,,0.1033,1.0,,,,,,,,,,
