match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14053824,home,Heracles Almelo,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186.0,801,M,2622,EUR,437097600,G,22,22,False,31.0,11.0,26.0,7.0,0.0,5.0,7.0,6.0,24.0,12.0,2.0,1.0,5.0,90.0,43.0,6.5,20.0,0.00177876,70.197579630966,10.0,34.250511243574,0.2902,0,0.0011000000000001,0.1,0.03,-0.04,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053824,home,Heracles Almelo,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,23,191.0,47,M,127554,EUR,707961600,D,23,23,False,37.0,28.0,8.0,5.0,0.0,10.0,13.0,18.0,24.0,2.0,,,,90.0,48.0,6.4,9.0,0.00480143,45.012034989132,8.0,-4.2275203704117,,0,,0.09,0.01,-0.17,,2.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053824,home,Heracles Almelo,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187.0,120,M,974203,EUR,914976000,D,18,18,False,48.0,41.0,2.0,1.0,0.0,21.0,25.0,20.0,23.0,3.0,,,,90.0,58.0,7.1,7.0,0.00625122,63.973126024375,10.0,38.905477688418,,1,,0.1,0.06,-0.12,,3.0,4.0,3.0,5.0,4.0,1.0,,,,1.0,1.0,3.0,0.7444,0.5874,0.32,,,,,,,,,,,,,,,,,,,,,,,,
14053824,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187.0,163,M,918484,EUR,991353600,D,24,24,False,35.0,31.0,3.0,,0.0,15.0,17.0,16.0,18.0,2.0,,,,90.0,41.0,6.3,4.0,0.00868225,179.95026732943,16.0,106.60882545541,,0,,0.11,0.13,-0.16,,1.0,,2.0,1.0,3.0,1.0,,,1.0,,,2.0,,,,,,17.987724603202,67.210795874148,3.0,,,,,,,,,,,,,,,,,,,
14053824,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200,M,2,2,False,26.0,18.0,2.0,1.0,0.0,5.0,5.0,13.0,21.0,1.0,,,,84.0,51.0,6.4,15.0,0.011604,41.542397128051,5.0,31.400371370396,,1,,0.03,0.02,-0.07,,2.0,,5.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,0.0859,0.1121,0.01,Mimeirhel Benita,,18.825577071103,20.815006605812,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14053824,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183.0,342,M,788284,EUR,836524800,M,70,70,False,27.0,22.0,3.0,1.0,0.0,6.0,6.0,16.0,21.0,2.0,,,,84.0,50.0,7.8,15.0,0.226629,63.212715814285,10.0,22.376169567775,,3,,0.45,-0.56,-0.12,,1.0,1.0,6.0,5.0,,1.0,,2.0,,3.0,1.0,1.0,0.464,1.0582,0.5,,,,,,1.0,4.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
14053824,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,M,4,4,False,33.0,22.0,4.0,2.0,0.0,6.0,7.0,16.0,26.0,2.0,,,,90.0,38.0,6.7,12.0,0.0115881,30.580924114957,6.0,9.5086041951324,,0,,0.07,0.03,-0.06,,4.0,5.0,4.0,5.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,
14053824,home,Heracles Almelo,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178.0,181,M,974530,EUR,988588800,M,5,5,False,34.0,25.0,2.0,,1.0,8.0,9.0,17.0,25.0,4.0,,,,90.0,60.0,7.1,13.0,0.157803,91.090403121002,13.0,24.053363167638,,0,,0.31,0.13,0.25,,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,14.324516374033,17.081326909816,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,
14053824,home,Heracles Almelo,Walid Ould-Chikh,walid-ould-chikh,W. Ould-Chikh,M,73,186.0,187,M,1066450,EUR,941846400,F,73,73,False,40.0,31.0,6.0,3.0,0.0,8.0,10.0,23.0,30.0,5.0,,,,89.0,58.0,7.4,17.0,0.0738722,177.95451832639,21.0,67.744894450372,,0,,0.47,0.25,-0.06,,1.0,,4.0,4.0,1.0,4.0,2.0,,2.0,,,,,,,,,14.707126847927,55.045598005827,3.0,,1.0,4.0,3.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,
14053824,home,Heracles Almelo,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168.0,1162,M,954317,EUR,1055462400,F,9,9,False,21.0,17.0,1.0,,0.0,2.0,3.0,15.0,18.0,5.0,,,,73.0,38.0,6.7,12.0,0.224054,76.917937833062,10.0,7.9923607627893,,1,,0.18,0.05,0.0,,1.0,,5.0,5.0,,2.0,1.0,2.0,3.0,,,,0.0476,,-0.01,,,,,,,3.0,5.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,
