match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,rescinded,length,injury,reason
13981493,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
13981493,,3.0,2.0,,90,6.0,,1,,,goal,325612802.0,False,regular,978327.0,Konan N'Dri,,,,,
13981493,,,,,90,,,1,,,card,124230799.0,True,yellow,1138856.0,Adam Buksa,Adam Buksa,False,,,
13981493,,,,,90,0.0,,1,,,injuryTime,,,,,,,,5.0,,
13981493,,3.0,1.0,,89,,,2,,,goal,325612075.0,True,regular,1138856.0,Adam Buksa,,,,,
13981493,,,,,86,,,5,,,substitution,124986309.0,False,regular,,,,,,False,
13981493,,,,,86,,,5,,,substitution,124986308.0,True,regular,,,,,,False,
13981493,,,,,76,,,15,,,substitution,124986190.0,False,regular,,,,,,False,
13981493,,,,,76,,,15,,,substitution,124986156.0,True,regular,,,,,,False,
13981493,,,,,66,,,25,,,substitution,124985964.0,False,regular,,,,,,False,
13981493,,,,,60,,,31,,,substitution,124985885.0,True,regular,,,,,,False,
13981493,,,,,60,,,31,,,substitution,124985884.0,True,regular,,,,,,False,
13981493,,2.0,1.0,,59,,,32,,,goal,325607750.0,False,regular,1142149.0,Medon Berisha,,,,,
13981493,,,,,46,,,45,,,substitution,124985656.0,False,regular,,,,,,False,
13981493,,,,,46,,,45,,,substitution,124985655.0,False,regular,,,,,,False,
13981493,,,,,46,,,45,,,substitution,124985651.0,True,regular,,,,,,False,
13981493,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
13981493,,,,,45,1.0,,1,,,card,124229732.0,False,yellow,1090374.0,Kialonda Gaspar,Kialonda Gaspar,False,,,Argument
13981493,,,,,45,0.0,,1,,,injuryTime,,,,,,,,2.0,,
13981493,,,,,41,,,5,,,card,124229627.0,True,yellow,830858.0,Keinan Davis,Keinan Davis,False,,,Foul
13981493,,2.0,0.0,,37,,,9,,,goal,325601615.0,True,regular,830858.0,Keinan Davis,,,,,
13981493,,,,,32,,,14,,,card,124229477.0,False,yellow,1029748.0,Nikola Štulić,Nikola Štulić,False,,,Off the ball foul
13981493,,1.0,0.0,,16,,,30,,,goal,325599074.0,True,regular,227894.0,Jesper Karlström,,,,,
