match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_unsuccessfulTouch,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_clearanceOffLine,stat_totalOffside
14053825,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,23.0,18.0,11.0,6.0,0.0,18.0,20.0,3.0,1.0,6.0,1.0,1.0,90.0,27.0,6.7,5.0,0.00022597,0,0.02,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053825,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,82.0,76.0,2.0,,0.0,25.0,26.0,56.0,2.0,7.0,,,90.0,111.0,7.5,16.0,0.244774,4,0.48,0.28,0.19,,,51.0,7.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2994,0.08,1.0,-0.57,,,,,,,,,,,,,,,,,
14053825,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,83.0,78.0,5.0,3.0,0.0,33.0,34.0,49.0,5.0,7.0,,,90.0,100.0,8.1,5.0,0.0540362,2,0.28,0.19,0.58,,,45.0,,,,4.0,2.0,10.0,,,,,2.0,1.0,3.0,2.0,2.0,0.0742,,1.0,-0.27,True,1.0,1.0,2.0,2.0,,,,,,,,,,,,
14053825,home,FC Twente,Ruud Nijstad,ruud-nijstad,R. Nijstad,D,43,192.0,397,M,1890313,EUR,1200528000,D,43,43,False,63.0,57.0,7.0,6.0,0.0,19.0,21.0,42.0,3.0,4.0,,,69.0,68.0,7.2,6.0,0.025189,1,0.16,0.14,0.19,Ruud,Nijstad,38.0,,,,,,,,,,1.0,,,,,,0.0488,,,-0.13,,,,,,,,,,,,,,,,,
14053825,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185.0,370,M,1387012,EUR,1142035200,D,39,39,False,57.0,50.0,1.0,1.0,0.0,13.0,14.0,43.0,1.0,6.0,,,90.0,75.0,6.8,13.0,0.0638334,1,0.08,0.16,-0.01,,,37.0,3.0,,,,2.0,1.0,1.0,,,,1.0,,,,1.0,0.0223,,2.0,0.01,,1.0,1.0,,,2.0,,,,,,,,,,,
14053825,home,FC Twente,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176.0,998,M,1160026,EUR,1074816000,M,14,14,False,52.0,46.0,5.0,5.0,0.0,13.0,14.0,38.0,1.0,3.0,,,90.0,65.0,6.5,11.0,0.25874,5,0.28,0.16,0.13,,,33.0,2.0,,,,5.0,1.0,,,2.0,,3.0,1.0,,,5.0,0.3058,,2.0,-0.54,,,,,1.0,3.0,,,,,,,,,,,
14053825,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8083,M,989882,EUR,896140800,M,6,6,False,89.0,78.0,5.0,1.0,0.0,18.0,23.0,66.0,,6.0,,,90.0,103.0,7.4,15.0,0.215376,0,0.25,0.28,0.16,,,60.0,8.0,4.0,,2.0,2.0,5.0,,,,,,,3.0,3.0,,,,4.0,,,,,1.0,,,rramizz_,2.0,,,,,,,,,
14053825,home,FC Twente,Thomas Van den Belt,thomas-van-den-belt,T. V. d. Belt,M,20,181.0,290,M,945233,EUR,992822400,M,20,20,False,32.0,31.0,1.0,,0.0,9.0,9.0,23.0,,1.0,,,45.0,38.0,7.4,2.0,0.219564,1,0.51,0.11,0.14,,,22.0,,,,1.0,,2.0,,,1.0,,,1.0,1.0,,,0.0551,,1.0,-0.26,,,,,,1.0,,,,,,,,,,,
14053825,home,FC Twente,Marko Pjaca,marko-pjaca,M. Pjaca,M,7,186.0,3796,M,190435,EUR,799718400,F,7,7,False,42.0,38.0,4.0,3.0,0.0,13.0,15.0,27.0,,2.0,,,69.0,59.0,6.7,12.0,0.164043,2,0.16,0.4,-0.04,,,25.0,3.0,2.0,1.0,1.0,7.0,3.0,3.0,,,2.0,,,1.0,,2.0,0.1528,0.1119,4.0,-0.52,,2.0,1.0,,,3.0,MarkoPjaca,,,,,,,,,,
14053825,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186.0,794,M,35193,EUR,601862400,F,9,9,False,11.0,9.0,,,0.0,6.0,7.0,4.0,,2.0,,,68.0,19.0,6.4,3.0,0.0321892,3,0.21,0.11,0.13,,,3.0,,,4.0,1.0,6.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,0.2367,0.2793,1.0,-0.25,,,,,,,,,1.0,,,,,,,,
14053825,home,FC Twente,Sondre Ørjasæter,sondre-orjasaeter,S. Ørjasæter,M,27,180.0,617,M,1200962,EUR,1069977600,F,27,27,False,37.0,31.0,1.0,1.0,0.0,2.0,2.0,35.0,,4.0,,,77.0,57.0,7.7,14.0,0.597263,3,0.29,0.95,0.14,,,29.0,6.0,1.0,,,,4.0,,,2.0,,1.0,,2.0,1.0,,0.182,,2.0,-0.57,,2.0,2.0,,,3.0,,,,,,,,,,,
14053825,home,FC Twente,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182.0,168,M,578344,EUR,870652800,M,32,32,True,19.0,14.0,,,0.0,5.0,5.0,14.0,1.0,1.0,,,45.0,29.0,6.6,8.0,0.193613,1,-0.1,0.14,0.22,,,9.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,1.0,1.0,1.0,1.0,,0.0634,,2.0,-0.16,,,,1.0,,3.0,,,,,,,,,,,
14053825,home,FC Twente,Sam Lammers,sam-lammers,S. Lammers,F,10,191.0,842,M,804901,EUR,862358400,F,10,10,True,10.0,5.0,,,0.0,2.0,2.0,8.0,,,,,22.0,14.0,6.7,6.0,0.0554233,1,-0.44,-0.02,0.0,,,3.0,,,,2.0,,2.0,,,,1.0,,,,,,0.0702,0.3643,1.0,0.25,,,,,,1.0,,,,,,,,,,,
