match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_keyPass,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside
11105607,home,SV Spakenburg,Alessandro Damen,alessandro-damen,A. Damen,G,185.0,5,M,581574,EUR,642902400.0,G,27,27,False,34.0,13.0,25.0,5.0,8.0,13.0,5.0,21.0,8.0,3.0,5.0,90.0,43.0,7.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105607,home,SV Spakenburg,Nick Verhagen,nick-verhagen,N. Verhagen,D,,3,M,1411059,EUR,836697600.0,D,2,2,False,22.0,15.0,9.0,8.0,7.0,10.0,8.0,12.0,7.0,,,90.0,47.0,6.6,12.0,0,Nick Verhagen,,2,1.0,6.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
11105607,home,SV Spakenburg,Masies Artien,masies-artien,M. Artien,D,188.0,135,M,340025,EUR,744768000.0,D,3,3,False,28.0,18.0,14.0,7.0,10.0,13.0,8.0,15.0,5.0,,,90.0,38.0,6.5,13.0,0,,,,1.0,2.0,2.0,,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11105607,home,SV Spakenburg,Koos Werkman,koos-werkman,K. Werkman,D,,3,M,108777,EUR,652406400.0,D,4,4,False,37.0,24.0,11.0,3.0,18.0,23.0,6.0,14.0,10.0,,,90.0,52.0,6.7,14.0,0,,,,2.0,3.0,6.0,,,,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11105607,home,SV Spakenburg,Dwayne Green,dwayne-green,D. Green,D,176.0,15,M,827246,EUR,841708800.0,D,6,6,False,22.0,13.0,6.0,,9.0,13.0,4.0,9.0,10.0,,,90.0,41.0,6.6,11.0,2,,,5,,6.0,6.0,4.0,2.0,1.0,1.0,,4.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11105607,home,SV Spakenburg,Wimilio Vink,wimilio-vink,W. Vink,M,173.0,10,M,920257,EUR,747878400.0,M,10,10,False,18.0,10.0,5.0,2.0,6.0,8.0,4.0,11.0,7.0,,,90.0,28.0,6.2,13.0,1,Wimilio,Vink,23,,5.0,2.0,3.0,1.0,,,,,,2.0,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,
11105607,home,SV Spakenburg,Hero van Lopik,hero-van-lopik,H. v. Lopik,D,,1,M,1001544,EUR,1006646400.0,M,15,15,False,14.0,12.0,2.0,1.0,9.0,9.0,3.0,5.0,1.0,,,76.0,21.0,6.1,3.0,0,Hero,van Lopik,15,,7.0,3.0,3.0,,,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11105607,home,SV Spakenburg,Koen Wesdorp,koen-wesdorp,K. Wesdorp,M,,7,M,945861,EUR,879033600.0,M,14,14,False,23.0,19.0,3.0,3.0,11.0,12.0,8.0,12.0,3.0,,,83.0,31.0,6.4,6.0,0,Koen,Wesdorp,14,,2.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
11105607,home,SV Spakenburg,Vince Gino Dekker,vince-gino-dekker,V. G. Dekker,F,174.0,12,,827524,EUR,858988800.0,F,97,97,False,9.0,8.0,,,6.0,6.0,2.0,11.0,2.0,,,90.0,32.0,6.3,16.0,2,,,,,8.0,2.0,2.0,3.0,,,,1.0,1.0,3.0,,2.0,1.0,1.0,,1.0,,8.0,,1.0,,,,,,,,
11105607,home,SV Spakenburg,Floris van der Linden,floris-van-der-linden,F. v. d. Linden,F,199.0,20,M,846345,EUR,829094400.0,F,9,9,False,26.0,14.0,,,5.0,6.0,9.0,20.0,3.0,,,90.0,32.0,6.5,15.0,0,Floris,van der Linden,9,4.0,7.0,4.0,,,,1.0,1.0,,,2.0,1.0,5.0,,1.0,,,,,,,True,,,,,,,
