match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,player_sofascoreId,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_goalAssist
11368655,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,24.0,16.0,14.0,7.0,9.0,11.0,7.0,13.0,1.0,1.0,2.0,13.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,41.0,7.8,8.0,0.00166344,0,0.6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368655,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,D,16,16,False,44.0,38.0,7.0,5.0,18.0,20.0,23.0,31.0,,,6.0,3.0,,,,,,,84.0,74.0,7.9,15.0,0.289899,1,,True,7.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,0.0197,0.0612,2.0,,,,,,,,,,,,,,,,,
11368655,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,62.0,48.0,6.0,2.0,38.0,46.0,10.0,16.0,6.0,,5.0,6.0,,,,,,,90.0,79.0,7.2,15.0,0.00313673,0,,,,,12.0,,,3.0,3.0,,,,,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
11368655,home,Sevilla,Sergio Ramos,,,sergio-ramos,S. Ramos,D,93,184,68934,M,10710,EUR,512524800,D,4,4,False,50.0,45.0,8.0,7.0,21.0,25.0,24.0,26.0,2.0,1.0,8.0,4.0,,,,,,,90.0,67.0,7.6,6.0,0.0132584,1,,,1.0,,6.0,,,2.0,1.0,,0.0453,,,1.0,3.0,,,,2.0,2.0,1.0,,SergioRamos,1.0,,,,,,
11368655,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,2,2,False,53.0,48.0,3.0,2.0,22.0,22.0,26.0,31.0,8.0,,2.0,4.0,,,,,,,90.0,63.0,7.0,6.0,0.145946,1,,,,,8.0,,,2.0,,,0.0442,,1.0,4.0,6.0,1.0,,,1.0,,,3.0,,,1.0,,,,,
11368655,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,578560,EUR,688608000,D,19,19,False,47.0,38.0,5.0,2.0,14.0,14.0,26.0,40.0,9.0,,1.0,5.0,,,,,,,88.0,75.0,6.7,24.0,0.041605,0,,,7.0,2.0,5.0,,,4.0,2.0,1.0,,,2.0,1.0,,2.0,4.0,1.0,,,,3.0,marcos.acuna10,,,,,,,
11368655,home,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,M,5,5,False,33.0,27.0,2.0,,7.0,8.0,20.0,26.0,6.0,,1.0,2.0,,,,,,,84.0,50.0,6.3,14.0,0.0200837,1,,,1.0,,3.0,,,,,2.0,0.0097,,,,1.0,1.0,4.0,,,,2.0,1.0,Locampos15,,1.0,,,,,
11368655,home,Sevilla,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,44.0,39.0,2.0,2.0,12.0,14.0,27.0,30.0,5.0,1.0,,4.0,,,,,,,90.0,60.0,6.9,10.0,0.0213876,0,,,,,6.0,,,2.0,1.0,2.0,,,1.0,2.0,,2.0,1.0,1.0,,,3.0,,,,,,,,,
11368655,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,42,42,False,47.0,43.0,4.0,3.0,17.0,18.0,26.0,29.0,6.0,2.0,,7.0,,,,,,,90.0,65.0,7.5,8.0,0.106013,0,,,,,10.0,,,5.0,3.0,2.0,,,3.0,,1.0,1.0,5.0,4.0,,,,3.0,,,,,,,,
11368655,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,846470,EUR,865123200,F,15,15,False,15.0,10.0,,,5.0,6.0,5.0,9.0,1.0,,1.0,2.0,,,,,,,90.0,19.0,6.2,6.0,0.00354144,2,,,,,,,,,,1.0,0.1939,,,1.0,,,,,,,,,ennesyri15,1.0,1.0,1.0,,,,
