match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_bigChanceMissed
10407828,home,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,22.0,14.0,17.0,9.0,7.0,8.0,7.0,14.0,5.0,1.0,3.0,1.0,4.0,90.0,30.0,6.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407828,home,KV Oostende,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,33,33,False,37.0,32.0,3.0,1.0,21.0,22.0,11.0,15.0,4.0,,,,,90.0,49.0,6.3,7.0,0,True,2.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
10407828,home,KV Oostende,Matej Rodin,,,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,38.0,35.0,7.0,7.0,20.0,22.0,15.0,16.0,9.0,,,,,90.0,54.0,6.8,5.0,1,,1.0,3.0,5.0,1.0,3.0,4.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10407828,home,KV Oostende,Zech Medley,,,zech-medley,Z. Medley,D,3,195,93,M,960257,EUR,963100800,D,3,3,False,29.0,20.0,6.0,2.0,13.0,14.0,8.0,18.0,7.0,,,,,85.0,44.0,6.1,15.0,0,,,5.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10407828,home,KV Oostende,Siebe Wylin,,,wylin-siebe,S. Wylin,D,96,180,58,M,1146792,EUR,1053993600,M,36,36,False,21.0,16.0,,,5.0,8.0,11.0,14.0,6.0,,,,,75.0,37.0,6.6,9.0,0,,,4.0,3.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
10407828,home,KV Oostende,Cameron McGeehan,,,cameron-mcgeehan,C. McGeehan,M,8,180,56,M,149817,EUR,797126400,M,8,8,False,44.0,32.0,3.0,,9.0,12.0,23.0,34.0,4.0,,,,,90.0,60.0,6.1,18.0,4,,1.0,5.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,3.0,1.0,,,,,,,
10407828,home,KV Oostende,Sieben Dewaele,,,dewaele-sieben,S. Dewaele,M,18,180,73,M,901895,EUR,917913600,M,16,16,False,33.0,27.0,2.0,2.0,9.0,10.0,19.0,28.0,5.0,,,,,75.0,53.0,6.9,11.0,0,,,4.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,,,,2.0,5.0,1.0,,,,,2.0,,,,,,,,,
10407828,home,KV Oostende,Tatsuhiro Sakamoto,,,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,M,18,18,False,31.0,21.0,,,7.0,10.0,15.0,27.0,11.0,,,,,90.0,66.0,6.8,24.0,1,,,7.0,10.0,1.0,1.0,1.0,5.0,3.0,1.0,,,1.0,,1.0,6.0,1.0,2.0,8.0,4.0,,1.0,,,,,,,,,
10407828,home,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,43.0,34.0,2.0,1.0,16.0,17.0,18.0,27.0,3.0,,,,,90.0,63.0,6.7,15.0,2,,1.0,6.0,5.0,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,
10407828,home,KV Oostende,Théo Ndicka Matam,,,theo-ndicka-matam,T. N. Matam,D,,169,54,M,963070,EUR,956188800,F,7,7,False,6.0,3.0,,,1.0,1.0,2.0,6.0,,,,,,45.0,14.0,6.6,6.0,1,,1.0,1.0,2.0,1.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,
