match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_interceptionWon,stat_totalOffside,stat_wonTackle,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_lastManTackle,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated
12421100,home,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,False,20.0,7.0,19.0,6.0,0.0,2.0,2.0,5.0,18.0,1.0,3.0,90.0,21.0,6.6,13.0,0.00387433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178.0,2182,M,1168646,EUR,1067558400,D,2,2,False,22.0,16.0,4.0,,0.0,3.0,5.0,13.0,18.0,4.0,3.0,69.0,49.0,6.7,16.0,0.237543,0,Ibrahim Diakité,,1.0,5.0,3.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,30.0,19.0,5.0,3.0,0.0,9.0,12.0,10.0,18.0,6.0,8.0,90.0,45.0,7.6,12.0,0.00865847,2,,,,3.0,3.0,4.0,6.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,0.0545,0.1316,,,,,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Emmanuel Kakou,emmanuel-kakou,E. Kakou,D,5,,182,M,1847412,EUR,1120089600,D,90,90,False,34.0,20.0,9.0,3.0,0.0,10.0,18.0,10.0,16.0,4.0,5.0,90.0,46.0,6.8,15.0,0.0131591,0,Emmanuel Kakou,,,5.0,3.0,8.0,4.0,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Erick Nunes,erick-nunes,E. Nunes,M,8,180.0,148,M,1894087,EUR,1078012800,M,8,8,False,12.0,5.0,2.0,,0.0,2.0,4.0,3.0,8.0,2.0,3.0,45.0,20.0,6.7,8.0,0.00264484,0,,,,4.0,2.0,6.0,4.0,,1.0,,1.0,,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182.0,1501,M,988801,EUR,988329600,M,17,17,False,39.0,26.0,5.0,1.0,0.0,11.0,13.0,15.0,27.0,,3.0,69.0,46.0,6.9,14.0,0.0201054,0,,,1.0,1.0,4.0,2.0,7.0,,,1.0,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,
12421100,home,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,60.0,39.0,9.0,4.0,0.0,8.0,14.0,32.0,49.0,2.0,9.0,90.0,79.0,7.3,26.0,0.21323,1,,,3.0,1.0,4.0,6.0,8.0,,,1.0,2.0,4.0,,1.0,,2.0,0.0358,0.017,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,
12421100,home,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,M,15,15,False,35.0,22.0,7.0,4.0,0.0,5.0,9.0,17.0,30.0,1.0,6.0,83.0,57.0,7.2,19.0,0.0770184,0,,,4.0,1.0,2.0,2.0,6.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,3.0,3.0,,,,,,,,,,,
12421100,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,F,34,34,False,30.0,20.0,2.0,1.0,0.0,4.0,5.0,16.0,27.0,3.0,2.0,90.0,64.0,7.2,25.0,0.0249749,3,,,2.0,7.0,4.0,11.0,8.0,1.0,2.0,3.0,1.0,,3.0,,,,0.2076,,2.0,1.0,,,,1.0,1.0,True,,,,,,,,,,
12421100,home,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181.0,3511,M,862470,EUR,975542400,F,9,9,False,30.0,22.0,1.0,1.0,0.0,7.0,8.0,15.0,22.0,,5.0,90.0,47.0,7.2,16.0,0.0894201,3,,,,6.0,4.0,14.0,5.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,,,0.2919,0.1519,,,1.0,,,2.0,,,,,,,,,,,,
